dates,compound_vader_score,vader_label,hsi_average
2020-12-18,0.0,1,-0.005699355759095367
2020-12-21,0.0,1,-0.004387886473629032
2021-01-04,0.0,1,0.014238484300987316
2021-01-07,0.0,1,-0.006040564569645978
2021-01-12,0.06275,2,0.013711083894020643
2021-01-13,0.0,1,-0.002604114203775093
2021-01-15,0.0,1,0.006321332003752671
2021-01-19,0.148,2,0.01862907936467027
