Date,Close,MACD,Signal line,returns,signal,GDP,Unemployment rate,Property price
2000-03-17,48.840736389160156,-0.48572016771207416,-0.749005228575289,0.0021816057488448504,1.0,0.0,0.0,0.0
2000-03-20,48.0267333984375,-0.3652984222979967,-0.6722638673198305,-0.0008163145699752183,1.0,0.0,0.0,0.0
2000-03-21,47.484046936035156,-0.31007918374871934,-0.5998269306056082,-0.0005446721896349427,1.0,0.0,0.0,0.0
2000-03-22,48.43372344970703,-0.1875249110454149,-0.5173665266935695,0.0009536708836086483,1.0,0.0,0.0,0.0
2000-03-23,48.705078125,-0.06772304339359181,-0.427437830033574,0.0002722363778708825,1.0,0.0,0.0,0.0
2000-03-24,49.92610168457031,0.12431418009870043,-0.31708742800711914,0.0012246575893206657,1.0,0.0,0.0,0.0
2000-03-27,51.28276443481445,0.38157781755403164,-0.17735437889488903,0.0013590361176170074,1.0,0.0,0.0,0.0
2000-03-28,50.4687614440918,0.5138544708012276,-0.03911260895566569,-0.000814320329749818,1.0,0.0,0.0,0.0
2000-03-29,49.79039001464844,0.5575190341498342,0.08021371966543428,-0.0006791889698987141,1.0,0.0,0.0,0.0
2000-03-30,49.51908493041992,0.5637330980412045,0.17691759534058832,-0.0002718166628807861,1.0,0.0,0.0,0.0
2000-03-31,49.38340759277344,0.5513540944054753,0.25180489515356574,-0.00013597013267530045,1.0,0.0,0.0,0.0
2000-04-03,47.484046936035156,0.3838562574649629,0.2782151676158452,-0.0019037183725512108,1.0,0.0,0.0,0.0
2000-04-04,47.484046936035156,0.2482513281529961,0.2722223997232754,0.0,0.0,0.0,0.0,0.0
2000-04-05,48.16238784790039,0.19329174028639073,0.25643626783589846,0.0,0.0,0.0,0.0,0.0
2000-04-06,47.3483772277832,0.08309415912473384,0.22176784609366557,0.0,0.0,0.0,0.0,0.0
2000-04-07,47.3483772277832,-0.004189919097356665,0.17657629305546113,0.0,0.0,0.0,0.0,0.0
2000-04-10,46.94137191772461,-0.10499479236325016,0.12026207597171888,0.0,0.0,0.0,0.0,0.0
2000-04-11,47.3483772277832,-0.15030878751147014,0.06614790327508108,0.0,0.0,0.0,0.0,0.0
2000-04-12,47.484046936035156,-0.17327562991791012,0.01826319663648284,0.0,0.0,0.0,0.0,0.0
2000-04-13,47.07703399658203,-0.22176321238739405,-0.029742085168292538,0.0,0.0,0.0,0.0,0.0
2000-04-14,47.21271514892578,-0.24640127524759947,-0.07307392318415393,0.0,0.0,0.0,0.0,0.0
2000-04-17,46.39870071411133,-0.3278322335392474,-0.12402558525517263,0.0,0.0,0.0,0.0,0.0
2000-04-18,46.94137191772461,-0.3446054269719383,-0.16814155359852578,0.0,0.0,0.0,0.0,0.0
2000-04-19,47.61972427368164,-0.29970611221212806,-0.19445446532124624,0.0,0.0,0.0,0.0,0.0
2000-04-20,47.61972427368164,-0.26111313213294096,-0.20778619868358522,0.0,0.0,0.0,0.0,0.0
2000-04-21,47.61972427368164,-0.227900818599295,-0.2118091226667272,0.0,0.0,0.0,0.0,0.0
2000-04-24,47.61972427368164,-0.19928261490656496,-0.20930382111469475,0.0,1.0,0.0,0.0,0.0
2000-04-25,47.61972427368164,-0.1745899183962294,-0.20236104057100168,0.0,1.0,0.0,0.0,0.0
2000-04-26,47.7553939819336,-0.14243150516266212,-0.19037513348933377,0.00013624033940495828,1.0,0.0,0.0,0.0
2000-04-27,47.3483772277832,-0.14808158908382296,-0.18191642460823162,-0.00040867300195046585,1.0,0.0,0.0,0.0
2000-04-28,47.3483772277832,-0.150820753533921,-0.1756972903933695,0.0,1.0,0.0,0.0,0.0
2000-05-01,47.3483772277832,-0.15124806752150732,-0.1708074458189971,0.0,1.0,0.0,0.0,0.0
2000-05-02,46.94137191772461,-0.18232689304327465,-0.1731113352638526,-0.000408828588496446,0.0,0.0,0.0,0.0
2000-05-03,46.80570602416992,-0.21542095135051653,-0.18157325848118538,0.0,0.0,0.0,0.0,0.0
2000-05-04,46.6700439453125,-0.24971645117130947,-0.1952018970192102,0.0,0.0,0.0,0.0,0.0
2000-05-05,46.53437423706055,-0.2845630280291047,-0.21307412322118913,0.0,0.0,0.0,0.0,0.0
2000-05-08,45.72037887573242,-0.37355569652189047,-0.24517043788132942,0.0,0.0,0.0,0.0,0.0
2000-05-09,45.85599899291992,-0.42820355341128646,-0.28177706098732086,0.0,0.0,0.0,0.0,0.0
2000-05-10,45.58468246459961,-0.4877824970691407,-0.32297814820368487,0.0,0.0,0.0,0.0,0.0
2000-05-11,45.58468246459961,-0.5289023817347598,-0.3641629949098999,0.0,0.0,0.0,0.0,0.0
2000-05-12,46.26301193237305,-0.500979685604996,-0.39152633304891915,0.0,0.0,0.0,0.0,0.0
2000-05-15,46.26301193237305,-0.4733937591716497,-0.4078998182734653,0.0,0.0,0.0,0.0,0.0
2000-05-16,46.39870071411133,-0.43556187685104675,-0.41343222998898155,0.0,0.0,0.0,0.0,0.0
2000-05-17,45.99169540405274,-0.43342550515894374,-0.417430885022974,0.0,0.0,0.0,0.0,0.0
2000-05-18,45.17767715454102,-0.4917483164135419,-0.4322943713010876,0.0,0.0,0.0,0.0,0.0
2000-05-19,45.58468246459961,-0.49937119717627354,-0.44570973647612483,0.0,0.0,0.0,0.0,0.0
2000-05-22,45.17767715454102,-0.5321203598619917,-0.4629918611532982,0.0,0.0,0.0,0.0,0.0
2000-05-23,45.44903182983398,-0.5300679592663258,-0.4764070807759037,0.0,0.0,0.0,0.0,0.0
2000-05-24,44.90633010864258,-0.5657117375925012,-0.4942680121392232,0.0,0.0,0.0,0.0,0.0
2000-05-25,45.04199981689453,-0.5763682625448396,-0.5106880622203465,0.0,0.0,0.0,0.0,0.0
2000-05-26,45.17767715454102,-0.5673258290907413,-0.5220156155944254,0.0,0.0,0.0,0.0,0.0
2000-05-29,45.72037887573242,-0.5104836048468755,-0.5197092134449155,0.0,1.0,0.0,0.0,0.0
2000-05-30,45.99169540405274,-0.43848813795393937,-0.5034649983467203,0.0002726434205631012,1.0,0.0,0.0,0.0
2000-05-31,46.6700439453125,-0.32297114335950283,-0.46736622734927685,0.0006814802506007744,1.0,0.0,0.0,0.0
2000-06-01,47.07703399658203,-0.1963193498482454,-0.4131568518490706,0.00040859054243291837,1.0,0.0,0.0,0.0
2000-06-02,47.21271514892578,-0.08402991144193805,-0.34733146376764407,0.00013615908608954896,1.0,0.0,0.0,0.0
2000-06-05,48.705078125,0.12395264849419618,-0.25307464131527607,0.0014974159036329482,1.0,0.0,0.0,0.0
2000-06-06,48.705078125,0.28548938179465466,-0.14536183669328995,0.0,1.0,0.0,0.0,0.0
2000-06-07,49.92610168457031,0.5061996490266054,-0.015049539549310875,0.001223325942956821,1.0,0.0,0.0,0.0
2000-06-08,49.51908493041992,0.6408835686176815,0.11613708208408761,-0.0004072859885470015,1.0,0.0,0.0,0.0
2000-06-09,49.65473175048828,0.7499224705407315,0.2428941597754164,0.0001357918541644576,1.0,0.0,0.0,0.0
2000-06-12,49.65473175048828,0.8268056846338254,0.35967646474709825,0.0,1.0,0.0,0.0,0.0
2000-06-13,49.65473175048828,0.8776195340271684,0.4632650786031123,0.0,1.0,0.0,0.0,0.0
2000-06-14,50.4687614440918,0.9723664339358891,0.5650853496696676,0.0008147894154832969,1.0,0.0,0.0,0.0
2000-06-15,50.740089416503906,1.0571616332711926,0.6635006063899727,0.00027136009746264733,1.0,0.0,0.0,0.0
2000-06-16,50.740089416503906,1.1115491924852279,0.7531103236090237,0.0,1.0,0.0,0.0,0.0
2000-06-19,49.65473175048828,1.0549120624723543,0.8134706713816899,-0.0010851916939140782,1.0,0.0,0.0,0.0
2000-06-20,49.38340759277344,0.9768723604226537,0.8461510091898827,-0.0002715773805403998,1.0,0.0,0.0,0.0
2000-06-21,48.97639846801758,0.8721297307972264,0.8513467535113515,-0.0004074996480424309,1.0,0.0,0.0,0.0
2000-06-22,48.0267333984375,0.7043708589498721,0.8219515745990557,-0.0009511972088586118,0.0,0.0,0.0,0.0
2000-06-23,46.94137191772461,0.47832728443766825,0.7532267165667783,0.0,0.0,0.0,0.0,0.0
2000-06-26,47.21271514892578,0.3174222084975682,0.6660658149529363,0.0,0.0,0.0,0.0,0.0
2000-06-27,47.3483772277832,0.19856167713144401,0.5725649873886378,0.0,0.0,0.0,0.0,0.0
2000-06-28,47.484046936035156,0.11399717284895416,0.4808514244807011,0.0,0.0,0.0,0.0,0.0
2000-06-29,47.3483772277832,0.035621163731761385,0.39180537233091317,0.0,0.0,0.0,0.0,0.0
2000-06-30,48.43372344970703,0.06038984479076959,0.3255222668228845,0.0,0.0,0.0,0.0,0.0
2000-07-03,48.16238784790039,0.05746229795737179,0.271910273049782,0.0,0.0,0.0,0.0,0.0
2000-07-04,48.43372344970703,0.0761588001783835,0.2327599784755023,0.0,0.0,0.0,0.0,0.0
2000-07-05,48.840736389160156,0.12240741902382268,0.21068946658516638,0.0,0.0,0.0,0.0,0.0
2000-07-06,48.43372344970703,0.12477886689195117,0.19350734664652336,0.0,0.0,0.0,0.0,0.0
2000-07-07,48.56940460205078,0.13603842518765674,0.18201356235475005,0.0,0.0,0.0,0.0,0.0
2000-07-10,49.11207962036133,0.18660003585222285,0.1829308570542446,0.0,1.0,0.0,0.0,0.0
2000-07-11,50.87576293945313,0.36478002366965256,0.21930069037732622,0.0017682106693137634,1.0,0.0,0.0,0.0
2000-07-12,52.503807067871094,0.6300951580024616,0.3014595839023533,0.0016293422743558494,1.0,0.0,0.0,0.0
2000-07-13,52.91078567504883,0.8632480990579907,0.4138172869334808,0.0004066405611509172,1.0,0.0,0.0,0.0
2000-07-14,52.503807067871094,1.0036146671293906,0.5317767629726627,-0.00040647527181836285,1.0,0.0,0.0,0.0
2000-07-17,53.45347595214844,1.1779083318327608,0.6610030767446824,0.000948880066910851,1.0,0.0,0.0,0.0
2000-07-18,52.368141174316406,1.214460328091448,0.7716945270140356,-0.001083405251528169,1.0,0.0,0.0,0.0
2000-07-19,53.18213272094727,1.2941917268505279,0.8761939669813341,0.0008134256885201641,1.0,0.0,0.0,0.0
2000-07-20,53.45347595214844,1.3635563371781032,0.9736664410206879,0.00027093421813861873,1.0,0.0,0.0,0.0
2000-07-21,54.26748657226562,1.467298046165709,1.0723927620496922,0.000812563458434612,1.0,0.0,0.0,0.0
2000-07-24,54.81015396118164,1.5751455238767562,1.1729433144151051,0.0005412628153789178,1.0,0.0,0.0,0.0
2000-07-25,55.352821350097656,1.6849807408701523,1.2753507997061146,0.0005409700084291202,1.0,0.0,0.0,0.0
2000-07-26,56.980873107910156,1.881704988529556,1.396621637470803,0.0016220819635450745,1.0,0.0,0.0,0.0
2000-07-27,56.980873107910156,2.0143897410999756,1.5201752581966375,0.0,1.0,0.0,0.0,0.0
2000-07-28,56.16685485839844,2.0304530943938204,1.6222308254360742,-0.0008097199482300921,1.0,0.0,0.0,0.0
2000-07-31,55.89549255371094,1.9982521406815152,1.6974350884851626,-0.000270148161091055,1.0,0.0,0.0,0.0
2000-08-01,55.62417221069336,1.9286075810287997,1.74366958699389,-0.00027017937562967553,1.0,0.0,0.0,0.0
2000-08-02,56.980873107910156,1.9602911733178559,1.7869939042586833,0.0013513607529973548,1.0,0.0,0.0,0.0
2000-08-03,56.43816757202149,1.919482250757568,1.8134915735584605,-0.0005398398607003863,1.0,0.0,0.0,0.0
2000-08-04,57.5235481262207,1.9522180707304102,1.8412368729928505,0.0010802325175378602,1.0,0.0,0.0,0.0
2000-08-07,58.60889434814453,2.0421986189454486,1.8814292221833704,0.0010790327418477297,1.0,0.0,0.0,0.0
2000-08-08,57.79489135742188,2.024488569210746,1.9100410915888457,-0.0008083956341408127,1.0,0.0,0.0,0.0
2000-08-09,58.066200256347656,2.009184954441608,1.9298698641593983,0.0002696579455576664,1.0,0.0,0.0,0.0
2000-08-10,58.33755111694336,1.9959444707305067,1.9430847854736202,0.0002696269448367872,1.0,0.0,0.0,0.0
2000-08-11,59.15156555175781,2.0277606908767396,1.9600199665542442,0.0008086249028269599,1.0,0.0,0.0,0.0
2000-08-14,58.14622497558594,1.9493814363009463,1.9578922605035847,-0.0009978773788388295,0.0,0.0,0.0,0.0
2000-08-15,59.77649688720703,1.9958081963346928,1.9654754476698064,0.0,1.0,0.0,0.0,0.0
2000-08-16,60.0482063293457,2.0311130128697954,1.9786029607098043,0.0002699617819137412,1.0,0.0,0.0,0.0
2000-08-17,58.96135330200195,1.9489263682260685,1.9726676422130571,-0.0010795708454290898,0.0,0.0,0.0,0.0
2000-08-18,58.96135330200195,1.8623251353202832,1.9505991408345025,0.0,0.0,0.0,0.0,0.0
2000-08-21,59.77649688720703,1.8382777871589369,1.9281348700993894,0.0,0.0,0.0,0.0,0.0
2000-08-22,61.678466796875,1.9502123329643481,1.9325503626723812,0.0,1.0,0.0,0.0,0.0
2000-08-23,61.13507843017578,1.9723384768305934,1.940507985504024,-0.0005403308567758502,1.0,0.0,0.0,0.0
2000-08-24,62.49360275268555,2.075569293600303,1.96752024712328,0.0013516105640944964,1.0,0.0,0.0,0.0
2000-08-25,61.40676498413086,2.0460956181522647,1.983235321329077,-0.0010798471358406392,1.0,0.0,0.0,0.0
2000-08-28,58.96135330200195,1.8046108024245484,1.9475104175481714,-0.0024323091087917748,0.0,0.0,0.0,0.0
2000-08-29,60.0482063293457,1.681548458352765,1.8943180257090904,0.0,0.0,0.0,0.0,0.0
2000-08-30,60.0482063293457,1.5659691465204304,1.8286482498713585,0.0,0.0,0.0,0.0,0.0
2000-08-31,60.31990051269531,1.4792433624572254,1.758767272388532,0.0,0.0,0.0,0.0,0.0
2000-09-01,61.40676498413086,1.4811397759415001,1.7032417730991256,0.0,0.0,0.0,0.0,0.0
2000-09-04,63.03701400756836,1.595794839362199,1.6817523863517403,0.0,0.0,0.0,0.0,0.0
2000-09-05,61.678466796875,1.5590644723645468,1.6572148035543015,0.0,0.0,0.0,0.0,0.0
2000-09-06,62.49360275268555,1.577545093301545,1.6412808615037502,0.0,0.0,0.0,0.0,0.0
2000-09-07,62.22188949584961,1.5523713588088413,1.6234989609647685,0.0,0.0,0.0,0.0,0.0
2000-09-08,61.40676498413086,1.4499333281853382,1.5887858344088825,0.0,0.0,0.0,0.0,0.0
2000-09-11,61.678466796875,1.374826373833848,1.5459939422938758,0.0,0.0,0.0,0.0,0.0
2000-09-12,60.31990051269531,1.1919386989078475,1.4751828936166702,0.0,0.0,0.0,0.0,0.0
2000-09-13,60.31990051269531,1.0350672875110334,1.387159772395543,0.0,0.0,0.0,0.0,0.0
2000-09-14,60.0482063293457,0.878693086890074,1.2854664352944492,0.0,0.0,0.0,0.0,0.0
2000-09-15,60.31990051269531,0.7678377011791468,1.1819406884713888,0.0,0.0,0.0,0.0,0.0
2000-09-18,57.33109664916992,0.4338118035895988,1.032314911495031,0.0,0.0,0.0,0.0,0.0
2000-09-19,57.33109664916992,0.16716687751699055,0.8592853046994229,0.0,0.0,0.0,0.0,0.0
2000-09-20,57.60280990600586,-0.02197286888935679,0.683033669981667,0.0,0.0,0.0,0.0,0.0
2000-09-21,57.33109664916992,-0.19158400842666623,0.5081101343000004,0.0,0.0,0.0,0.0,0.0
2000-09-22,55.700843811035156,-0.4523355947709007,0.3160209884858202,0.0,0.0,0.0,0.0,0.0
2000-09-25,58.68964004516602,-0.4130508349700932,0.17020662379463758,0.0,0.0,0.0,0.0,0.0
2000-09-26,59.233070373535156,-0.3342144774788096,0.06932240353994813,0.0,0.0,0.0,0.0,0.0
2000-09-27,59.50480270385742,-0.24696273540177316,0.006065375751603874,0.0,0.0,0.0,0.0,0.0
2000-09-28,58.96135330200195,-0.2191408073082144,-0.038975860860359784,0.0,0.0,0.0,0.0,0.0
2000-09-29,59.50480270385742,-0.15149358022298998,-0.06147940473288582,0.0,0.0,0.0,0.0,0.0
2000-10-02,59.50480270385742,-0.09676719341578632,-0.06853696246946593,0.0,0.0,0.0,0.0,0.0
2000-10-03,60.86334228515625,0.05558589325661245,-0.043712391324250255,0.0,1.0,0.0,0.0,0.0
2000-10-04,60.31990051269531,0.13096590930498309,-0.008776731198403588,-0.0005418479403369592,1.0,0.0,0.0,0.0
2000-10-05,60.59162521362305,0.21020788196042162,0.03502019143336146,0.00027107465492126614,1.0,0.0,0.0,0.0
2000-10-06,60.59162521362305,0.26989651715246055,0.08199545657718128,0.0,1.0,0.0,0.0,0.0
2000-10-09,59.77649688720703,0.2485608917095803,0.11530854360366109,-0.0008129579256180852,1.0,0.0,0.0,0.0
2000-10-10,59.233070373535156,0.1856620798963604,0.12937925086220098,-0.0005424205245566638,1.0,0.0,0.0,0.0
2000-10-11,56.78767013549805,-0.060808086010368356,0.09134178348768711,-0.0024421980206587035,0.0,0.0,0.0,0.0
2000-10-12,56.78767013549805,-0.25321852270640477,0.022429722248868737,0.0,0.0,0.0,0.0,0.0
2000-10-13,55.700843811035156,-0.48778015542875863,-0.07961225328665673,0.0,0.0,0.0,0.0,0.0
2000-10-16,57.60280990600586,-0.5142709751374497,-0.16654399765681532,0.0,0.0,0.0,0.0,0.0
2000-10-17,58.96135330200195,-0.4207914208110992,-0.2173934822876721,0.0,0.0,0.0,0.0,0.0
2000-10-18,58.14622497558594,-0.40778159179872375,-0.25547110418988245,0.0,0.0,0.0,0.0,0.0
2000-10-19,56.78767013549805,-0.5013163672313823,-0.3046401567981824,0.0,0.0,0.0,0.0,0.0
2000-10-20,58.41793441772461,-0.43883601929039884,-0.3314793292966257,0.0,0.0,0.0,0.0,0.0
2000-10-23,60.0482063293457,-0.2548330184746632,-0.31615006713223326,0.0,1.0,0.0,0.0,0.0
2000-10-24,60.0482063293457,-0.10776704326604403,-0.27447346235899545,0.0,1.0,0.0,0.0,0.0
2000-10-25,60.31990051269531,0.03035731140411002,-0.21350730760637437,0.00027200268804628003,1.0,0.0,0.0,0.0
2000-10-26,58.41793441772461,-0.0134953449221058,-0.17350491506952068,-0.0019036079626478797,1.0,0.0,0.0,0.0
2000-10-27,58.41793441772461,-0.047699046090258435,-0.14834374127366826,0.0,1.0,0.0,0.0,0.0
2000-10-30,58.14622497558594,-0.09562806608104069,-0.13780060623514276,-0.00027246265674685244,1.0,0.0,0.0,0.0
2000-10-31,58.96135330200195,-0.06706503215936266,-0.12365349141998674,0.0008176107386346221,1.0,0.0,0.0,0.0
2000-11-01,61.678466796875,0.17282748155444239,-0.06435729682510091,0.002723161774045968,1.0,0.0,0.0,0.0
2000-11-02,61.13507843017578,0.31546069260144805,0.011606301060208879,-0.000543118945359633,1.0,0.0,0.0,0.0
2000-11-03,63.30876922607422,0.5970152012985324,0.12868808110787358,0.00217379367097581,1.0,0.0,0.0,0.0
2000-11-06,63.03701400756836,0.7891242695844056,0.26077531880318,-0.0002711785936561073,1.0,0.0,0.0,0.0
2000-11-07,63.30876922607422,0.9523226821725501,0.399084791477054,0.0002712521514331989,1.0,0.0,0.0,0.0
2000-11-08,63.03701400756836,1.0476535272292082,0.5287985386274848,-0.0002711785936561073,1.0,0.0,0.0,0.0
2000-11-09,62.49360275268555,1.0670548182404502,0.636449794550078,-0.0005424053043410204,1.0,0.0,0.0,0.0
2000-11-10,62.49360275268555,1.0700950910470937,0.7231788538494811,0.0,1.0,0.0,0.0,0.0
2000-11-13,60.31990051269531,0.886881506824615,0.7559193844445079,-0.0021708558156070534,1.0,0.0,0.0,0.0
2000-11-14,61.678466796875,0.8416068466210476,0.7730568768798158,0.001359739063271359,1.0,0.0,0.0,0.0
2000-11-15,61.13507843017578,0.7531970653958595,0.7690849145830246,-0.000543118945359633,0.0,0.0,0.0,0.0
2000-11-16,61.9501838684082,0.7403693564841802,0.7633418029632558,0.0,0.0,0.0,0.0,0.0
2000-11-17,61.678466796875,0.7002064636648555,0.7507147351035759,0.0,0.0,0.0,0.0,0.0
2000-11-20,62.22188949584961,0.7041102077996584,0.7413938296427924,0.0,0.0,0.0,0.0,0.0
2000-11-21,61.678466796875,0.6557946899494738,0.7242740017041287,0.0,0.0,0.0,0.0,0.0
2000-11-22,60.31990051269531,0.5020915499904106,0.679837511361385,0.0,0.0,0.0,0.0,0.0
2000-11-23,58.41793441772461,0.22422322991096877,0.5887146550713018,0.0,0.0,0.0,0.0,0.0
2000-11-24,58.14622497558594,-0.01770994764279976,0.4674297345284815,0.0,0.0,0.0,0.0,0.0
2000-11-27,59.233070373535156,-0.12035699292523816,0.3498723890377376,0.0,0.0,0.0,0.0,0.0
2000-11-28,59.77649688720703,-0.1560566142875075,0.2486865883726886,0.0,0.0,0.0,0.0,0.0
2000-11-29,58.41793441772461,-0.29062333384016625,0.14082460393011764,0.0,0.0,0.0,0.0,0.0
2000-11-30,56.78767013549805,-0.5227907254184103,0.008101538060412056,0.0,0.0,0.0,0.0,0.0
2000-12-01,57.8745231628418,-0.6120299989703142,-0.1159247693457332,0.0,0.0,0.0,0.0,0.0
2000-12-04,58.41793441772461,-0.6316230619166774,-0.21906442785992203,0.0,0.0,0.0,0.0,0.0
2000-12-05,59.50480270385742,-0.5530740250245572,-0.2858663472928491,0.0,0.0,0.0,0.0,0.0
2000-12-06,61.678466796875,-0.31183221348631207,-0.2910595205315417,0.0,0.0,0.0,0.0,0.0
2000-12-07,61.9501838684082,-0.09759601681994923,-0.2523668197892232,0.0,1.0,0.0,0.0,0.0
2000-12-08,62.22188949584961,0.09303958351875963,-0.18328553912762666,0.0002717184865552724,1.0,0.0,0.0,0.0
2000-12-11,62.76530838012695,0.2846873342846763,-0.08969096444516605,0.0005432969790333253,1.0,0.0,0.0,0.0
