Date,Close,returns,signal,RSI,GDP,Unemployment rate,Property price
2000-05-04,46.6700439453125,0.0,1.0,29.585137135380293,0.0,0.0,0.0
2000-05-05,46.53437423706055,-0.0001361950335857509,1.0,26.99619157748792,0.0,0.0,0.0
2000-05-08,45.72037887573242,-0.0008172585312590241,1.0,16.811575063876745,0.0,0.0,0.0
2000-05-09,45.85599899291992,0.000136275167376132,1.0,22.436897780992823,0.0,0.0,0.0
2000-05-10,45.58468246459961,-0.00027258984997258207,1.0,19.407512818718374,0.0,0.0,0.0
2000-05-11,45.58468246459961,0.0,1.0,19.407512818718374,0.0,0.0,0.0
2000-05-12,46.26301193237305,0.000681698775099493,0.0,44.39671346441395,0.0,0.0,0.0
2000-05-15,46.26301193237305,0.0,0.0,44.39671346441395,0.0,0.0,0.0
2000-05-16,46.39870071411133,0.0,0.0,48.63801074218726,0.0,0.0,0.0
2000-05-17,45.99169540405274,0.0,0.0,38.47946915998884,0.0,0.0,0.0
2000-05-18,45.17767715454102,0.0,1.0,25.964738947476462,0.0,0.0,0.0
2000-05-19,45.58468246459961,0.00040874828914194694,0.0,37.66143174457272,0.0,0.0,0.0
2000-05-22,45.17767715454102,0.0,0.0,31.854540151311937,0.0,0.0,0.0
2000-05-23,45.44903182983398,0.0,0.0,39.080393180186796,0.0,0.0,0.0
2000-05-24,44.90633010864258,0.0,0.0,31.397581458075535,0.0,0.0,0.0
2000-05-25,45.04199981689453,0.0,0.0,35.07900698075602,0.0,0.0,0.0
2000-05-26,45.17767715454102,0.0,0.0,38.864663670419475,0.0,0.0,0.0
2000-05-29,45.72037887573242,0.0,0.0,51.82884094945066,0.0,0.0,0.0
2000-05-30,45.99169540405274,0.0,0.0,57.07913987962735,0.0,0.0,0.0
2000-05-31,46.6700439453125,0.0,0.0,67.34636383515091,0.0,0.0,0.0
2000-06-01,47.07703399658203,0.0,-1.0,71.98558412112199,0.0,0.0,0.0
2000-06-02,47.21271514892578,-0.00013620652564128033,-1.0,73.43726092885201,0.0,0.0,0.0
2000-06-05,48.705078125,-0.0014983456645921711,-1.0,83.97561208847175,0.0,0.0,0.0
2000-06-06,48.705078125,0.0,-1.0,83.97561208847175,0.0,0.0,0.0
2000-06-07,49.92610168457031,-0.001227758089770048,-1.0,88.81104007162182,0.0,0.0,0.0
2000-06-08,49.51908493041992,0.00040976473861609186,-1.0,79.57537236283014,0.0,0.0,0.0
2000-06-09,49.65473175048828,-0.00013650670755471772,-1.0,80.36073773718475,0.0,0.0,0.0
2000-06-12,49.65473175048828,0.0,-1.0,80.36073773718476,0.0,0.0,0.0
2000-06-13,49.65473175048828,0.0,-1.0,80.36073773718476,0.0,0.0,0.0
2000-06-14,50.4687614440918,-0.00081930180181089,-1.0,85.50051701517292,0.0,0.0,0.0
2000-06-15,50.740089416503906,-0.000273309165682023,-1.0,86.82645770601843,0.0,0.0,0.0
2000-06-16,50.740089416503906,0.0,-1.0,86.82645770601843,0.0,0.0,0.0
2000-06-19,49.65473175048828,0.0010935816592381187,0.0,58.389617643250574,0.0,0.0,0.0
2000-06-20,49.38340759277344,0.0,0.0,53.34968636305733,0.0,0.0,0.0
2000-06-21,48.97639846801758,0.0,0.0,46.41522083375423,0.0,0.0,0.0
2000-06-22,48.0267333984375,0.0,0.0,34.38313706883213,0.0,0.0,0.0
2000-06-23,46.94137191772461,0.0,1.0,25.623731311034774,0.0,0.0,0.0
2000-06-26,47.21271514892578,0.000273100600603593,0.0,30.71538053571453,0.0,0.0,0.0
2000-06-27,47.3483772277832,0.0,0.0,33.34763013036739,0.0,0.0,0.0
2000-06-28,47.484046936035156,0.0,0.0,36.14689863258785,0.0,0.0,0.0
2000-06-29,47.3483772277832,0.0,0.0,34.47620681426626,0.0,0.0,0.0
2000-06-30,48.43372344970703,0.0,0.0,54.07115575103006,0.0,0.0,0.0
2000-07-03,48.16238784790039,0.0,0.0,49.777160014140534,0.0,0.0,0.0
2000-07-04,48.43372344970703,0.0,0.0,53.992854693897314,0.0,0.0,0.0
2000-07-05,48.840736389160156,0.0,0.0,59.829044246753504,0.0,0.0,0.0
2000-07-06,48.43372344970703,0.0,0.0,52.18999569906941,0.0,0.0,0.0
2000-07-07,48.56940460205078,0.0,0.0,54.42811587995139,0.0,0.0,0.0
2000-07-10,49.11207962036133,0.0,0.0,62.52433389403775,0.0,0.0,0.0
2000-07-11,50.87576293945313,0.0,-1.0,77.50849453373253,0.0,0.0,0.0
2000-07-12,52.503807067871094,-0.0016381408687531351,-1.0,84.2261121585047,0.0,0.0,0.0
2000-07-13,52.91078567504883,-0.000410174514805961,-1.0,85.47723347812965,0.0,0.0,0.0
2000-07-14,52.503807067871094,0.00041034282697594016,-1.0,78.31038924255566,0.0,0.0,0.0
2000-07-17,53.45347595214844,-0.0009571264114740519,-1.0,82.30501607419268,0.0,0.0,0.0
2000-07-18,52.368141174316406,0.0010949056205855623,0.0,66.22203959537738,0.0,0.0,0.0
2000-07-19,53.18213272094727,0.0,-1.0,71.10772928962848,0.0,0.0,0.0
2000-07-20,53.45347595214844,-0.0002734366386751841,-1.0,72.63040637249803,0.0,0.0,0.0
2000-07-21,54.26748657226562,-0.0008205150542660578,-1.0,76.85300448250685,0.0,0.0,0.0
2000-07-24,54.81015396118164,-0.0005474528208266882,-1.0,79.30857980193164,0.0,0.0,0.0
2000-07-25,55.352821350097656,-0.0005477526895817375,-1.0,81.56513749583073,0.0,0.0,0.0
2000-07-26,56.980873107910156,-0.0016442087442861686,-1.0,86.61734191189284,0.0,0.0,0.0
2000-07-27,56.980873107910156,0.0,-1.0,86.61734191189284,0.0,0.0,0.0
2000-07-28,56.16685485839844,0.0008234505916968615,-1.0,73.25350496853977,0.0,0.0,0.0
2000-07-31,55.89549255371094,0.00027428082725400316,0.0,69.14976076578762,0.0,0.0,0.0
2000-08-01,55.62417221069336,0.0,0.0,64.95193224897963,0.0,0.0,0.0
2000-08-02,56.980873107910156,0.0,-1.0,74.04336085398182,0.0,0.0,0.0
2000-08-03,56.43816757202149,0.0005483919624835742,0.0,66.12619679751992,0.0,0.0,0.0
2000-08-04,57.5235481262207,0.0,-1.0,72.83021784197206,0.0,0.0,0.0
2000-08-07,58.60889434814453,-0.0010961172937079544,-1.0,77.88111767702009,0.0,0.0,0.0
2000-08-08,57.79489135742188,0.0008229833145538823,0.0,67.08829668844837,0.0,0.0,0.0
2000-08-09,58.066200256347656,0.0,0.0,68.75358320227548,0.0,0.0,0.0
2000-08-10,58.33755111694336,0.0,-1.0,70.47746439600888,0.0,0.0,0.0
2000-08-11,59.15156555175781,-0.0008223181307993599,-1.0,75.21126796558221,0.0,0.0,0.0
2000-08-14,58.14622497558594,0.0010164318050869259,0.0,61.22204946686715,0.0,0.0,0.0
2000-08-15,59.77649688720703,0.0,-1.0,71.2334196876426,0.0,0.0,0.0
2000-08-16,60.0482063293457,-0.0002744280875042193,-1.0,72.59406784947888,0.0,0.0,0.0
2000-08-17,58.96135330200195,0.00109802909150436,0.0,59.58592535652716,0.0,0.0,0.0
2000-08-18,58.96135330200195,0.0,0.0,59.58592535652717,0.0,0.0,0.0
2000-08-21,59.77649688720703,0.0,0.0,65.71958091982489,0.0,0.0,0.0
2000-08-22,61.678466796875,0.0,-1.0,75.66357666730862,0.0,0.0,0.0
2000-08-23,61.13507843017578,0.0005483738760470036,0.0,69.05976741960552,0.0,0.0,0.0
2000-08-24,62.49360275268555,0.0,-1.0,75.28291262608037,0.0,0.0,0.0
2000-08-25,61.40676498413086,0.0010962082152907726,0.0,63.494217265643975,0.0,0.0,0.0
2000-08-28,58.96135330200195,0.0,0.0,45.14209754117708,0.0,0.0,0.0
2000-08-29,60.0482063293457,0.0,0.0,52.223696786356136,0.0,0.0,0.0
2000-08-30,60.0482063293457,0.0,0.0,52.223696786356136,0.0,0.0,0.0
2000-08-31,60.31990051269531,0.0,0.0,54.19176888635758,0.0,0.0,0.0
2000-09-01,61.40676498413086,0.0,0.0,61.51018705556899,0.0,0.0,0.0
2000-09-04,63.03701400756836,0.0,0.0,69.84746067915646,0.0,0.0,0.0
2000-09-05,61.678466796875,0.0,0.0,57.80736079831798,0.0,0.0,0.0
2000-09-06,62.49360275268555,0.0,0.0,62.30575711109523,0.0,0.0,0.0
2000-09-07,62.22188949584961,0.0,0.0,59.85147454957236,0.0,0.0,0.0
2000-09-08,61.40676498413086,0.0,0.0,52.66989656161663,0.0,0.0,0.0
2000-09-11,61.678466796875,0.0,0.0,54.75777620448028,0.0,0.0,0.0
2000-09-12,60.31990051269531,0.0,0.0,43.6487494028214,0.0,0.0,0.0
2000-09-13,60.31990051269531,0.0,0.0,43.64874940282141,0.0,0.0,0.0
2000-09-14,60.0482063293457,0.0,0.0,41.4118318573906,0.0,0.0,0.0
2000-09-15,60.31990051269531,0.0,0.0,44.68287077478878,0.0,0.0,0.0
2000-09-18,57.33109664916992,0.0,1.0,26.150754973086535,0.0,0.0,0.0
2000-09-19,57.33109664916992,0.0,1.0,26.150754973086535,0.0,0.0,0.0
2000-09-20,57.60280990600586,0.00027375580804367416,1.0,29.680698142489447,0.0,0.0,0.0
2000-09-21,57.33109664916992,-0.0002736808863114115,1.0,28.129282333812725,0.0,0.0,0.0
2000-09-22,55.700843811035156,-0.0016425079446469315,1.0,20.65497669090489,0.0,0.0,0.0
2000-09-25,58.68964004516602,0.003016218086794309,0.0,49.20567116100574,0.0,0.0,0.0
2000-09-26,59.233070373535156,0.0,0.0,52.77101232256866,0.0,0.0,0.0
2000-09-27,59.50480270385742,0.0,0.0,54.60923742941684,0.0,0.0,0.0
2000-09-28,58.96135330200195,0.0,0.0,50.10865699099686,0.0,0.0,0.0
2000-09-29,59.50480270385742,0.0,0.0,54.44101522821575,0.0,0.0,0.0
2000-10-02,59.50480270385742,0.0,0.0,54.44101522821575,0.0,0.0,0.0
2000-10-03,60.86334228515625,0.0,0.0,64.65574701569376,0.0,0.0,0.0
2000-10-04,60.31990051269531,0.0,0.0,58.59226814329432,0.0,0.0,0.0
2000-10-05,60.59162521362305,0.0,0.0,60.71764644780198,0.0,0.0,0.0
2000-10-06,60.59162521362305,0.0,0.0,60.71764644780198,0.0,0.0,0.0
2000-10-09,59.77649688720703,0.0,0.0,50.38821428251178,0.0,0.0,0.0
2000-10-10,59.233070373535156,0.0,0.0,44.55722314645188,0.0,0.0,0.0
2000-10-11,56.78767013549805,0.0,1.0,27.833372540892242,0.0,0.0,0.0
2000-10-12,56.78767013549805,0.0,1.0,27.833372540892242,0.0,0.0,0.0
2000-10-13,55.700843811035156,-0.0010934995944508197,1.0,22.77526924411346,0.0,0.0,0.0
2000-10-16,57.60280990600586,0.0019157393005675427,0.0,43.50600365289955,0.0,0.0,0.0
2000-10-17,58.96135330200195,0.0,0.0,53.740719896959675,0.0,0.0,0.0
2000-10-18,58.14622497558594,0.0,0.0,47.75161462978168,0.0,0.0,0.0
2000-10-19,56.78767013549805,0.0,0.0,39.323830908837316,0.0,0.0,0.0
2000-10-20,58.41793441772461,0.0,0.0,51.23958342378114,0.0,0.0,0.0
2000-10-23,60.0482063293457,0.0,0.0,60.247387577036,0.0,0.0,0.0
2000-10-24,60.0482063293457,0.0,0.0,60.247387577035994,0.0,0.0,0.0
2000-10-25,60.31990051269531,0.0,0.0,61.81264999496495,0.0,0.0,0.0
2000-10-26,58.41793441772461,0.0,0.0,46.897138148916994,0.0,0.0,0.0
2000-10-27,58.41793441772461,0.0,0.0,46.897138148916994,0.0,0.0,0.0
2000-10-30,58.14622497558594,0.0,0.0,44.839271992487774,0.0,0.0,0.0
2000-10-31,58.96135330200195,0.0,0.0,52.11300753922093,0.0,0.0,0.0
2000-11-01,61.678466796875,0.0,0.0,68.2273024439387,0.0,0.0,0.0
2000-11-02,61.13507843017578,0.0,0.0,63.311159770207375,0.0,0.0,0.0
2000-11-03,63.30876922607422,0.0,-1.0,72.46790093316719,0.0,0.0,0.0
2000-11-06,63.03701400756836,0.00027319977125905837,0.0,69.94952949608111,0.0,0.0,0.0
2000-11-07,63.30876922607422,0.0,-1.0,71.10803753517126,0.0,0.0,0.0
2000-11-08,63.03701400756836,0.00027312515352972966,0.0,68.07963967376965,0.0,0.0,0.0
2000-11-09,62.49360275268555,0.0,0.0,61.988430397626516,0.0,0.0,0.0
2000-11-10,62.49360275268555,0.0,0.0,61.988430397626516,0.0,0.0,0.0
2000-11-13,60.31990051269531,0.0,0.0,41.98365267491413,0.0,0.0,0.0
2000-11-14,61.678466796875,0.0,0.0,52.936683396748805,0.0,0.0,0.0
2000-11-15,61.13507843017578,0.0,0.0,48.69403449655319,0.0,0.0,0.0
2000-11-16,61.9501838684082,0.0,0.0,54.944085165700386,0.0,0.0,0.0
2000-11-17,61.678466796875,0.0,0.0,52.48484667505938,0.0,0.0,0.0
2000-11-20,62.22188949584961,0.0,0.0,56.93312374141712,0.0,0.0,0.0
2000-11-21,61.678466796875,0.0,0.0,51.38271865215686,0.0,0.0,0.0
2000-11-22,60.31990051269531,0.0,0.0,40.10443457057064,0.0,0.0,0.0
2000-11-23,58.41793441772461,0.0,1.0,29.6068746787558,0.0,0.0,0.0
2000-11-24,58.14622497558594,-0.00027300458198253885,1.0,28.38227799313796,0.0,0.0,0.0
2000-11-27,59.233070373535156,0.0010923242032037095,0.0,39.86264526356003,0.0,0.0,0.0
2000-11-28,59.77649688720703,0.0,0.0,44.953448971891,0.0,0.0,0.0
2000-11-29,58.41793441772461,0.0,0.0,36.13068073416879,0.0,0.0,0.0
2000-11-30,56.78767013549805,0.0,1.0,28.41022644540176,0.0,0.0,0.0
2000-12-01,57.8745231628418,0.0010911399924353749,0.0,38.51639921368376,0.0,0.0,0.0
2000-12-04,58.41793441772461,0.0,0.0,43.146580909840424,0.0,0.0,0.0
2000-12-05,59.50480270385742,0.0,0.0,51.56440049629552,0.0,0.0,0.0
2000-12-06,61.678466796875,0.0,0.0,63.89901326294036,0.0,0.0,0.0
2000-12-07,61.9501838684082,0.0,0.0,65.17805940275991,0.0,0.0,0.0
2000-12-08,62.22188949584961,0.0,0.0,66.54562956026413,0.0,0.0,0.0
2000-12-11,62.76530838012695,0.0,0.0,69.32569709761403,0.0,0.0,0.0
2000-12-12,63.03701400756836,0.0,-1.0,70.72900134125791,0.0,0.0,0.0
2000-12-13,63.8521957397461,-0.0008175051089909235,-1.0,74.73093608540734,0.0,0.0,0.0
2000-12-14,63.58045196533203,0.0002727412478289448,-1.0,70.99733771884524,0.0,0.0,0.0
2000-12-15,60.59162521362305,0.0029989797115836936,0.0,43.44897640676415,0.0,0.0,0.0
2000-12-18,59.77649688720703,0.0,0.0,38.7210182275067,0.0,0.0,0.0
2000-12-19,61.9501838684082,0.0,0.0,54.091993841145396,0.0,0.0,0.0
2000-12-20,61.40676498413086,0.0,0.0,50.442190533779375,0.0,0.0,0.0
2000-12-21,60.31990051269531,0.0,0.0,43.645946576990006,0.0,0.0,0.0
2000-12-22,60.86334228515625,0.0,0.0,47.71051916556661,0.0,0.0,0.0
2000-12-25,60.86334228515625,0.0,0.0,47.7105191655666,0.0,0.0,0.0
2000-12-26,60.86334228515625,0.0,0.0,47.71051916556661,0.0,0.0,0.0
2000-12-27,60.59162521362305,0.0,0.0,45.20616898229706,0.0,0.0,0.0
2000-12-28,61.40676498413086,0.0,0.0,53.63117252424102,0.0,0.0,0.0
2000-12-29,63.03701400756836,0.0,0.0,65.77491882453458,0.0,0.0,0.0
2001-01-01,63.03701400756836,0.0,0.0,65.77491882453458,0.0,0.0,0.0
2001-01-02,61.678466796875,0.0,0.0,50.9659902552678,0.0,0.0,0.0
2001-01-03,60.86334228515625,0.0,0.0,44.09321409876304,0.0,0.0,0.0
2001-01-04,63.30876922607422,0.0,0.0,61.88518877542743,0.0,0.0,0.0
2001-01-05,64.39559936523439,0.0,0.0,67.23273669757594,0.0,0.0,0.0
2001-01-08,63.8521957397461,0.0,0.0,62.198328877139716,0.0,0.0,0.0
2001-01-09,64.66733551025389,0.0,0.0,66.53552515011003,0.0,0.0,0.0
2001-01-10,63.03701400756836,0.0,0.0,52.6063518322195,0.0,0.0,0.0
2001-01-11,62.49360275268555,0.0,0.0,48.68638358689105,0.0,0.0,0.0
2001-01-12,62.49360275268555,0.0,0.0,48.68638358689104,0.0,0.0,0.0
2001-01-15,61.40676498413086,0.0,0.0,40.62561863363559,0.0,0.0,0.0
2001-01-16,61.9501838684082,0.0,0.0,45.80247490307917,0.0,0.0,0.0
2001-01-17,61.678466796875,0.0,0.0,43.60880488236843,0.0,0.0,0.0
2001-01-18,62.76530838012695,0.0,0.0,53.81724565297432,0.0,0.0,0.0
2001-01-19,63.03701400756836,0.0,0.0,56.10917964863639,0.0,0.0,0.0
2001-01-22,63.58045196533203,0.0,0.0,60.6194567185807,0.0,0.0,0.0
2001-01-23,64.66733551025389,0.0,0.0,68.16815807405851,0.0,0.0,0.0
2001-01-24,64.66733551025389,0.0,0.0,68.16815807405851,0.0,0.0,0.0
2001-01-25,64.66733551025389,0.0,0.0,68.16815807405851,0.0,0.0,0.0
2001-01-26,64.66733551025389,0.0,0.0,68.16815807405851,0.0,0.0,0.0
2001-01-29,66.02585601806639,0.0,-1.0,77.6569022574748,0.0,0.0,0.0
2001-01-30,65.75415802001953,0.00027180580835084456,-1.0,72.6588193942737,0.0,0.0,0.0
2001-01-31,66.02585601806639,-0.0002717319500286086,-1.0,74.54888998465181,0.0,0.0,0.0
2001-02-01,65.21070098876953,0.0008154784844278673,0.0,60.15350245196307,0.0,0.0,0.0
2001-02-02,64.93904113769531,0.0,0.0,55.99564510834378,0.0,0.0,0.0
2001-02-05,64.66733551025389,0.0,0.0,51.85895040880037,0.0,0.0,0.0
2001-02-06,65.482421875,0.0,0.0,61.66236621511076,0.0,0.0,0.0
2001-02-07,65.482421875,0.0,0.0,61.66236621511075,0.0,0.0,0.0
2001-02-08,65.482421875,0.0,0.0,61.66236621511076,0.0,0.0,0.0
2001-02-09,65.21070098876953,0.0,0.0,55.839139481647166,0.0,0.0,0.0
2001-02-12,64.66733551025389,0.0,0.0,45.84864571302731,0.0,0.0,0.0
2001-02-13,65.21070098876953,0.0,0.0,55.114796119507034,0.0,0.0,0.0
2001-02-14,65.482421875,0.0,0.0,59.1482709539363,0.0,0.0,0.0
2001-02-15,65.482421875,0.0,0.0,59.1482709539363,0.0,0.0,0.0
2001-02-16,64.93904113769531,0.0,0.0,47.729060753033856,0.0,0.0,0.0
2001-02-19,64.39559936523439,0.0,0.0,39.032998916549595,0.0,0.0,0.0
2001-02-20,64.66733551025389,0.0,0.0,44.83219428930857,0.0,0.0,0.0
2001-02-21,63.8521957397461,0.0,0.0,33.727826417957985,0.0,0.0,0.0
2001-02-22,62.76530838012695,0.0,1.0,24.42152697921844,0.0,0.0,0.0
2001-02-23,63.58045196533203,0.0008148025818204285,0.0,38.98927275552201,0.0,0.0,0.0
2001-02-26,63.30876922607422,0.0,0.0,36.29860534465279,0.0,0.0,0.0
2001-02-27,58.41793441772461,0.0,1.0,14.916495844581092,0.0,0.0,0.0
2001-02-28,57.05937194824219,-0.0013568885384792617,1.0,12.54750898902553,0.0,0.0,0.0
2001-03-01,56.51596069335938,-0.0005434791400182881,1.0,11.690609440004152,0.0,0.0,0.0
2001-03-02,56.24423217773438,-0.00027191023859463037,1.0,11.247429423319602,0.0,0.0,0.0
2001-03-05,55.700843811035156,-0.000543899658603908,1.0,10.342735902947723,0.0,0.0,0.0
2001-03-06,55.700843811035156,0.0,1.0,10.342735902947723,0.0,0.0,0.0
2001-03-07,55.700843811035156,0.0,1.0,10.342735902947723,0.0,0.0,0.0
2001-03-08,56.51596069335938,0.0008163278529260687,1.0,24.36244376073337,0.0,0.0,0.0
2001-03-09,57.05937194824219,0.0005437746702083857,0.0,32.483625724669025,0.0,0.0,0.0
2001-03-12,55.700843811035156,0.0,1.0,24.80195640407996,0.0,0.0,0.0
2001-03-13,53.7988395690918,-0.001902241848018904,1.0,17.94621158878448,0.0,0.0,0.0
