Date,Close,returns,signal,%K,%D,GDP,Unemployment rate,Property price
2000-02-29,47.54397201538086,-0.00013400479934821963,-1.0,37.499662503664126,37.499990714393014,0.0,0.0,0.0
2000-03-01,47.54397201538086,0.0,1.0,37.499662503664126,36.45822002373509,0.0,0.0,0.0
2000-03-02,46.87811279296875,-0.0006702328275669522,-1.0,21.875250432202076,32.29152514651011,0.0,0.0,0.0
2000-03-03,46.47856903076172,0.0004024378377667226,-1.0,12.499940800399385,23.958284578755197,0.0,0.0,0.0
2000-03-06,46.07905197143555,0.0004022490612223262,-1.0,0.0,11.458397077533823,0.0,0.0,0.0
2000-03-07,45.54633712768555,0.0005361420242249171,-1.0,5.405392757146472,5.968444519181954,0.0,0.0,0.0
2000-03-08,46.74492263793945,-0.001205650119377566,1.0,37.837765323484696,14.41438602687706,0.0,0.0,0.0
2000-03-09,46.87811279296875,0.0001341369162299877,1.0,55.55586520607869,32.93300776223662,0.0,0.0,0.0
2000-03-10,46.74492263793945,-0.00013411892593095942,1.0,51.85178428871764,48.415138272760345,0.0,0.0,0.0
2000-03-13,46.26301193237305,-0.00048533629177560655,-1.0,38.44962068309767,48.619090059298,0.0,0.0,0.0
2000-03-14,45.99169540405274,0.0002733778192274272,-1.0,30.904180294543167,40.40186175545282,0.0,0.0,0.0
2000-03-15,46.26301193237305,-0.0002733031042209122,1.0,38.44962068309767,35.93447388691283,0.0,0.0,0.0
2000-03-16,46.6700439453125,0.00041012438402487916,1.0,53.751141888042255,41.034980955227695,0.0,0.0,0.0
2000-03-17,48.840736389160156,0.002186287338586501,1.0,93.58786094456678,61.92954117190224,0.0,0.0,0.0
2000-03-20,48.0267333984375,-0.0008180625085846271,1.0,74.35166313699408,73.89688865653439,0.0,0.0,0.0
2000-03-21,47.484046936035156,-0.000545839427194772,-1.0,61.52711057730923,76.48887821962337,0.0,0.0,0.0
2000-03-22,48.43372344970703,-0.0009557157253227144,1.0,83.9694915985142,73.28275510427251,0.0,0.0,0.0
2000-03-23,48.705078125,0.00027334151895130887,1.0,87.57413212343559,77.6902447664197,0.0,0.0,0.0
2000-03-24,49.92610168457031,0.0012296277170358305,1.0,92.53563169039964,88.02641847078314,0.0,0.0,0.0
2000-03-27,51.28276443481445,0.001364544830999792,1.0,92.18609332628064,90.76528571337195,0.0,0.0,0.0
2000-03-28,50.4687614440918,-0.0008176165957048953,-1.0,77.77796714663769,87.49989738777265,0.0,0.0,0.0
2000-03-29,49.79039001464844,0.0006819404908473548,-1.0,66.66641745907638,78.87682597733156,0.0,0.0,0.0
2000-03-30,49.51908493041992,0.00027254661941711333,-1.0,62.22250989892632,68.88896483488014,0.0,0.0,0.0
2000-03-31,49.38340759277344,0.000136261081212119,-1.0,60.00014997440532,62.96302577746934,0.0,0.0,0.0
2000-04-03,47.484046936035156,0.00190727265442181,-1.0,28.88911051146072,50.37059012826412,0.0,0.0,0.0
2000-04-04,47.484046936035156,0.0,-1.0,21.951115907669706,36.946792131178576,0.0,0.0,0.0
2000-04-05,48.16238784790039,-0.000679869918938425,-1.0,25.00001795411386,25.280081457748096,0.0,0.0,0.0
2000-04-06,47.3483772277832,0.0008164004781712197,-1.0,8.333371440049646,18.428168433944403,0.0,0.0,0.0
2000-04-07,47.3483772277832,0.0,-1.0,8.333371440049646,13.88892027807105,0.0,0.0,0.0
2000-04-10,46.94137191772461,0.0004078672560627883,-1.0,5.263164128061402,7.309969002720231,0.0,0.0,0.0
2000-04-11,47.3483772277832,-0.000407700968187541,1.0,13.157894708673417,8.91814342559482,0.0,0.0,0.0
2000-04-12,47.484046936035156,0.00013595702627955397,1.0,15.789496233590153,11.40351835677499,0.0,0.0,0.0
2000-04-13,47.07703399658203,-0.00040781945569423605,-1.0,7.894617664701748,12.280669535655106,0.0,0.0,0.0
2000-04-14,47.21271514892578,-0.00013600547692771414,1.0,12.121333372661255,11.935149090317717,0.0,0.0,0.0
2000-04-17,46.39870071411133,-0.0008160711992205583,1.0,13.888877965314123,11.30160966755904,0.0,0.0,0.0
2000-04-18,46.94137191772461,0.0005444867069523962,1.0,24.999905430072722,17.003372256016032,0.0,0.0,0.0
2000-04-19,47.61972427368164,0.0006802513919579312,1.0,42.42439186349679,27.104391752961206,0.0,0.0,0.0
2000-04-20,47.61972427368164,0.0,1.0,42.42439186349679,36.616229719022094,0.0,0.0,0.0
2000-04-21,47.61972427368164,0.0,0.0,42.42439186349679,42.42439186349679,0.0,0.0,0.0
2000-04-24,47.61972427368164,0.0,1.0,60.86981974155678,48.57286782285011,0.0,0.0,0.0
2000-04-25,47.61972427368164,0.0,1.0,60.86981974155678,54.72134378220344,0.0,0.0,0.0
2000-04-26,47.7553939819336,0.0001359570283585576,1.0,68.18210503842886,63.30724817384746,0.0,0.0,0.0
2000-04-27,47.3483772277832,-0.00040782328418564884,-1.0,54.545369593044825,61.19909812434347,0.0,0.0,0.0
2000-04-28,47.3483772277832,0.0,-1.0,54.545369593044825,59.09094807483948,0.0,0.0,0.0
2000-05-01,47.3483772277832,0.0,1.0,54.545369593044825,54.5453695930448,0.0,0.0,0.0
2000-05-02,46.94137191772461,-0.0004079782004262622,-1.0,47.3681655233752,52.152968236488256,0.0,0.0,0.0
2000-05-03,46.80570602416992,0.00013604568793978977,-1.0,42.1051297271116,48.006221614510515,0.0,0.0,0.0
2000-05-04,46.6700439453125,0.00013602335717211034,-1.0,36.842241918582694,42.10517905635647,0.0,0.0,0.0
2000-05-05,46.53437423706055,0.00013601250600658865,-1.0,18.74998970134646,32.56578711568023,0.0,0.0,0.0
2000-05-08,45.72037887573242,0.0008159411118293658,-1.0,9.523865626737125,21.705365748888735,0.0,0.0,0.0
2000-05-09,45.85599899291992,-0.00013583346740486668,1.0,14.285541441197399,14.186465589760301,0.0,0.0,0.0
2000-05-10,45.58468246459961,-0.0002717802656323487,1.0,13.043426040346784,12.284277702760406,0.0,0.0,0.0
2000-05-11,45.58468246459961,0.0,-1.0,13.043426040346784,13.45746450729696,0.0,0.0,0.0
2000-05-12,46.26301193237305,-0.0006796735981257074,1.0,34.78202009735882,20.289624059350768,0.0,0.0,0.0
2000-05-15,46.26301193237305,0.0,1.0,34.78202009735882,27.535822078354773,0.0,0.0,0.0
2000-05-16,46.39870071411133,0.00013605012283890439,1.0,47.368609977833536,38.97755005751702,0.0,0.0,0.0
2000-05-17,45.99169540405274,-0.0004080336577936272,-1.0,31.579182107327526,37.90993739417326,0.0,0.0,0.0
2000-05-18,45.17767715454102,0.0008164080862360645,-1.0,4.999996886058644,27.98259632373987,0.0,0.0,0.0
2000-05-19,45.58468246459961,-0.0004078672311158549,1.0,23.80950276712594,20.129560586837336,0.0,0.0,0.0
2000-05-22,45.17767715454102,-0.0004080336546727903,1.0,16.66663591020511,15.158711854463197,0.0,0.0,0.0
2000-05-23,45.44903182983398,0.0002721513302494927,1.0,33.33409532936549,24.60341133556548,0.0,0.0,0.0
2000-05-24,44.90633010864258,-0.0005441469183981029,-1.0,6.6666163557156075,18.889115865095366,0.0,0.0,0.0
2000-05-25,45.04199981689453,-0.00013610505346139945,-1.0,13.33328367977119,17.777998454950726,0.0,0.0,0.0
2000-05-26,45.17767715454102,-0.000136131235486725,1.0,24.999938911309236,14.999946315598642,0.0,0.0,0.0
2000-05-29,45.72037887573242,0.0005445914229320614,1.0,50.001117997693335,29.444780196257884,0.0,0.0,0.0
2000-05-30,45.99169540405274,0.00027211306920116307,1.0,62.500125921863926,45.8337276102888,0.0,0.0,0.0
2000-05-31,46.6700439453125,0.000680154982392045,1.0,83.33340571411146,65.2782165445562,0.0,0.0,0.0
2000-06-01,47.07703399658203,0.0004077965003346229,1.0,94.7368325027671,80.1901213795808,0.0,0.0,0.0
2000-06-02,47.21271514892578,0.00013589458663632037,-1.0,82.60873512823837,86.89299111503895,0.0,0.0,0.0
2000-06-05,48.705078125,-0.001494507453795424,1.0,90.90911838692378,89.41822867264307,0.0,0.0,0.0
2000-06-06,48.705078125,0.0,1.0,90.90911838692378,88.14232396736195,0.0,0.0,0.0
2000-06-07,49.92610168457031,0.0012246083175131428,1.0,97.5000082471539,93.10608167366712,0.0,0.0,0.0
2000-06-08,49.51908493041992,-0.0004077124115863251,-1.0,87.80489656677993,92.07134106695248,0.0,0.0,0.0
2000-06-09,49.65473175048828,-0.00013593408442746924,-1.0,90.24352343663253,91.84947608352206,0.0,0.0,0.0
2000-06-12,49.65473175048828,0.0,1.0,90.24352343663253,89.43064781334827,0.0,0.0,0.0
2000-06-13,49.65473175048828,0.0,1.0,90.24352343663253,90.24352343663247,0.0,0.0,0.0
2000-06-14,50.4687614440918,0.0008158644986144825,1.0,97.7272744051982,92.73810709282104,0.0,0.0,0.0
2000-06-15,50.740089416503906,0.0002717178547382293,-1.0,90.9090442311725,92.9599473576677,0.0,0.0,0.0
2000-06-16,50.740089416503906,0.0,-1.0,90.47617378191619,93.03749747276225,0.0,0.0,0.0
2000-06-19,49.65473175048828,0.0010866220064971177,-1.0,66.66650522346208,82.68390774551688,0.0,0.0,0.0
2000-06-20,49.38340759277344,0.00027134537520412394,-1.0,61.111221257586884,72.751300087655,0.0,0.0,0.0
2000-06-21,48.97639846801758,0.0004069305340610452,-1.0,45.16118667786801,57.64630438630559,0.0,0.0,0.0
2000-06-22,48.0267333984375,0.0009490954797815032,-1.0,0.0,35.42413597848489,0.0,0.0,0.0
2000-06-23,46.94137191772461,0.0010836819852924062,-1.0,0.0,15.0537288926226,0.0,0.0,0.0
2000-06-26,47.21271514892578,-0.00027063007598082667,1.0,9.090934736974857,3.0303115789915487,0.0,0.0,0.0
2000-06-27,47.3483772277832,0.0001353421539695976,1.0,12.121097940871257,7.070677559281968,0.0,0.0,0.0
2000-06-28,47.484046936035156,0.00013533144932220686,1.0,15.151431555768074,12.121154744537995,0.0,0.0,0.0
2000-06-29,47.3483772277832,-0.00013531313719927773,-1.0,12.121097940871257,13.131209145836793,0.0,0.0,0.0
2000-06-30,48.43372344970703,-0.0010826401790188234,1.0,36.36351124354516,21.21201358006143,0.0,0.0,0.0
2000-07-03,48.16238784790039,-0.00027095243745356434,1.0,30.302929219251737,26.262512801222655,0.0,0.0,0.0
2000-07-04,48.43372344970703,0.0002710258725742154,1.0,36.36351124354516,34.343317235447294,0.0,0.0,0.0
2000-07-05,48.840736389160156,0.0004064381794561811,1.0,51.72421528992834,39.46355191757502,0.0,0.0,0.0
2000-07-06,48.43372344970703,-0.0004062730545755233,1.0,47.9998016134493,45.36250938230754,0.0,0.0,0.0
2000-07-07,48.56940460205078,0.00013548955131303941,1.0,52.00017662962034,50.57473117766594,0.0,0.0,0.0
2000-07-10,49.11207962036133,0.0005418352711996643,1.0,89.47369342536618,63.15789055614522,0.0,0.0,0.0
2000-07-11,50.87576293945313,0.0017600005268516572,1.0,96.77418811834204,79.41601939110946,0.0,0.0,0.0
2000-07-12,52.503807067871094,0.0016217902162054543,1.0,97.67442278849738,94.64076811073512,0.0,0.0,0.0
2000-07-13,52.91078567504883,0.0004047588197868546,-1.0,78.94733040644353,91.1319804377609,0.0,0.0,0.0
2000-07-14,52.503807067871094,0.0004045950563693612,-1.0,72.72761322880875,83.11645547458315,0.0,0.0,0.0
2000-07-17,53.45347595214844,-0.0009437251338662023,1.0,85.45473937737208,79.04322767087471,0.0,0.0,0.0
2000-07-18,52.368141174316406,-0.001079560735640639,-1.0,70.90946695707746,76.36393985441936,0.0,0.0,0.0
2000-07-19,53.18213272094727,-0.0008105360886594415,1.0,80.76935665949264,79.04452099798065,0.0,0.0,0.0
2000-07-20,53.45347595214844,0.00027041053539611504,1.0,83.33356135595594,78.3374616575086,0.0,0.0,0.0
2000-07-21,54.26748657226562,0.0008109932971320788,1.0,85.1852018604937,83.09603995864735,0.0,0.0,0.0
2000-07-24,54.81015396118164,0.000540217750851113,1.0,92.30759536772229,86.94211952805723,0.0,0.0,0.0
2000-07-25,55.352821350097656,0.0005399260732021904,1.0,96.29629389240384,91.26303037353989,0.0,0.0,0.0
2000-07-26,56.980873107910156,0.0016189534449828624,-1.0,94.11765104398485,94.2405134347036,0.0,0.0,0.0
2000-07-27,56.980873107910156,0.0,-1.0,93.93939812218031,94.78444768618961,0.0,0.0,0.0
2000-07-28,56.16685485839844,0.0008081607610852526,-1.0,83.60651944781851,90.55452287132785,0.0,0.0,0.0
2000-07-31,55.89549255371094,0.00026919209336018213,-1.0,74.99952070183578,84.18181275727817,0.0,0.0,0.0
2000-08-01,55.62417221069336,0.0002690780335983245,-1.0,64.10229275987437,74.23611096984285,0.0,0.0,0.0
2000-08-02,56.980873107910156,-0.0013451265864189432,1.0,89.74358480434152,76.28179942201719,0.0,0.0,0.0
2000-08-03,56.43816757202149,-0.000538800351456592,1.0,79.48658109393358,77.77748621938314,0.0,0.0,0.0
2000-08-04,57.5235481262207,0.001078151313238962,1.0,100.0,89.74338863275834,0.0,0.0,0.0
2000-08-07,58.60889434814453,0.0010769560880150575,1.0,100.0,93.16219369797783,0.0,0.0,0.0
2000-08-08,57.79489135742188,-0.0008068415090217718,-1.0,86.04654732309533,95.34884910769841,0.0,0.0,0.0
2000-08-09,58.066200256347656,-0.00026913911470938245,-1.0,88.57086659000262,91.53913797103262,0.0,0.0,0.0
2000-08-10,58.33755111694336,-0.0002692532073620413,1.0,93.93908573869382,89.51883321726389,0.0,0.0,0.0
2000-08-11,59.15156555175781,0.0008079393102558008,1.0,94.73686541550364,92.41560591473335,0.0,0.0,0.0
2000-08-14,58.14622497558594,-0.0009970320115736397,-1.0,75.23626708016637,87.97073941145459,0.0,0.0,0.0
2000-08-15,59.77649688720703,-0.00161841225595305,1.0,100.0,89.9910441652233,0.0,0.0,0.0
2000-08-16,60.0482063293457,0.00027017009795882174,1.0,95.51072081467002,90.24899596494544,0.0,0.0,0.0
2000-08-17,58.96135330200195,-0.0010804036714112675,-1.0,77.5534774483015,91.02139942099048,0.0,0.0,0.0
2000-08-18,58.96135330200195,0.0,-1.0,71.06818544754476,81.37746123683873,0.0,0.0,0.0
2000-08-21,59.77649688720703,-0.0008111829506574075,1.0,88.42731068875172,79.01632452819929,0.0,0.0,0.0
2000-08-22,61.678466796875,0.0018942651791318266,1.0,99.99999999999999,86.4984987120988,0.0,0.0,0.0
2000-08-23,61.13507843017578,-0.0005401639294343452,-1.0,81.208552780953,89.8786211565682,0.0,0.0,0.0
2000-08-24,62.49360275268555,-0.001351192778041188,1.0,99.99999999999999,93.73618426031761,0.0,0.0,0.0
2000-08-25,61.40676498413086,-0.0010824350125350213,-1.0,80.28491237886506,87.16448838660597,0.0,0.0,0.0
2000-08-28,58.96135330200195,0.002438144505890527,-1.0,35.92579223731664,72.07023487206051,0.0,0.0,0.0
2000-08-29,60.0482063293457,-0.0010809875572873606,-1.0,47.058825754085845,54.42317679008912,0.0,0.0,0.0
2000-08-30,60.0482063293457,0.0,1.0,47.058825754085845,43.34781458182939,0.0,0.0,0.0
2000-08-31,60.31990051269531,0.000270520347900316,1.0,52.94080222592063,49.01948457803072,0.0,0.0,0.0
2000-09-01,61.40676498413086,0.001081876081078681,1.0,75.0,58.33320932666877,0.0,0.0,0.0
2000-09-04,63.03701400756836,0.0016210129216494007,1.0,94.44443509920839,74.12841244170964,0.0,0.0,0.0
2000-09-05,61.678466796875,-0.0013486642210540634,-1.0,66.66679718408624,78.70374409443151,0.0,0.0,0.0
2000-09-06,62.49360275268555,-0.0008102989276976835,1.0,83.33353592814971,81.48158940381474,0.0,0.0,0.0
2000-09-07,62.22188949584961,-0.0002703199465490247,1.0,76.47074725671477,75.49036012298355,0.0,0.0,0.0
2000-09-08,61.40676498413086,-0.0008111639328940434,-1.0,58.82385798034947,72.87604705507128,0.0,0.0,0.0
2000-09-11,61.678466796875,-0.00027060115258958906,-1.0,64.70601676315141,66.66687400007184,0.0,0.0,0.0
2000-09-12,60.31990051269531,0.0013534289910523967,-1.0,35.29398406526326,52.941286269588,0.0,0.0,0.0
2000-09-13,60.31990051269531,0.0,-1.0,35.29398406526326,45.097994964559255,0.0,0.0,0.0
2000-09-14,60.0482063293457,0.0002703009636881859,-1.0,29.411990453645107,33.33331952805715,0.0,0.0,0.0
2000-09-15,60.31990051269531,-0.00027022792082076474,-1.0,26.666357867936526,30.45744412894824,0.0,0.0,0.0
2000-09-18,57.33109664916992,0.0029734775865497554,-1.0,8.333360504205974,21.47056960859581,0.0,0.0,0.0
2000-09-19,57.33109664916992,0.0,-1.0,15.38466168762959,16.794793353257305,0.0,0.0,0.0
2000-09-20,57.60280990600586,-0.000269518532053481,1.0,19.230853980738548,14.316292057524644,0.0,0.0,0.0
2000-09-21,57.33109664916992,-0.000269591191875751,-1.0,15.38466168762959,16.666725785332517,0.0,0.0,0.0
2000-09-22,55.700843811035156,0.0016179568438356995,-1.0,6.89657546310376,13.837363710490573,0.0,0.0,0.0
2000-09-25,58.68964004516602,-0.002961462064895448,1.0,44.82736572817168,22.369534292968286,0.0,0.0,0.0
2000-09-26,59.233070373535156,0.0005400597284670461,1.0,53.57127469279545,35.09840529469024,0.0,0.0,0.0
2000-09-27,59.50480270385742,0.00026990116115133134,1.0,57.14298702094849,51.84720914730514,0.0,0.0,0.0
2000-09-28,58.96135330200195,-0.0005396415164686807,1.0,58.33316378354701,56.349141832430256,0.0,0.0,0.0
2000-09-29,59.50480270385742,0.0005399328866704245,1.0,69.56562543885465,61.68059208111666,0.0,0.0,0.0
2000-10-02,59.50480270385742,0.0,1.0,69.56562543885465,65.82147155375205,0.0,0.0,0.0
2000-10-03,60.86334228515625,0.001349020455872596,1.0,100.0,79.71041695923637,0.0,0.0,0.0
2000-10-04,60.31990051269531,-0.0005389069440410177,-1.0,82.6085998095138,84.05807508278941,0.0,0.0,0.0
2000-10-05,60.59162521362305,-0.0002696025455694029,-1.0,86.95666487808317,89.8550882291989,0.0,0.0,0.0
2000-10-06,60.59162521362305,0.0,1.0,86.95666487808317,85.50730985522664,0.0,0.0,0.0
2000-10-09,59.77649688720703,-0.0008089803210059587,-1.0,73.91320217340444,82.60884397652352,0.0,0.0,0.0
2000-10-10,59.233070373535156,0.0005397644446685224,-1.0,65.2174382867804,75.36243511275592,0.0,0.0,0.0
2000-10-11,56.78767013549805,0.002427610718103823,-1.0,26.08680600573443,55.07248215530634,0.0,0.0,0.0
2000-10-12,56.78767013549805,0.0,-1.0,15.000047903916197,35.43476406547692,0.0,0.0,0.0
2000-10-13,55.700843811035156,0.0010763071489752196,-1.0,8.695705524753471,16.594186478134606,0.0,0.0,0.0
2000-10-16,57.60280990600586,-0.0018815322374302612,1.0,39.1304518356705,20.94206842144663,0.0,0.0,0.0
2000-10-17,58.96135330200195,0.0013464812723715802,1.0,60.86949530171593,36.231884220713205,0.0,0.0,0.0
2000-10-18,58.14622497558594,-0.0008068046845214338,-1.0,47.826032597037205,49.27532657814112,0.0,0.0,0.0
2000-10-19,56.78767013549805,0.0013457677974528792,-1.0,26.08680600573443,44.9274446348291,0.0,0.0,0.0
2000-10-20,58.41793441772461,-0.001612749459139029,1.0,52.17385349859678,42.02889736712272,0.0,0.0,0.0
2000-10-23,60.0482063293457,0.001615362181050628,1.0,78.26102307496402,52.17389419309831,0.0,0.0,0.0
2000-10-24,60.0482063293457,0.0,1.0,81.81817722852371,70.75101793402807,0.0,0.0,0.0
2000-10-25,60.31990051269531,0.0002687752217345185,1.0,86.36336191696402,82.14752074015048,0.0,0.0,0.0
2000-10-26,58.41793441772461,-0.001881026642776118,-1.0,57.14262918340093,75.10805610962946,0.0,0.0,0.0
2000-10-27,58.41793441772461,0.0,-1.0,57.14264854407232,66.88287988147898,0.0,0.0,0.0
2000-10-30,58.14622497558594,0.0002692245103019797,-1.0,52.380761409991415,55.55534637915478,0.0,0.0,0.0
2000-10-31,58.96135330200195,-0.0008074561439208594,1.0,66.66642281223416,58.72994425543252,0.0,0.0,0.0
2000-11-01,61.678466796875,0.0026937144299647997,1.0,100.0,73.01572807407508,0.0,0.0,0.0
2000-11-02,61.13507843017578,-0.0005372616199995628,-1.0,80.7692970348056,82.47857328234647,0.0,0.0,0.0
2000-11-03,63.30876922607422,-0.002150337554541526,1.0,93.54840515094305,91.43923406191611,0.0,0.0,0.0
2000-11-06,63.03701400756836,-0.00026941492505661024,1.0,90.32208817054321,88.21326345209718,0.0,0.0,0.0
2000-11-07,63.30876922607422,0.00026948752901900797,1.0,93.54840515094305,92.47296615747632,0.0,0.0,0.0
2000-11-08,63.03701400756836,-0.00026941492505661024,-1.0,86.95588033342341,90.27545788496978,0.0,0.0,0.0
2000-11-09,62.49360275268555,0.0005388767035447994,-1.0,77.27229791427331,85.92552779954649,0.0,0.0,0.0
2000-11-10,62.49360275268555,0.0,-1.0,77.27229791427331,80.50015872065656,0.0,0.0,0.0
2000-11-13,60.31990051269531,0.0021544025997848326,-1.0,40.90865672014987,65.15108418289871,0.0,0.0,0.0
2000-11-14,61.678466796875,-0.001343609312487004,1.0,63.63597235127589,60.60564232856623,0.0,0.0,0.0
2000-11-15,61.13507843017578,-0.0005381290331769595,1.0,54.54568425560739,53.03010444234426,0.0,0.0,0.0
2000-11-16,61.9501838684082,0.0008076508367833579,1.0,68.18148932902436,62.12104864530243,0.0,0.0,0.0
2000-11-17,61.678466796875,-0.0002690147948091193,1.0,61.904386240575455,61.543853275068955,0.0,0.0,0.0
2000-11-20,62.22188949584961,0.0005381630331580123,-1.0,57.14233537285292,62.40940364748413,0.0,0.0,0.0
2000-11-21,61.678466796875,0.0005378735694863135,-1.0,38.46132846141599,52.50268335828133,0.0,0.0,0.0
2000-11-22,60.31990051269531,0.0013439704768773986,-1.0,7.142772272162253,34.24881203547693,0.0,0.0,0.0
2000-11-23,58.41793441772461,0.0018790069218022065,-1.0,13.043505531467385,19.54920208834842,0.0,0.0,0.0
2000-11-24,58.14622497558594,0.00026792612521364667,-1.0,8.695700449205587,9.627326084278286,0.0,0.0,0.0
2000-11-27,59.233070373535156,-0.0010714249612781002,1.0,26.08704286131348,15.942082947328693,0.0,0.0,0.0
2000-11-28,59.77649688720703,0.0005362908366013386,1.0,42.10538892768023,25.629377412732975,0.0,0.0,0.0
2000-11-29,58.41793441772461,-0.0013400046946575594,-1.0,15.789478316877926,27.99397003529042,0.0,0.0,0.0
2000-11-30,56.78767013549805,0.0016101527105309987,-1.0,4.5454336757326494,20.813433640096815,0.0,0.0,0.0
2000-12-01,57.8745231628418,-0.0010717195552411019,1.0,26.086876509044234,15.47392950055148,0.0,0.0,0.0
2000-12-04,58.41793441772461,0.0005364196226962381,1.0,34.78231802871322,21.80487607116324,0.0,0.0,0.0
2000-12-05,59.50480270385742,0.0010723092250821686,1.0,52.1742251403849,37.681139892713986,0.0,0.0,0.0
2000-12-06,61.678466796875,0.002142249787596695,1.0,86.9564908072597,57.97101132545247,0.0,0.0,0.0
2000-12-07,61.9501838684082,0.0002672177053471003,1.0,91.30441898928754,76.81171164564391,0.0,0.0,0.0
2000-12-08,62.22188949584961,0.00026713506753850425,-1.0,87.99997494733829,88.75362824796169,0.0,0.0,0.0
2000-12-11,62.76530838012695,-0.0005341349499559112,1.0,95.99993671706376,91.76811021789638,0.0,0.0,0.0
2000-12-12,63.03701400756836,0.0002672064497557525,-1.0,89.28568248741956,91.09519805060704,0.0,0.0,0.0
2000-12-13,63.8521957397461,-0.0008014689675938103,1.0,100.0,95.09520640149428,0.0,0.0,0.0
