Date,Open,High,Low,Close,Volume
2000-01-04,107.22962524025303,111.98030483950475,106.55095672607422,106.55095672607422,296000
2000-01-05,111.30163632532593,115.37364741039883,105.8722882118954,106.55095672607422,637000
2000-01-06,113.33768378883784,115.3736900844457,109.94433996282473,110.62300872802734,411000
2000-01-07,109.94433386086006,114.69501495361327,109.26566513332389,114.69501495361328,645000
2000-01-10,114.69501495361327,114.69501495361327,114.69501495361327,114.69501495361328,0
2000-01-11,118.08836228506905,118.08836228506905,112.65901229495094,114.01634979248047,410000
2000-01-12,111.98031616210939,117.40966482451469,111.98031616210939,111.98031616210938,682000
2000-01-13,112.65898916815634,125.5536927476441,112.65898916815634,120.12434387207031,1302000
2000-01-14,124.87505381594423,126.23239135742188,119.44570365003361,126.23239135742188,1921000
2000-01-17,133.01902036313658,133.69768883437706,128.26834106445312,128.26834106445312,1085000
2000-01-18,128.26835206214417,128.9470205915735,125.55367794442684,127.58968353271484,455000
2000-01-19,129.625732421875,133.01907620255236,129.625732421875,129.625732421875,1155000
2000-01-20,128.94704410685827,136.4123992919922,128.94704410685827,136.4123992919922,1340000
2000-01-21,133.0190379088407,137.09104927339703,130.30436366580312,130.9830322265625,1206000
2000-01-24,128.26837088844994,130.3043767755682,126.23236500133167,126.9110336303711,507000
2000-01-25,126.91101500328551,133.01903176814952,126.23234647385617,127.58968353271484,638000
2000-01-26,127.58968959263392,127.58968959263392,118.76699829101561,118.76699829101562,525000
2000-01-27,124.19638422033289,125.55372175279554,121.48170915540759,123.51771545410156,474000
2000-01-28,122.16034109933035,124.87501534598213,118.76699829101561,118.76699829101562,687000
2000-01-31,122.16037873298892,126.23239135742188,120.12437242077243,126.23239135742188,427000
2000-02-01,128.26835206214417,128.9470205915735,120.8029982384215,127.58968353271484,385000
2000-02-02,128.94708893515846,128.94708893515846,119.44572448730469,119.44572448730469,634000
2000-02-03,122.16038938428535,125.55373353384883,120.80305172445995,124.19639587402344,550000
2000-02-04,121.48167253766741,123.51767822265624,118.76699829101561,118.76699829101562,1214000
