,region,subregion,district,estate,building,first_op_date,floor_level,bedroom,sitting_room,floor,flat,area,net_area,price,tx_date,last_tx_date,last_price,gain,lat,lon
118,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 27,2006-06-28,L,2,2,6,H,665,507,6050000,2020-07-27,2016-08-30,4350000,39.08,22.3534505,114.061128
119,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 23,2004-11-12,H,2,,28,H,663,490,6430000,2020-07-27,2013-04-12,4730000,35.94,22.3527971,114.060294
120,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 8,2002-08-07,M,2,,9,C,742,583,7200000,2020-07-27,2002-09-06,2193900,228.18,22.352532,114.0615209
121,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 17,2002-08-07,L,1,,6,C,498,378,4900000,2020-07-27,2015-12-29,4350000,12.64,22.350234,114.0599035
122,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 27,2006-06-28,H,2,2,26,E,747,574,6000000,2020-07-24,2014-09-24,5380000,11.52,22.3534505,114.061128
123,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 30,2006-06-28,L,3,,15,E,997,762,9500000,2020-07-24,2006-09-27,3887900,144.35,22.354236,114.0605369
124,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 21,2004-11-12,H,2,,31,G,678,532,7420000,2020-07-24,2004-07-10,2707800,174.02,22.352131999999997,114.060002
125,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 3,2002-08-07,M,2,,13,F,694,531,6430000,2020-07-23,2010-11-30,3100000,107.42,22.3536435,114.062419
126,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 12,2002-08-07,M,2,,15,E,706,537,6400000,2020-07-23,2017-01-03,5280000,21.21,22.3512462,114.0609784
127,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 2,2002-08-07,M,2,,19,G,694,531,6430000,2020-07-22,2002-09-06,1821400,253.03,22.353865,114.062104
128,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 11,2002-08-07,H,2,,16,F,694,531,6300000,2020-07-22,2017-07-28,5880000,7.140000000000001,22.3515764,114.0610726
129,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 2,2002-08-07,L,3,,1,D,816,630,7500000,2020-07-21,2016-10-25,6000000,25.0,22.353865,114.062104
130,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 27,2006-06-28,H,2,2,26,H,665,507,6180000,2020-07-21,2016-05-26,4650000,32.9,22.3534505,114.061128
131,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 29,2006-06-28,H,2,2,32,F,737,589,7560000,2020-07-20,2011-04-21,4400000,71.82000000000001,22.35426,114.0609386
132,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 23,2004-11-12,H,2,,31,E,663,490,6680000,2020-07-17,2005-02-14,2732000,144.51,22.3527971,114.060294
133,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 3,2002-08-07,H,2,,20,F,694,531,6790000,2020-07-15,2005-04-16,2428000,179.65,22.3536435,114.062419
134,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 30,2006-06-28,L,2,,7,G,676,499,6380000,2020-07-14,2006-09-19,2500000,155.20000000000002,22.354236,114.0605369
135,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 15,2002-08-07,H,2,,21,E,688,538,6188000,2020-07-10,2017-06-15,5660000,9.33,22.3506479,114.060655
136,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 18,2002-08-07,M,2,,17,C,669,512,6300000,2020-07-10,2017-03-28,5560000,13.31,22.351043999999998,114.060254
137,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 26,2006-06-28,H,2,,27,D,747,574,7000000,2020-07-09,2006-09-16,3211000,118.0,22.353423,114.060729
138,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 5,2002-08-07,M,2,,11,D,759,594,7400000,2020-07-08,2002-09-20,2390700,209.53,22.353337999999997,114.062645
139,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 23,2004-11-12,L,3,,10,D,800,617,6000000,2020-07-08,2009-09-15,3100000,93.55,22.3527971,114.060294
140,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 3,2002-08-07,M,2,,10,H,688,524,6380000,2020-07-07,2012-01-09,3380000,88.76,22.3536435,114.062419
141,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 35 (Aqua Ocean),2009-06-30,H,,,8,D,1939,1551,24800000,2020-07-06,2012-03-26,17125200,44.82,22.354454999999998,114.063232
142,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 18,2002-08-07,L,2,,9,G,679,520,6040000,2020-07-06,2009-12-07,2380000,153.78,22.351043999999998,114.060254
143,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 8,2002-08-07,L,2,,1,E,706,537,5980000,2020-07-06,2010-11-18,2700000,121.48,22.352532,114.0615209
144,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 18,2002-08-07,M,2,,19,F,679,520,5710000,2020-07-03,2013-02-04,3800000,50.26,22.351043999999998,114.060254
145,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 21,2004-11-12,L,2,,10,H,653,490,6180000,2020-07-02,2008-02-28,2300000,168.70000000000002,22.352131999999997,114.060002
146,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 27,2006-06-28,H,2,2,28,H,667,531,6260000,2020-07-02,2006-09-01,2251500,178.04,22.3534505,114.061128
147,New Territories,Tsuen Wan,Ma Wan,Park Island,Block 17,2002-08-07,M,,,15,M,496,366,5050000,2020-07-02,2010-11-16,2355000,114.44,22.350234,114.0599035
