,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
543,FLAT D 8/F THE AVERY  ,6,13/7/2020,4.58,224,313,20446,14633,1424,21
544,FLAT A1 18/F BLOCK A SHUNG LING BUILDING ,49,13/7/2020,4.2,358,-,11732,-,4586,250
545,FLAT B 7/F BLOCK 6 TSUI CHUK GARDEN ,31,13/7/2020,5.5,484,540,11364,10185,-,
546,FLAT 9 11/F LUNG KEI HOUSE (BLOCK D) LUNG POON COURT ,33,13/7/2020,5.65,353,480,15994,11763,-,
547,FLAT 2 (NO. 31) 3/F KAI SAN MANSION  ,58,13/7/2020,5.38,620,-,8677,-,-,
548,FLAT B 23/F TOWER 3B LIONS RISE ,8,13/7/2020,13.52,715,934,18903,14471,3329,38
549,FLAT 1 16/F WINFAIR BUILDING  ,35,13/7/2020,4.19,282,357,14858,11737,2693,71
550,FLAT A 6/F HIGH PLACE  ,6,13/7/2020,4.1,205,326,20000,12577,1298,7
551,FLAT B 18/F TOWER 2 ARIA KOWLOON PEAK ,10,10/7/2020,20.3,1160,1470,17500,13810,3467,28
552,FLAT A 12/F THE PRINCE PLACE  ,8,10/7/2020,8.38,409,602,20489,13920,2943,46
553,FLAT E 8/F LE BILLIONNAIRE  ,14,10/7/2020,9.05,551,714,16425,12675,4156,114
554,FLAT C 4/F FORTUNE COURT  ,31,10/7/2020,2,169,204,11834,9804,2424,11
555,FLAT 14 17/F LUNG SAN HOUSE (BLOCK A) LUNG POON COURT ,33,9/7/2020,6.68,426,579,15681,11537,-,
556,FLAT G 19/F BLOCK 11 TSUI CHUK GARDEN ,31,9/7/2020,7.15,592,660,12078,10833,-,
557,FLAT F 25/F BLOCK 5 KAI TAK GARDEN ,19,9/7/2020,7.39,626,778,11802,9496,-,
558,FLAT 6 47/F TOWER A GALAXIA ,22,9/7/2020,10.71,593,751,18061,14261,3510,124
559,FLAT B 17/F BLOCK 1 RHYTHM GARDEN ,20,8/7/2020,7.45,591,694,12606,10735,-,
560,FLAT 9 34/F FUNG HEI HOUSE (BLOCK A) FUNG LAI COURT ,23,8/7/2020,6.7,645,810,10388,8272,-,
561,FLAT 7 19/F TOWER E GALAXIA ,22,8/7/2020,6.8,517,656,13153,10366,8151,81
562,FLAT D 21/F TOWER 2 LIONS RISE ,8,8/7/2020,18.8,963,1245,19522,15100,3317,15
563,FLAT 11 24/F SUET FUNG HOUSE (BLOCK 5) FUNG TAK ESTATE ,29,8/7/2020,2.56,376,485,6809,5278,-,
564,FLAT D 27/F TOWER 5B LIONS RISE ,8,8/7/2020,9.38,523,680,17935,13794,3310,33
565,FLAT 3 22/F TOWER E GALAXIA ,22,8/7/2020,9.5,517,656,18375,14482,7919,235
566,FLAT 4 13/F LUNG SAN HOUSE (BLOCK A) LUNG POON COURT ,33,7/7/2020,5.77,383,520,15065,11096,-,
567,FLAT A 23/F BLOCK 8 TSUI CHUK GARDEN ,31,7/7/2020,5.14,431,480,11921,10704,-,
568,FLAT 5 (NO. 16) 3/F CAMBRIDGE BUILDING  ,56,7/7/2020,3.8,346,-,10983,-,-,
569,NO. 18 (FLAT A) 2/F 16-18 WAN FUNG STREET  ,50,6/7/2020,3.56,435,550,8184,6473,-,
570,FLAT B 20/F BLOCK 4 KAI TAK GARDEN ,19,6/7/2020,5.12,481,597,10644,8576,-,
571,FLAT B 17/F ASPEN CREST  ,2,6/7/2020,6.65,381,-,17441,-,1368,13
572,FLAT 14 30/F CHU FUNG HOUSE (BLOCK 1) FUNG TAK ESTATE ,29,3/7/2020,3.5,443,579,7901,6045,-,
573,FLAT 6 22/F LUNG YUE HOUSE (BLOCK 3) LOWER WONG TAI SIN (1) ESTATE ,30,3/7/2020,4.75,544,-,8732,-,-,
574,FLAT H 35/F BLOCK 1 SAN PO KONG PLAZA ,24,3/7/2020,6.8,443,596,15350,11409,6838,339
575,FLAT 7 (NO. 43 FRONT) 7/F ON FOOK BUILDING  ,57,3/7/2020,3.15,438,-,7192,-,-,
576,FLAT E 31/F LE BILLIONNAIRE  ,14,3/7/2020,8.7,541,714,16081,12185,4213,111
577,FLAT B 21/F MANNING THEATRE BUILDING  ,47,3/7/2020,5,476,600,10504,8333,-,
578,FLAT B 10/F BLOCK 1 TSUI CHUK GARDEN ,31,3/7/2020,5.47,484,540,11298,10126,-,
579,FLAT C 1/F FOOK CHI BUILDING  ,28,3/7/2020,4,281,-,14235,-,1200,8
580,FLAT 17 32/F PANG CHING COURT  ,29,2/7/2020,5.9,485,638,12165,9248,-,
581,NO. 81 6/F 81 TAK KU LING ROAD  ,54,2/7/2020,5.38,614,-,8762,-,-,
582,FLAT B 15/F PRINCE RITZ  ,12,2/7/2020,9.28,546,738,16996,12575,4635,97
583,FLAT A 20/F SAU WAH COURT (BLOCK 2) YUE XIU PLAZA ,25,2/7/2020,7.85,566,749,13869,10481,3688,162
584,FLAT 4 8/F FUNG HEI HOUSE (BLOCK A) FUNG LAI COURT ,23,2/7/2020,6.45,645,810,10000,7963,-,
585,FLAT C 8/F BLOCK 10 RHYTHM GARDEN ,20,30/6/2020,7.43,589,691,12611,10750,-,
586,FLAT A 20/F BLOCK 12 RHYTHM GARDEN ,20,30/6/2020,7.04,584,686,12051,10259,-,
587,FLAT C 3/F BILLIONNAIRE AVANT  ,6,30/6/2020,7.78,465,652,16731,11933,2048,10
588,FLAT B 35/F TOWER 5A LIONS RISE ,8,29/6/2020,9.78,570,738,17158,13252,3327,22
589,FLAT K 7/F BLOCK 5 TSUI CHUK GARDEN ,31,29/6/2020,5.08,432,481,11759,10561,-,
590,FLAT A 14/F BLOCK 11 TSUI CHUK GARDEN ,31,29/6/2020,5.04,431,480,11689,10496,-,
591,FLAT G 48/F BLOCK 2 BEL AIR HEIGHTS ,21,29/6/2020,8.3,453,574,18322,14460,-,
592,FLAT H 20/F BLOCK 2 BEL AIR HEIGHTS ,21,29/6/2020,7.18,454,585,15815,12274,-,
593,FLAT A 31/F TOWER 5B LIONS RISE ,8,26/6/2020,15.55,812,1056,19150,14725,3325,23
594,FLAT C 18/F PO TSUI MANSION  ,33,26/6/2020,4.6,312,428,14744,10748,-,
595,FLAT 9 14/F LUNG SAN HOUSE (BLOCK A) LUNG POON COURT ,33,26/6/2020,5.45,353,480,15439,11354,-,
596,NO. 43 4/F 43 TAK KU LING ROAD  ,62,26/6/2020,6.75,680,-,9926,-,4410,263
597,FLAT G 9/F BLOCK 10 RHYTHM GARDEN ,20,26/6/2020,7.05,586,686,12031,10277,-,
598,FLAT 3 16/F WANG MEI HOUSE (BLOCK C) TIN WANG COURT ,28,24/6/2020,5.3,401,520,13217,10192,-,
599,FLAT 9 39/F TOWER D GALAXIA ,22,24/6/2020,10,593,751,16863,13316,4431,144
600,FLAT 10 20/F FU NING HOUSE (BLOCK B) FU KEUNG COURT ,27,24/6/2020,6.45,401,514,16085,12549,-,
601,FLAT E 8/F TOWER 1 ARIA KOWLOON PEAK ,10,24/6/2020,12.7,831,1073,15283,11836,3614,70
602,FLAT 3 19/F SILVER GARDEN  ,39,24/6/2020,7.58,639,740,11862,10243,4541,279
603,FLAT F 24/F BLOCK 2 (BLOCK B) TROPICANA GARDENS ,35,23/6/2020,5,333,515,15015,9709,8420,119
604,FLAT B 18/F BLOCK 2 SAN PO KONG PLAZA ,24,23/6/2020,8.9,612,814,14542,10934,5819,456
605,FLAT 16 19/F LUNG WU HOUSE (BLOCK B) LUNG POON COURT ,33,22/6/2020,5.5,383,520,14360,10577,-,
606,FLAT 12 29/F LUNG YAT HOUSE (BLOCK 4) LOWER WONG TAI SIN (1) ESTATE ,31,22/6/2020,3.58,443,-,8081,-,-,
607,FLAT K 12/F BLOCK 6 RHYTHM GARDEN ,20,19/6/2020,5.65,449,527,12584,10721,-,
608,FLAT 13 2/F LUNG WU HOUSE (BLOCK B) LUNG POON COURT ,33,19/6/2020,5.4,340,462,15882,11688,-,
609,FLAT 13 29/F LUNG BIK HOUSE (BLOCK F) LUNG POON COURT ,33,19/6/2020,6.08,383,520,15875,11692,-,
610,FLAT A 25/F TOWER 1 LIONS RISE ,8,19/6/2020,13,794,1033,16373,12585,2800,23
611,FLAT 22 7/F PIK FUNG HOUSE (BLOCK 2) FUNG TAK ESTATE ,29,18/6/2020,3.3,443,-,7449,-,-,
612,FLAT G 7/F BLOCK 3 TSUI CHUK GARDEN ,31,18/6/2020,6.45,592,660,10895,9773,-,
613,NO. 62 (FRONT) 2/F KAM FAI MANSION  ,40,18/6/2020,2.67,291,-,9175,-,-,
614,FLAT 24 33/F PANG CHING COURT  ,29,17/6/2020,5.88,485,638,12124,9216,-,
615,FLAT H 33/F BLOCK 2 BEL AIR HEIGHTS ,21,17/6/2020,7.4,454,585,16300,12650,-,
616,FLAT C 6/F BILLIONNAIRE AVANT  ,6,17/6/2020,7.68,465,652,16516,11779,2768,14
617,FLAT D 31/F TOWER 3 ARIA KOWLOON PEAK ,10,17/6/2020,8.26,503,650,16421,12708,369,-8
618,NO. 25A 3/F 23-25A NGA TSIN LONG ROAD  ,55,17/6/2020,4.05,377,-,10743,-,1075,36
619,FLAT 10 35/F KA YING HOUSE (BLOCK B) KA KEUNG COURT ,20,16/6/2020,5.42,407,503,13317,10775,-,
620,FLAT B 17/F BLOCK 5 RHYTHM GARDEN ,20,16/6/2020,7.1,591,693,12014,10245,-,
621,FLAT 6 34/F TAK YIN HOUSE (BLOCK A) TAK KEUNG COURT ,19,16/6/2020,7.78,574,723,13554,10761,-,
622,FLAT 23 7/F KING TAI COURT  ,0,16/6/2020,2.23,-,-,-,-,-,
623,FLAT 5 12/F LUNG CHU HOUSE (BLOCK C) LUNG POON COURT ,33,16/6/2020,5.6,383,520,14621,10769,-,
624,FLAT 2 7/F OI CHEUNG HOUSE (BLOCK M) STAGE 3 TSZ OI COURT,20,15/6/2020,6.2,650,851,9538,7286,-,
625,FLAT 17 14/F FUNG CHUEN COURT  ,29,15/6/2020,5.68,385,509,14753,11159,-,
626,FLAT A 21/F BLOCK 2 HSIN KUANG CENTRE ,34,15/6/2020,6.51,412,535,15801,12168,2366,78
627,FLAT A 15/F TOWER 5B LIONS RISE ,8,15/6/2020,14.08,812,1056,17340,13333,3281,26
628,FLAT E 25/F BLOCK 2 PHASE 1 KINGSFORD TERRACE,17,12/6/2020,5.9,422,495,13981,11919,-,
629,FLAT C 7/F BLOCK 4 PHASE 1 KINGSFORD TERRACE,17,12/6/2020,6.65,592,694,11233,9582,-,
630,FLAT D 11/F TOWER 5 ARIA KOWLOON PEAK ,10,12/6/2020,6.88,421,533,16342,12908,1726,21
631,FLAT 3 52-53/F TOWER D GALAXIA ,22,12/6/2020,25,1271,1588,19670,15743,6148,400
632,FLAT B 16/F TOWER 5 ARIA KOWLOON PEAK ,10,11/6/2020,16.28,1040,1322,15654,12315,3883,34
633,FLAT 18 11/F TOI FUNG HOUSE (BLOCK 4) FUNG TAK ESTATE ,28,11/6/2020,3.6,445,-,8090,-,-,
634,FLAT 16 7/F LUNG KEI HOUSE (BLOCK D) LUNG POON COURT ,33,11/6/2020,5.47,383,520,14282,10519,-,
635,FLAT 6 33/F CHUN SING HOUSE (BLOCK A) TIN MA COURT ,34,11/6/2020,6,415,567,14458,10582,-,
636,FLAT 10 10/F LUNG CHAK HOUSE (BLOCK 9) LOWER WONG TAI SIN (1) ESTATE ,29,11/6/2020,1.75,145,-,12069,-,-,
637,FLAT 9 (NO. 91) 3/F ON KEUNG BUILDING  ,57,11/6/2020,3.98,523,-,7610,-,4443,279
638,FLAT D 2/F BLOCK 7 TSUI CHUK GARDEN ,31,10/6/2020,4.2,591,659,7107,6373,-,
639,FLAT B 11/F THE PRINCE PLACE  ,8,10/6/2020,9.04,479,705,18868,12820,2916,43
640,FLAT 6 15/F CHUN SING HOUSE (BLOCK A) TIN MA COURT ,34,10/6/2020,3.85,415,567,9277,6790,-,
641,FLAT 6 9/F LUNG SHUN HOUSE (BLOCK 8) LOWER WONG TAI SIN (1) ESTATE ,30,10/6/2020,1.75,241,-,7261,-,-,
642,FLAT J 10/F BLOCK 8 TSUI CHUK GARDEN ,31,10/6/2020,6.68,591,659,11303,10137,-,
643,FLAT A 12/F DRAGON GLORY MANSION  ,27,10/6/2020,3.92,220,355,17818,11042,1165,34
644,FLAT 11 32/F LUNG BIK HOUSE (BLOCK F) LUNG POON COURT ,33,10/6/2020,6.81,426,579,15986,11762,-,
645,FLAT E 10/F BLOCK 1 HSIN KUANG CENTRE ,34,10/6/2020,6.3,412,564,15291,11170,2717,73
646,FLAT 5 35/F TOWER B GALAXIA ,22,10/6/2020,8.5,593,761,14334,11170,7888,139
647,FLAT D 5/F BLOCK 2 SAN PO KONG PLAZA ,24,9/6/2020,6.65,470,622,14149,10691,8678,169
648,FLAT E 14/F BLOCK 3 PHASE 1 KINGSFORD TERRACE,17,9/6/2020,5.33,431,504,12367,10575,-,
649,FLAT G 2/F ASPEN CREST  ,2,9/6/2020,4.13,214,-,19299,-,1724,19
650,FLAT H 46/F BLOCK 1 BEL AIR HEIGHTS ,21,9/6/2020,7.99,454,577,17595,13844,-,
651,FLAT 18 10/F PANG CHING COURT  ,29,9/6/2020,5.5,443,583,12415,9434,-,
652,FLAT J 10/F BLOCK 5 TSUI CHUK GARDEN ,31,9/6/2020,6.5,591,659,10998,9863,-,
653,FLAT G 17/F BLOCK 2 SAN PO KONG PLAZA ,24,8/6/2020,6.7,437,585,15332,11453,1170,20
654,FLAT B 16/F BLOCK 2 THE VISTA ,21,8/6/2020,4.9,283,411,17314,11922,1784,34
655,FLAT D 15/F TOWER 5 ARIA KOWLOON PEAK ,10,8/6/2020,6.83,421,533,16223,12814,1319,18
656,FLAT 6 12/F TOWER E GALAXIA ,22,8/6/2020,9.81,593,751,16543,13063,8021,191
657,FLAT A 21/F TOWER 6A LIONS RISE ,8,5/6/2020,9.5,570,740,16667,12838,3143,42
658,FLAT B 41/F BLOCK 2 BEL AIR HEIGHTS ,21,5/6/2020,8.2,449,579,18263,14162,-,
659,FLAT 9 26/F TOWER C GALAXIA ,22,5/6/2020,10.75,593,751,18128,14314,1162,24
660,FLAT F 1/F BLOCK 2 BEL AIR HEIGHTS ,21,5/6/2020,9.6,656,826,14634,11622,-,
661,FLAT C 22/F BLOCK 1 RHYTHM GARDEN ,20,5/6/2020,8,591,694,13536,11527,-,
662,FLAT 13 17/F CHOI TUNG HOUSE TUNG TAU (II) ESTATE ,27,5/6/2020,2.68,241,-,11120,-,-,
663,FLAT D 6/F TOWER 5 ARIA KOWLOON PEAK ,10,5/6/2020,6.88,421,533,16342,12908,1919,27
664,FLAT 2 18/F TOWER D GALAXIA ,22,5/6/2020,10,517,656,19333,15236,8157,136
665,NO. 15 & 17 10/F URBANA LOFTS  ,9,5/6/2020,7.22,372,659,19409,10956,3276,42
666,FLAT H 35/F BLOCK 2 PHASE 1 KINGSFORD TERRACE,17,5/6/2020,6.8,592,694,11486,9798,-,
667,NO. 92 5/F YUE YEE MANSION  ,56,5/6/2020,4.7,569,-,8260,-,1145,26
668,FLAT B 17/F TOWER 2 LIONS RISE ,8,5/6/2020,11.8,650,840,18154,14048,2919,36
669,FLAT C 19/F ASPEN CREST  ,2,5/6/2020,4.55,223,-,20404,-,1703,12
670,FLAT E 33/F BLOCK 5 PHASE 2 KINGSFORD TERRACE,17,4/6/2020,5.35,431,504,12413,10615,-,
671,FLAT A 12/F BILLIONNAIRE ROYALE  ,10,4/6/2020,14.68,1014,1332,14477,11021,1657,30
672,FLAT 15 35/F TUNG YUEN HOUSE (BLOCK 13) CHUK YUEN NORTH ESTATE ,33,4/6/2020,2.7,443,-,6095,-,-,
673,FLAT C 11/F BLOCK 2 THE VISTA ,21,4/6/2020,4.85,283,411,17138,11800,1912,32
674,FLAT 3 (NO. 35) 7/F ON FOOK BUILDING  ,57,4/6/2020,2.2,323,-,6811,-,5171,344
675,FLAT A 22/F BLOCK 5 RHYTHM GARDEN ,20,3/6/2020,7.1,584,686,12158,10350,-,
676,FLAT A 13/F BLOCK 2 PHASE 1 KINGSFORD TERRACE,17,3/6/2020,7.65,591,693,12944,11039,-,
677,FLAT K 20/F CHE CHEUNG BUILDING  ,42,3/6/2020,4.33,311,382,13923,11335,4731,428
678,FLAT 8 26/F OI YAN HOUSE (BLOCK E) STAGE 1&2 TSZ OI COURT,23,3/6/2020,4.2,401,503,10474,8350,-,
679,FLAT B 28/F BLOCK 9 RHYTHM GARDEN ,20,3/6/2020,7.21,589,690,12238,10446,-,
680,FLAT 10 16/F LUNG CHU HOUSE (BLOCK C) LUNG POON COURT ,33,2/6/2020,6.7,426,579,15728,11572,-,
681,FLAT B10 1/F LUEN HOP BUILDING  ,55,2/6/2020,2.84,255,-,11129,-,3215,118
682,FLAT D 15/F TOWER 5B LIONS RISE ,8,2/6/2020,9.15,523,680,17495,13456,2172,33
683,FLAT B 8/F OXFORD HEIGHTS  ,15,2/6/2020,7.9,438,590,18037,13390,3757,168
684,FLAT A 6/F BLOCK 1 SAN PO KONG PLAZA ,24,2/6/2020,6.4,461,616,13883,10390,2945,100
685,FLAT G 13/F SAU MING COURT (BLOCK 1) YUE XIU PLAZA ,25,2/6/2020,6.38,448,599,14241,10651,7417,187
686,FLAT E 10/F ASPEN CREST  ,2,2/6/2020,3.7,198,-,18687,-,1709,10
687,FLAT 5 9/F YING FUK COURT  ,19,1/6/2020,4.36,407,506,10708,8613,-,
688,FLAT 21 23/F CHEUNG YUEN HOUSE (BLOCK 12) CHUK YUEN NORTH ESTATE ,33,1/6/2020,3.2,489,-,6544,-,-,
689,FLAT 19 9/F CHUN TUNG HOUSE TUNG TAU (II) ESTATE ,29,1/6/2020,3.08,385,-,8000,-,-,
690,FLAT 5 15/F CHEUNG YUEN HOUSE (BLOCK 12) CHUK YUEN NORTH ESTATE ,33,1/6/2020,3.7,489,-,7566,-,-,
691,FLAT 16 2/F TSZ FUNG HOUSE (BLOCK 3) FUNG TAK ESTATE ,28,29/5/2020,3.74,535,700,6987,5340,-,
692,FLAT E 32/F TOWER 1 GRAND VIEW GARDEN ,21,29/5/2020,4.6,424,496,10849,9274,-,
693,FLAT 6 11/F CHUN ON HOUSE (BLOCK D) TIN MA COURT ,34,29/5/2020,5.38,415,567,12964,9489,-,
694,FLAT A 29/F TOWER 6A LIONS RISE ,8,29/5/2020,9.78,570,740,17158,13216,3019,42
695,FLAT C 11/F GENIUS COURT  ,18,29/5/2020,5.75,316,491,18196,11711,1317,19
696,FLAT A 9/F SAU WAH COURT (BLOCK 2) YUE XIU PLAZA ,25,29/5/2020,8.03,566,749,14184,10718,8114,146
697,FLAT E 6/F BLOCK 7 TSUI CHUK GARDEN ,31,29/5/2020,5.4,484,540,11157,10000,-,
698,FLAT F 14/F BLOCK 1 PHASE 2 KINGSFORD TERRACE,17,29/5/2020,6.45,591,693,10914,9307,-,
699,FLAT D15 6/F LUEN HOP BUILDING  ,55,29/5/2020,2.8,335,-,8358,-,3409,124
700,FLAT D 27/F TOWER 5 ARIA KOWLOON PEAK ,10,29/5/2020,6.95,421,533,16508,13039,3860,93
701,FLAT G 9/F BLOCK 1 SAN PO KONG PLAZA ,24,29/5/2020,6.51,437,585,14897,11128,3560,139
702,FLAT H 19/F ASPEN CREST  ,2,29/5/2020,4.7,240,-,19583,-,1715,8
703,FLAT G 42/F BLOCK 2 BEL AIR HEIGHTS ,21,29/5/2020,8.2,453,574,18102,14286,-,
704,FLAT C 8/F ASPEN CREST  ,2,28/5/2020,4.55,223,-,20404,-,1719,14
705,FLAT D 25/F BLOCK 1 SAN PO KONG PLAZA ,24,28/5/2020,7.08,470,622,15064,11383,5082,296
706,FLAT 23 13/F HONG TUNG HOUSE TUNG TAU (II) ESTATE ,38,28/5/2020,3.5,277,-,12635,-,-,
707,FLAT H 4/F BLOCK 7 TSUI CHUK GARDEN ,31,28/5/2020,6.6,591,659,11168,10015,-,
708,FLAT 15 15/F KING TAI COURT  ,0,28/5/2020,5.48,-,-,-,-,-,
709,FLAT 5 2/F CHUN FEI HOUSE (BLOCK C) TIN MA COURT ,34,28/5/2020,4.68,363,495,12893,9455,-,
710,FLAT E 45/F THE FOREST HILLS  ,12,28/5/2020,7.3,455,648,16044,11265,3554,62
711,FLAT 7 33/F OI KAN HOUSE (BLOCK C) STAGE 1&2 TSZ OI COURT,23,27/5/2020,5.3,554,694,9567,7637,-,
712,FLAT 5 5/F LUNG KEI HOUSE (BLOCK D) LUNG POON COURT ,33,27/5/2020,5.4,340,462,15882,11688,-,
713,FLAT D 6/F BLOCK 5 KAI TAK GARDEN ,19,27/5/2020,7.06,649,807,10878,8748,-,
714,FLAT 10 31/F LUNG SAN HOUSE (BLOCK A) LUNG POON COURT ,33,27/5/2020,6.68,426,579,15681,11537,-,
715,FLAT A 16/F WEALTH COURT  ,21,27/5/2020,6,327,517,18349,11605,4857,450
716,FLAT 7 16/F OI YUE HOUSE (BLOCK H) STAGE 3 TSZ OI COURT,20,27/5/2020,5.23,506,663,10336,7888,-,
717,FLAT F 9/F BLOCK 5 TSUI CHUK GARDEN ,31,27/5/2020,5,431,480,11601,10417,-,
718,FLAT 1 29/F LUNG CHEUNG HOUSE (BLOCK E) LUNG POON COURT ,33,26/5/2020,5.3,353,480,15014,11042,-,
719,FLAT 10 31/F FUNG HEI HOUSE (BLOCK A) FUNG LAI COURT ,23,26/5/2020,4.3,407,511,10565,8415,-,
720,FLAT A 4/F KAM LUNG HOUSE  ,33,26/5/2020,2.12,198,-,10707,-,-,
721,NO. 57 3/F 57 KING FUK STREET  ,56,26/5/2020,4.3,530,-,8113,-,-,
722,FLAT H 26/F THE FOREST HILLS  ,12,26/5/2020,7.2,439,627,16401,11483,1481,35
723,FLAT 19 5/F LUNG FUNG HOUSE (BLOCK 2) LOWER WONG TAI SIN (1) ESTATE ,30,26/5/2020,3.38,407,-,8305,-,-,
724,FLAT 6 19/F YIU TUNG HOUSE TUNG TAU (II) ESTATE ,34,25/5/2020,3.2,424,-,7547,-,-,
725,FLAT H 5/F YAN OI BUILDING  ,56,25/5/2020,4.96,434,-,11417,-,2955,148
726,FLAT 4 18/F HING TUNG HOUSE TUNG TAU (II) ESTATE ,27,25/5/2020,3.61,439,-,8223,-,-,
727,FLAT 13 31/F FUNG CHUEN COURT  ,29,25/5/2020,5.92,443,587,13363,10085,-,
728,NO. 64 7/F 64 SOUTH WALL ROAD  ,53,25/5/2020,5.28,633,-,8341,-,2905,56
729,FLAT D 5/F ASPEN CREST  ,2,22/5/2020,4.25,211,-,20142,-,1715,23
730,FLAT 13 17/F LUNG CHU HOUSE (BLOCK C) LUNG POON COURT ,33,22/5/2020,5.98,383,520,15614,11500,-,
731,FLAT J 2/F BLOCK 3 TSUI CHUK GARDEN ,31,22/5/2020,5.88,591,659,9949,8923,-,
732,FLAT 6 12/F WANG KING HOUSE (BLOCK A) TIN WANG COURT ,28,22/5/2020,5.45,401,520,13591,10481,-,
733,FLAT A 19/F BLOCK 10 TSUI CHUK GARDEN ,31,22/5/2020,4,431,480,9281,8333,-,
734,FLAT A 1/F KAR FAT BUILDING  ,39,21/5/2020,4.2,284,329,14789,12766,1145,35
735,FLAT A 14/F BLOCK 14 TSUI CHUK GARDEN ,29,21/5/2020,5.16,431,480,11972,10750,-,
736,NO. 20A 1/F 20A SHEUNG FUNG STREET  ,50,21/5/2020,2.5,245,250,10204,10000,7828,163
737,FLAT B 10/F HIGH PLACE  ,6,21/5/2020,4.9,253,427,19368,11475,2676,-10
738,FLAT 6 8/F TOWER A GALAXIA ,22,21/5/2020,9.8,593,751,16526,13049,4680,219
739,FLAT B 3/F 34 SOUTH WALL ROAD  ,40,21/5/2020,1.6,163,-,9816,-,5620,433
740,FLAT B 25/F MING FUNG COURT  ,25,21/5/2020,4.91,300,447,16360,10980,1887,26
741,FLAT 16 2/F LUNG WU HOUSE (BLOCK B) LUNG POON COURT ,33,21/5/2020,5.1,383,520,13316,9808,-,
742,FLAT 3 35/F LUNG WU HOUSE (BLOCK B) LUNG POON COURT ,33,20/5/2020,4.34,426,579,10176,7487,-,
743,FLAT 13 8/F ON YAN HOUSE (BLOCK A) TSZ ON COURT ,26,20/5/2020,4.4,546,748,8059,5882,-,
744,FLAT 5 32/F LUNG YAT HOUSE (BLOCK 4) LOWER WONG TAI SIN (1) ESTATE ,31,20/5/2020,3.28,385,-,8519,-,-,
745,FLAT H 23/F BLOCK 1 (BLOCK A) TROPICANA GARDENS ,35,20/5/2020,6,420,640,14286,9375,2096,42
746,FLAT K 17/F BLOCK 8 TSUI CHUK GARDEN ,31,20/5/2020,5.35,484,540,11050,9904,-,
747,FLAT A 30/F TOWER 3 ARIA KOWLOON PEAK ,10,20/5/2020,22,1225,1548,17959,14212,3851,41
748,FLAT 3 30/F FUNG CHUEN COURT  ,29,20/5/2020,5.05,598,791,8445,6384,-,
749,FLAT A 15/F HIGH PLACE  ,6,19/5/2020,4.02,202,324,19891,12401,2669,-8
750,FLAT 9 32/F TAK YIN HOUSE (BLOCK A) TAK KEUNG COURT ,19,19/5/2020,8.26,656,826,12591,10000,-,
751,FLAT B 21/F BLOCK 1 HSIN KUANG CENTRE ,34,19/5/2020,5.7,382,502,14921,11355,3193,108
752,FLAT 7 32/F LUNG FUNG HOUSE (BLOCK 2) LOWER WONG TAI SIN (1) ESTATE ,30,19/5/2020,1.11,544,-,2032,-,-,-
753,FLAT 16 3/F LUNG BIK HOUSE (BLOCK F) LUNG POON COURT ,33,18/5/2020,5.33,353,480,15099,11104,-,
754,FLAT C 42/F BLOCK 2 BEL AIR HEIGHTS ,21,18/5/2020,7.82,454,585,17225,13368,-,
755,FLAT 3 13/F TOWER E GALAXIA ,22,18/5/2020,9.3,517,656,17988,14177,8139,139
756,FLAT A 17/F BLOCK 6 TSUI CHUK GARDEN ,31,18/5/2020,4.85,431,480,11253,10104,-,
757,FLAT D 12/F ASPEN CREST  ,2,18/5/2020,4.24,211,-,20095,-,1702,19
758,FLAT 2 7/F RAINBOW HOUSE  ,52,18/5/2020,4.85,441,-,11000,-,-,
759,FLAT 1 4/F RAINBOW HOUSE  ,52,18/5/2020,3.34,304,-,11000,-,-,
760,FLAT 5 5/F TAK YIN HOUSE (BLOCK A) TAK KEUNG COURT ,19,15/5/2020,4.6,404,509,11386,9037,-,
761,FLAT F 43/F LE BILLIONNAIRE  ,14,15/5/2020,8.85,574,766,15418,11554,4008,103
762,NO. 59 3/F 59 TAK KU LING ROAD  ,51,15/5/2020,5.9,621,-,9501,-,2177,42
763,NO. 23A 1/F FOO SHUNG MANSION  ,51,15/5/2020,2.75,309,-,8900,-,2728,64
764,FLAT 1 32/F TOWER B GALAXIA ,22,15/5/2020,11.23,593,751,18938,14953,3616,134
765,FLAT E 6/F TOWER 6 ARIA KOWLOON PEAK ,10,14/5/2020,10,713,918,14025,10893,2944,46
766,FLAT B 8/F AVA 55  ,1,14/5/2020,3.78,166,-,22771,-,1250,5
767,FLAT 16 19/F CHUN SING HOUSE (BLOCK A) TIN MA COURT ,34,13/5/2020,5.2,351,479,14815,10856,-,
768,FLAT 7 8/F LUNG CHEUNG HOUSE (BLOCK E) LUNG POON COURT ,33,13/5/2020,6.68,426,579,15681,11537,-,
769,FLAT 12 1/F PANG CHING COURT  ,29,13/5/2020,5.5,487,642,11294,8567,-,
770,FLAT 7 7/F PAK YUEN HOUSE (BLOCK 9) CHUK YUEN NORTH ESTATE ,31,13/5/2020,3.1,443,-,6998,-,-,
771,FLAT L (NO. 3) 3/F WING LOK BUILDING  ,56,13/5/2020,3.65,388,-,9407,-,5261,414
772,FLAT 8 47/F TOWER B GALAXIA ,22,13/5/2020,8,517,656,15474,12195,7129,187
