Ticker,Start date,End date,Portfolio return,Number of trades
0758,2017-01-01,2019-06-01,-0.00800065328555265,20
1863,2017-01-01,2019-06-01,0.0,0
0599,2017-01-01,2019-06-01,-0.03801294481535968,19
0572,2017-01-01,2019-06-01,-0.01680281631254717,17
0214,2017-01-01,2019-06-01,-0.026452062194414903,23
0200,2017-01-01,2019-06-01,0.4437979259712589,20
0566,2017-01-01,2019-06-01,0.0,0
2371,2017-01-01,2019-06-01,-0.013001686761760153,29
1888,2017-01-01,2019-06-01,0.030365446624471607,21
0228,2017-01-01,2019-06-01,-0.001100015074470311,18
1122,2017-01-01,2019-06-01,0.012287036663973256,17
6088,2017-01-01,2019-06-01,0.2408259988558414,12
2211,2017-01-01,2019-06-01,-0.017503059011309254,21
1718,2017-01-01,2019-06-01,-0.019003592559330845,21
0406,2017-01-01,2019-06-01,-0.01744869175381673,26
0360,2017-01-01,2019-06-01,-0.016602771822207072,20
3669,2017-01-01,2019-06-01,-0.29268552235026274,26
0374,2017-01-01,2019-06-01,-0.10198705677219558,22
0412,2017-01-01,2019-06-01,-0.022605105379430245,23
0348,2017-01-01,2019-06-01,-0.007900625630717271,18
3899,2017-01-01,2019-06-01,0.34862803106965207,16
0823,2017-01-01,2019-06-01,1.0278961118960157,23
0837,2017-01-01,2019-06-01,0.023418591445096205,21
0189,2017-01-01,2019-06-01,0.03798052628559557,15
1297,2017-01-01,2019-06-01,-0.05585488784982914,18
0162,2017-01-01,2019-06-01,-0.021165081228302327,22
0604,2017-01-01,2019-06-01,-0.009530558440216767,20
2007,2017-01-01,2019-06-01,0.3097562564147353,20
0610,2017-01-01,2019-06-01,0.16150098993384762,16
1268,2017-01-01,2019-06-01,0.04401321737893541,18
0176,2017-01-01,2019-06-01,-0.02600675782210411,21
1240,2017-01-01,2019-06-01,-0.10314818505312762,29
3331,2017-01-01,2019-06-01,-0.021515133690323245,22
0638,2017-01-01,2019-06-01,0.03094783207162434,20
1532,2017-01-01,2019-06-01,-0.08958016637404366,26
1527,2017-01-01,2019-06-01,-0.28179187725500104,21
0639,2017-01-01,2019-06-01,-0.049649451050038824,24
3330,2017-01-01,2019-06-01,-0.07375085782878908,25
0611,2017-01-01,2019-06-01,-0.04668075564799492,18
3318,2017-01-01,2019-06-01,-0.035865624855554466,25
2006,2017-01-01,2019-06-01,0.10352957795142292,16
0177,2017-01-01,2019-06-01,-0.13139093800331414,26
1269,2017-01-01,2019-06-01,0.5315592860850016,16
0163,2017-01-01,2019-06-01,0.011149581753298944,16
0605,2017-01-01,2019-06-01,-0.005607368045638549,23
0836,2017-01-01,2019-06-01,0.15530357215507784,19
0188,2017-01-01,2019-06-01,-0.0023345046831478216,18
0822,2017-01-01,2019-06-01,-0.010889705610916485,19
3898,2017-01-01,2019-06-01,0.9749441042422452,16
1057,2017-01-01,2019-06-01,-0.08607766723858286,22
2238,2017-01-01,2019-06-01,0.17542756596939718,22
1043,2017-01-01,2019-06-01,-0.028007839333189035,13
0375,2017-01-01,2019-06-01,0.15273897785969073,18
0413,2017-01-01,2019-06-01,-0.029308579734533928,24
0361,2017-01-01,2019-06-01,-0.033511236042511765,23
1094,2017-01-01,2019-06-01,-0.20943774016769723,25
3683,2017-01-01,2019-06-01,0.07694072990857548,16
1080,2017-01-01,2019-06-01,-0.018303347855345115,20
1123,2017-01-01,2019-06-01,-0.03751405882800977,27
3046,2017-01-01,2019-06-01,0.5109059336619621,21
2358,2017-01-01,2019-06-01,-0.0003000029980987847,17
1889,2017-01-01,2019-06-01,-0.0003000000178486644,16
0229,2017-01-01,2019-06-01,-0.034792000935665826,27
1137,2017-01-01,2019-06-01,0.11486792332120474,24
0201,2017-01-01,2019-06-01,-0.002028668847791166,23
3708,2017-01-01,2019-06-01,-0.01680282562890295,12
1679,2017-01-01,2019-06-01,0.131826018704033,13
6116,2017-01-01,2019-06-01,0.10926325726561713,14
0567,2017-01-01,2019-06-01,-0.002900088489595278,17
0573,2017-01-01,2019-06-01,-0.03117916865852422,18
0215,2017-01-01,2019-06-01,-0.01890778350389963,21
0598,2017-01-01,2019-06-01,-0.06133837929293481,24
1862,2017-01-01,2019-06-01,-0.03330816448521873,21
0759,2017-01-01,2019-06-01,-0.018503414427780786,19
0981,2017-01-01,2019-06-01,0.13581516185632023,18
1447,2017-01-01,2019-06-01,0.1194930662922601,22
1321,2017-01-01,2019-06-01,-0.15925319203869043,24
2628,2017-01-01,2019-06-01,-0.29469256076904216,18
1335,2017-01-01,2019-06-01,-0.05746414733016201,24
0995,2017-01-01,2019-06-01,-0.05233939628073322,22
0765,2017-01-01,2019-06-01,-0.046021137760577396,17
0003,2017-01-01,2019-06-01,0.26305579086204056,17
0017,2017-01-01,2019-06-01,0.14607779498028814,19
2600,2017-01-01,2019-06-01,0.03698639892469749,18
0771,2017-01-01,2019-06-01,-0.04992988384610429,22
2833,2017-01-01,2019-06-01,0.30202560134101203,16
2827,2017-01-01,2019-06-01,-1.3581988594240884,27
2199,2017-01-01,2019-06-01,0.07904932478973324,17
0956,2017-01-01,2019-06-01,-0.006964882492517263,21
0952,2017-01-01,2019-06-01,-0.06978963494565057,22
2823,2017-01-01,2019-06-01,-0.3289681900893093,22
1480,2017-01-01,2019-06-01,-0.14598442652514923,21
0991,2017-01-01,2019-06-01,0.04847232205091198,16
0985,2017-01-01,2019-06-01,-0.0035001223329123,22
0775,2017-01-01,2019-06-01,-0.028669456168580958,25
0007,2017-01-01,2019-06-01,0.021995146050802092,21
1319,2017-01-01,2019-06-01,-0.016853180184587185,24
0761,2017-01-01,2019-06-01,0.0,0
3081,2017-01-01,2019-06-01,0.12983076283895556,17
0588,2017-01-01,2019-06-01,0.008845834187946612,19
1682,2017-01-01,2019-06-01,0.025493489744982015,19
3903,2017-01-01,2019-06-01,0.030184522016690335,21
1866,2017-01-01,2019-06-01,0.09095430434704958,15
1133,2017-01-01,2019-06-01,0.0902018374779037,16
2348,2017-01-01,2019-06-01,-0.06362793421965035,20
1899,2017-01-01,2019-06-01,-0.0154114152022524,17
0239,2017-01-01,2019-06-01,-0.1301495900514491,23
0211,2017-01-01,2019-06-01,-0.010899775774354963,23
0577,2017-01-01,2019-06-01,-0.403698234116207,14
0563,2017-01-01,2019-06-01,0.04207055150407782,16
0205,2017-01-01,2019-06-01,-0.003900151068730412,22
3888,2017-01-01,2019-06-01,0.24625497618928918,17
0359,2017-01-01,2019-06-01,-0.045220438851223656,25
1047,2017-01-01,2019-06-01,-0.014966629465798728,21
2228,2017-01-01,2019-06-01,0.0,0
1053,2017-01-01,2019-06-01,0.01199857256757045,17
0365,2017-01-01,2019-06-01,-0.046021161624384944,20
0403,2017-01-01,2019-06-01,-0.04752258754099488,29
0417,2017-01-01,2019-06-01,-0.16979607288745435,26
2200,2017-01-01,2019-06-01,-0.019608357172066188,20
3678,2017-01-01,2019-06-01,-0.030478227127823894,18
0371,2017-01-01,2019-06-01,-0.057945430147606974,20
0826,2017-01-01,2019-06-01,0.059722860413306246,18
0832,2017-01-01,2019-06-01,0.06845793717876586,24
1245,2017-01-01,2019-06-01,-0.07122488019716762,24
0629,2017-01-01,2019-06-01,0.0005000089439898555,21
0601,2017-01-01,2019-06-01,0.021717786849349496,14
3308,2017-01-01,2019-06-01,-0.09823196720913825,19
0167,2017-01-01,2019-06-01,-0.009100830226136962,21
0173,2017-01-01,2019-06-01,0.020892307405311696,21
2002,2017-01-01,2019-06-01,0.038866678577377585,21
2017,2017-01-01,2019-06-01,0.0,17
0600,2017-01-01,2019-06-01,-0.00830068901381726,24
0166,2017-01-01,2019-06-01,0.0001717035504409289,13
1250,2017-01-01,2019-06-01,-0.008258587380171606,19
0628,2017-01-01,2019-06-01,-0.05402918983680817,23
3335,2017-01-01,2019-06-01,0.0,0
1293,2017-01-01,2019-06-01,-0.03309617695791331,23
0833,2017-01-01,2019-06-01,-0.03417003288127045,23
0827,2017-01-01,2019-06-01,-0.01150132062508088,22
0199,2017-01-01,2019-06-01,-0.03677526802238848,23
0416,2017-01-01,2019-06-01,-0.0806058161081241,23
0370,2017-01-01,2019-06-01,-0.006300394790891103,20
1052,2017-01-01,2019-06-01,-0.005374219737948111,24
1046,2017-01-01,2019-06-01,0.013023845177193277,17
0358,2017-01-01,2019-06-01,0.06853038860033316,18
3889,2017-01-01,2019-06-01,-0.018703496334671617,26
2229,2017-01-01,2019-06-01,0.0,0
1913,2017-01-01,2019-06-01,-0.0037084047294707306,19
1091,2017-01-01,2019-06-01,-0.009759994148880242,18
3686,2017-01-01,2019-06-01,-0.019847009955558072,30
1085,2017-01-01,2019-06-01,-0.0663471480606752,27
0204,2017-01-01,2019-06-01,-0.00200003362284791,15
0210,2017-01-01,2019-06-01,-0.031610000649128195,17
1668,2017-01-01,2019-06-01,0.002782827658323246,20
0576,2017-01-01,2019-06-01,-0.06620696303458354,20
1898,2017-01-01,2019-06-01,-0.06973794527733339,22
2349,2017-01-01,2019-06-01,-0.08156649136516511,36
0238,2017-01-01,2019-06-01,-0.024851002436897345,24
1126,2017-01-01,2019-06-01,0.17468103956329625,19
1132,2017-01-01,2019-06-01,0.001156751841646423,19
3043,2017-01-01,2019-06-01,-0.5227185968601605,21
1683,2017-01-01,2019-06-01,-0.06904765457223172,19
1318,2017-01-01,2019-06-01,0.0,0
0006,2017-01-01,2019-06-01,0.15487945664363403,17
0760,2017-01-01,2019-06-01,-0.007500563212843512,26
0012,2017-01-01,2019-06-01,0.42571195047136384,19
0984,2017-01-01,2019-06-01,-0.10111264771013302,20
0990,2017-01-01,2019-06-01,-0.0057376249313144355,21
1330,2017-01-01,2019-06-01,-0.06560683614173426,24
2836,2017-01-01,2019-06-01,-1.8147683881622678,18
0947,2017-01-01,2019-06-01,-0.01582523047104695,20
1495,2017-01-01,2019-06-01,-0.00781850546283887,18
0953,2017-01-01,2019-06-01,-0.020204080437308064,20
2822,2017-01-01,2019-06-01,-0.3713739688187075,24
0945,2017-01-01,2019-06-01,1.2168046952405178,17
0789,2017-01-01,2019-06-01,0.0005999961258435241,5
0979,2017-01-01,2019-06-01,-0.01620262338232182,21
0986,2017-01-01,2019-06-01,0.01269837728185703,16
0038,2017-01-01,2019-06-01,-0.0307410656313717,17
1326,2017-01-01,2019-06-01,-0.0001000017927753972,19
1332,2017-01-01,2019-06-01,-0.02040416653968703,14
0992,2017-01-01,2019-06-01,0.11987627545133,16
0762,2017-01-01,2019-06-01,0.10446829098111857,18
0004,2017-01-01,2019-06-01,0.1446025146787199,18
0010,2017-01-01,2019-06-01,-0.37433515198573863,26
0776,2017-01-01,2019-06-01,-0.11813936339236081,23
2388,2017-01-01,2019-06-01,0.33516967942684756,18
3900,2017-01-01,2019-06-01,0.22089924724142282,19
6878,2017-01-01,2019-06-01,-0.011001199640388891,21
1124,2017-01-01,2019-06-01,-0.003000082670888872,18
0548,2017-01-01,2019-06-01,-0.006038458174649115,22
1130,2017-01-01,2019-06-01,-0.010000999503844327,27
1118,2017-01-01,2019-06-01,-0.008421808394781778,19
0206,2017-01-01,2019-06-01,-0.04070417027240477,21
0560,2017-01-01,2019-06-01,-0.03155375646987466,20
0574,2017-01-01,2019-06-01,-0.006000342376509098,23
0212,2017-01-01,2019-06-01,1.0825660060221964,19
1093,2017-01-01,2019-06-01,0.8558095757998442,19
0399,2017-01-01,2019-06-01,-0.054029168952633676,26
1050,2017-01-01,2019-06-01,0.008591330975919062,19
0428,2017-01-01,2019-06-01,-0.13108217582046217,27
1044,2017-01-01,2019-06-01,0.8592974556192056,20
0372,2017-01-01,2019-06-01,0.02743278486287324,17
2203,2017-01-01,2019-06-01,-0.0680462721808254,18
0400,2017-01-01,2019-06-01,-0.18250082328987285,16
0366,2017-01-01,2019-06-01,-0.08001116412063777,25
0825,2017-01-01,2019-06-01,0.08792261571130837,16
0819,2017-01-01,2019-06-01,-0.21434394866901907,23
3323,2017-01-01,2019-06-01,-0.15280505417999402,24
1252,2017-01-01,2019-06-01,0.09091730955384365,23
1246,2017-01-01,2019-06-01,0.000899989626196631,16
0158,2017-01-01,2019-06-01,2.424078835793717,17
3337,2017-01-01,2019-06-01,0.026681967170783694,17
1520,2017-01-01,2019-06-01,-0.041517210918902585,23
0616,2017-01-01,2019-06-01,-0.08429996167759035,21
1508,2017-01-01,2019-06-01,0.0013285698808296659,16
0602,2017-01-01,2019-06-01,-0.018012367075517583,26
0165,2017-01-01,2019-06-01,-0.3134499702515406,22
2014,2017-01-01,2019-06-01,-0.009359794642407566,21
0603,2017-01-01,2019-06-01,-0.01848747919351395,26
0617,2017-01-01,2019-06-01,0.03178201199098933,18
2000,2017-01-01,2019-06-01,0.010675101221495538,19
0171,2017-01-01,2019-06-01,0.0559686399285397,17
0159,2017-01-01,2019-06-01,-0.0027000791190685226,24
1247,2017-01-01,2019-06-01,-0.015002251679057561,21
3336,2017-01-01,2019-06-01,0.05129789622463813,16
2028,2017-01-01,2019-06-01,-0.06109056192321902,21
3322,2017-01-01,2019-06-01,-0.0346106054622882,28
1253,2017-01-01,2019-06-01,-0.1367868265964177,25
0818,2017-01-01,2019-06-01,0.03598705204957831,17
0401,2017-01-01,2019-06-01,-0.251262964352168,22
0367,2017-01-01,2019-06-01,0.02472892872129012,17
0373,2017-01-01,2019-06-01,0.619452015057906,17
2202,2017-01-01,2019-06-01,0.5350197286132746,20
1045,2017-01-01,2019-06-01,-0.06606250506796739,22
1051,2017-01-01,2019-06-01,-0.007900625258129375,24
1910,2017-01-01,2019-06-01,-0.41295240364615643,20
1938,2017-01-01,2019-06-01,-0.056031377810125835,22
0398,2017-01-01,2019-06-01,0.04744861741472326,21
1086,2017-01-01,2019-06-01,-0.1503737217719622,19
0575,2017-01-01,2019-06-01,-0.013001688252263778,17
2362,2017-01-01,2019-06-01,0.049898151639182306,15
0213,2017-01-01,2019-06-01,-0.004445410687429828,24
0207,2017-01-01,2019-06-01,-0.01366820567164888,18
1131,2017-01-01,2019-06-01,0.052455173435078446,19
1125,2017-01-01,2019-06-01,-0.3894719095647655,27
2389,2017-01-01,2019-06-01,-0.023505510321109396,23
0011,2017-01-01,2019-06-01,1.3570250069860692,20
0777,2017-01-01,2019-06-01,-0.1667784465042419,20
1469,2017-01-01,2019-06-01,0.03295684537762274,17
0763,2017-01-01,2019-06-01,-0.6803353332580444,20
0005,2017-01-01,2019-06-01,0.7165008926307835,17
1333,2017-01-01,2019-06-01,0.06431565066211183,19
0993,2017-01-01,2019-06-01,-0.10631808067962117,20
0987,2017-01-01,2019-06-01,-0.007018063231575482,20
1327,2017-01-01,2019-06-01,-0.0010000083013336498,20
0039,2017-01-01,2019-06-01,-0.022004849890404472,21
0978,2017-01-01,2019-06-01,-0.005671000199765686,20
2821,2017-01-01,2019-06-01,109.85290824716512,17
1496,2017-01-01,2019-06-01,0.0012362327334547768,19
0923,2017-01-01,2019-06-01,-0.0076005766543134215,18
1383,2017-01-01,2019-06-01,0.11716258247195224,19
1397,2017-01-01,2019-06-01,-0.04969238517220743,24
0089,2017-01-01,2019-06-01,-0.08733621744848503,21
2846,2017-01-01,2019-06-01,2.7248565755297753,8
0704,2017-01-01,2019-06-01,-0.016602761387930345,26
0062,2017-01-01,2019-06-01,0.1570392613273884,19
0076,2017-01-01,2019-06-01,-0.0010000090464066108,16
1368,2017-01-01,2019-06-01,0.06945703373194087,18
0710,2017-01-01,2019-06-01,0.23217287794461056,16
0738,2017-01-01,2019-06-01,-0.031685655514430214,23
1340,2017-01-01,2019-06-01,-0.036012955660495144,23
6188,2017-01-01,2019-06-01,-0.23555356521707108,25
6822,2017-01-01,2019-06-01,-0.04404847500644894,30
1195,2017-01-01,2019-06-01,-0.006500420053549929,25
0260,2017-01-01,2019-06-01,0.0010277906967064003,20
0506,2017-01-01,2019-06-01,0.025150123393321757,18
1618,2017-01-01,2019-06-01,-0.05611645148026768,21
0512,2017-01-01,2019-06-01,0.17344271220146842,21
6163,2017-01-01,2019-06-01,-0.016375922216925378,22
0274,2017-01-01,2019-06-01,0.003999846621986056,18
1142,2017-01-01,2019-06-01,-0.26148191298868,20
2339,2017-01-01,2019-06-01,-0.036690263028140865,18
1630,2017-01-01,2019-06-01,0.22549035813046814,12
0248,2017-01-01,2019-06-01,-0.0054976199828225426,20
3999,2017-01-01,2019-06-01,-0.048523517447097333,24
0499,2017-01-01,2019-06-01,-0.07105043172983756,28
0472,2017-01-01,2019-06-01,-0.03551261783122786,20
1778,2017-01-01,2019-06-01,0.17077576290544771,16
0300,2017-01-01,2019-06-01,0.0,1
0328,2017-01-01,2019-06-01,-0.12492849078452961,28
1036,2017-01-01,2019-06-01,-0.0957734003729826,25
1988,2017-01-01,2019-06-01,-0.09200303625722024,24
3147,2017-01-01,2019-06-01,-0.14821922309718277,21
0857,2017-01-01,2019-06-01,-0.023359174947547835,20
1591,2017-01-01,2019-06-01,0.0010999841689644217,18
0670,2017-01-01,2019-06-01,-0.06103416672445424,19
1208,2017-01-01,2019-06-01,-0.032010284312102254,18
0116,2017-01-01,2019-06-01,0.34994922397243555,19
0102,2017-01-01,2019-06-01,-0.10310619054567911,22
0894,2017-01-01,2019-06-01,-0.08707573250191064,22
1234,2017-01-01,2019-06-01,-0.10778342219184062,25
0658,2017-01-01,2019-06-01,0.023021117746954495,15
0880,2017-01-01,2019-06-01,0.20896830708567374,15
1221,2017-01-01,2019-06-01,0.04617367643777249,19
2728,2017-01-01,2019-06-01,0.007452030924185298,22
0881,2017-01-01,2019-06-01,-0.033161332220676965,21
0659,2017-01-01,2019-06-01,0.13654948965365973,19
0895,2017-01-01,2019-06-01,0.12270824303793099,15
3344,2017-01-01,2019-06-01,-0.011001208583052884,22
1235,2017-01-01,2019-06-01,-0.03332340958539944,23
0103,2017-01-01,2019-06-01,-0.009410787045539567,19
0665,2017-01-01,2019-06-01,-0.09765541623494996,23
3378,2017-01-01,2019-06-01,-0.014688384014183755,22
0117,2017-01-01,2019-06-01,-0.0621346007116989,19
2700,2017-01-01,2019-06-01,-0.030809490646749992,21
3393,2017-01-01,2019-06-01,-0.042831256928298755,19
0856,2017-01-01,2019-06-01,0.13923001306177532,16
1037,2017-01-01,2019-06-01,-0.07906248537161516,22
0329,2017-01-01,2019-06-01,-0.05102598651792802,24
1989,2017-01-01,2019-06-01,-0.03901896954347651,20
0467,2017-01-01,2019-06-01,0.0340955479306466,22
0315,2017-01-01,2019-06-01,0.09045412861632682,15
1786,2017-01-01,2019-06-01,6.679292032233088e-05,14
0498,2017-01-01,2019-06-01,0.003899849103891586,18
3813,2017-01-01,2019-06-01,0.013715769885692255,19
2338,2017-01-01,2019-06-01,0.25347322637473424,19
3998,2017-01-01,2019-06-01,0.032806752348999456,22
1157,2017-01-01,2019-06-01,0.02062650955453677,21
0513,2017-01-01,2019-06-01,-0.009499259301332523,25
0275,2017-01-01,2019-06-01,-0.15925314719271005,16
0261,2017-01-01,2019-06-01,-0.0006000036983704442,8
1619,2017-01-01,2019-06-01,0.0,0
2310,2017-01-01,2019-06-01,-0.010501107504382082,18
1194,2017-01-01,2019-06-01,-0.18160682586139568,19
1180,2017-01-01,2019-06-01,-0.0195727980137585,17
1355,2017-01-01,2019-06-01,0.008999187450761075,20
1341,2017-01-01,2019-06-01,-0.00460301068686349,20
0077,2017-01-01,2019-06-01,-0.09125000189931992,31
0711,2017-01-01,2019-06-01,-0.015319506404419037,22
0705,2017-01-01,2019-06-01,-0.0012000149694108213,11
0063,2017-01-01,2019-06-01,-0.044719986542336665,29
0088,2017-01-01,2019-06-01,0.1662705221819103,17
1396,2017-01-01,2019-06-01,0.028991597561220588,13
0936,2017-01-01,2019-06-01,-0.027007278133083706,20
0922,2017-01-01,2019-06-01,-0.03401154937830882,17
1382,2017-01-01,2019-06-01,0.014086646060731362,19
0908,2017-01-01,2019-06-01,-0.026832327792617915,24
0934,2017-01-01,2019-06-01,-0.007902507572217502,20
2689,2017-01-01,2019-06-01,0.1044590596572734,20
1380,2017-01-01,2019-06-01,-0.0004484017928134484,20
0713,2017-01-01,2019-06-01,-0.028007842315090903,23
0075,2017-01-01,2019-06-01,-0.16446125313240545,25
2662,2017-01-01,2019-06-01,0.6842850966728641,17
0061,2017-01-01,2019-06-01,-0.013301765167550534,14
1419,2017-01-01,2019-06-01,0.05247687951375979,14
0707,2017-01-01,2019-06-01,0.001699967095195344,21
2138,2017-01-01,2019-06-01,0.220486465341897,24
1357,2017-01-01,2019-06-01,0.1806730949802884,16
1800,2017-01-01,2019-06-01,0.06105183817694316,18
0288,2017-01-01,2019-06-01,-0.09950300666826536,21
1196,2017-01-01,2019-06-01,0.020995690066390994,17
1182,2017-01-01,2019-06-01,0.008899208125435123,17
1169,2017-01-01,2019-06-01,-0.04794787902803429,21
0277,2017-01-01,2019-06-01,0.10237811393645999,11
0511,2017-01-01,2019-06-01,-0.07489468847067879,17
2312,2017-01-01,2019-06-01,0.0314900803863348,20
0505,2017-01-01,2019-06-01,-0.0240057623368641,22
0263,2017-01-01,2019-06-01,-0.16634523689168706,18
1155,2017-01-01,2019-06-01,-0.02000399066331609,15
1633,2017-01-01,2019-06-01,-0.1803245734840886,18
0539,2017-01-01,2019-06-01,-0.03528617750609948,20
1627,2017-01-01,2019-06-01,-0.025588415478044437,17
1141,2017-01-01,2019-06-01,0.034242645495903425,15
2299,2017-01-01,2019-06-01,-0.06105314414932293,22
3839,2017-01-01,2019-06-01,-0.1592532877101154,24
0303,2017-01-01,2019-06-01,0.22848029684706525,19
0465,2017-01-01,2019-06-01,-0.040186150724045334,17
2266,2017-01-01,2019-06-01,0.05097404994075153,14
0471,2017-01-01,2019-06-01,-0.967266428756771,23
0317,2017-01-01,2019-06-01,-0.4888954157587029,21
3636,2017-01-01,2019-06-01,-0.2873454104670506,19
0459,2017-01-01,2019-06-01,-0.007300537302601615,16
0868,2017-01-01,2019-06-01,0.053080930506849776,20
0840,2017-01-01,2019-06-01,-0.067044912814944,30
1586,2017-01-01,2019-06-01,-0.04717414284211492,23
