,dates,hsi_average
170,2020-09-08,-0.006492565476282881
171,2020-09-09,0.007141665638336058
172,2020-09-10,-0.011039294652015188
173,2020-09-11,0.006187409006037352
174,2020-09-14,0.002899992471784894
175,2020-09-15,0.00451266967231028
176,2020-09-16,-0.0039610954260107184
177,2020-09-17,-0.01359843448663094
178,2020-09-18,0.003046589483622669
179,2020-09-21,-0.021778412832024092
180,2020-09-22,-0.005151930077156879
181,2020-09-23,0.0017463574084590051
182,2020-09-24,-0.009633843258803211
183,2020-09-25,-0.00812482324472002
184,2020-09-28,0.008244296375257582
185,2020-09-29,-0.013105159946071823
186,2020-09-30,-0.003815035076625823
187,2020-10-05,-0.011298594559320281
188,2020-10-06,0.0035755889892947297
189,2020-10-07,0.010128018703289384
190,2020-10-08,-0.0028842070946020733
191,2020-10-09,-0.009229437892123342
192,2020-10-12,0.017856267226873408
193,2020-10-14,-0.00571408057435402
194,2020-10-15,-0.015293664339939879
195,2020-10-16,0.00795137823189725
196,2020-10-19,-0.0009431922083084874
197,2020-10-20,-8.552796828152374e-05
198,2020-10-21,0.002384271071223959
199,2020-10-22,0.0036369931585333746
200,2020-10-23,0.005879766509140728
201,2020-10-27,-0.00212485153991586
202,2020-10-28,-0.0026132027840945465
203,2020-10-29,0.012210363297989746
204,2020-10-30,-0.0174634092056275
205,2020-11-02,0.007628464829785675
206,2020-11-03,0.010132619468865534
207,2020-11-04,0.0038782018959257767
208,2020-11-05,0.007647168843391466
209,2020-11-06,-0.0014682504678446093
210,2020-11-09,-0.0054132906556055805
211,2020-11-10,-0.006518030488004611
212,2020-11-11,6.851293129448779e-06
213,2020-11-12,-0.009086140955991688
214,2020-11-13,0.0016182429084545095
215,2020-11-16,0.0007434776230646244
216,2020-11-17,-0.0037714373433877495
217,2020-11-18,0.004163116743635131
218,2020-11-19,-0.00391671523532326
219,2020-11-20,0.001691602349264444
220,2020-11-23,-0.0065112984706309504
221,2020-11-24,-0.0015824291108282715
222,2020-11-25,-0.005600714253463853
223,2020-11-26,0.004652483822028264
224,2020-11-27,0.005089579117959567
225,2020-11-30,-0.019062784203810388
226,2020-12-01,0.005486520680747238
227,2020-12-02,-0.005157047172335086
228,2020-12-03,0.003946903832541118
229,2020-12-04,0.0009074463046312615
230,2020-12-07,-0.01353638320023126
231,2020-12-08,-0.005887641879259348
232,2020-12-09,-0.0002859282556571395
233,2020-12-10,0.0028604266217767543
234,2020-12-11,-0.004818682151919861
235,2020-12-14,-0.0049988530349284925
236,2020-12-15,-0.008010946223159707
237,2020-12-16,0.0014790436779162101
238,2020-12-17,0.002628542210196615
239,2020-12-18,-0.005699355759095367
240,2020-12-21,-0.004387886473629032
241,2020-12-22,-0.005389379167884854
242,2020-12-23,0.009967762303070893
243,2020-12-24,0.001658566726986497
244,2020-12-28,0.0009989862288344157
245,2020-12-29,0.002946005746469652
246,2020-12-30,0.01693194036594952
247,2020-12-31,0.0013363514896724527
248,2021-01-04,0.014238484300987316
249,2021-01-05,0.013508117026533274
250,2021-01-06,0.0028595214467645068
251,2021-01-07,-0.006040564569645978
252,2021-01-08,0.008982668949904836
253,2021-01-11,-0.0034195055139343332
254,2021-01-12,0.013711083894020645
255,2021-01-13,-0.002604114203775093
256,2021-01-14,0.003123763102221615
257,2021-01-15,0.00632133200375267
258,2021-01-19,0.01862907936467027
259,2021-01-20,0.0056406737369071825
260,2021-01-21,-0.0008019400454284886
261,2021-01-22,-0.012123119372499316
262,2021-01-25,0.016231563238370446
263,2021-01-26,-0.01677959278906255
264,2021-01-27,-0.008764572239591583
265,2021-01-28,-0.012591456744321267
266,2021-01-29,-0.018818614047397778
267,2021-02-01,0.015286108107117578
268,2021-02-02,-0.004405316802464526
269,2021-02-03,6.997961260619406e-05
270,2021-02-04,0.0006860951999383455
271,2021-02-05,-0.0005599763159743342
