dates,compound_vader_score,vader_label,hsi_average
2020-10-27,0.0,1,-0.0021248515399158604
2020-11-12,0.0,1,-0.009086140955991688
2020-11-24,0.148,2,-0.0015824291108282715
2020-12-11,0.0,1,-0.004818682151919861
2020-12-18,0.0,1,-0.005699355759095367
2021-01-04,0.296,2,0.014238484300987316
