dates,compound_vader_score,vader_label,hsi_average
2020-11-19,0.0,1,-0.00391671523532326
2020-12-09,0.19733333333333333,2,-0.0002859282556571395
2020-12-14,0.0,1,-0.0049988530349284925
2020-12-15,0.0,1,-0.008010946223159706
