dates,compound_vader_score,vader_label,hsi_average
2021-01-20,0.0512,2,0.0056406737369071825
2021-01-22,0.0,1,-0.012123119372499316
2021-01-25,0.3041666666666667,2,0.016231563238370446
2021-01-26,0.1147,2,-0.01677959278906255
2021-01-27,0.28595,2,-0.008764572239591583
2021-01-28,0.0,1,-0.012591456744321269
2021-02-01,0.148,2,0.015286108107117578
2021-02-05,-0.296,0,-0.0005599763159743342
