dates,compound_vader_score,vader_label,hsi_average
2020-12-17,0.0,1,0.0026285422101966147
2020-12-21,0.3951,2,-0.004387886473629032
2020-12-23,0.0,1,0.009967762303070893
2020-12-24,0.0,1,0.001658566726986497
2021-01-11,0.0,1,-0.003419505513934333
2021-01-15,0.0,1,0.006321332003752671
2021-01-27,0.148,2,-0.008764572239591583
