Unnamed: 0,dates,vader_label,textblob_label
819,2020-02-21,0.0,2.0
820,2020-02-24,0.0,0.0
821,2020-02-25,2.0,2.0
822,2020-02-26,0.0,0.0
823,2020-02-27,2.0,2.0
824,2020-02-28,1.0,2.0
825,2020-03-02,2.0,2.0
826,2020-03-03,2.0,2.0
827,2020-03-04,0.0,2.0
828,2020-03-05,2.0,2.0
829,2020-03-06,0.0,1.0
830,2020-03-09,1.0,1.0
831,2020-03-10,2.0,2.0
832,2020-03-11,2.0,2.0
833,2020-03-12,2.0,2.0
834,2020-03-13,2.0,2.0
835,2020-03-16,2.0,2.0
836,2020-03-17,2.0,2.0
837,2020-03-18,2.0,2.0
838,2020-03-19,2.0,2.0
839,2020-03-20,2.0,1.0
840,2020-03-23,2.0,1.0
841,2020-03-24,2.0,2.0
842,2020-03-25,2.0,0.0
843,2020-03-26,2.0,1.0
844,2020-03-27,0.0,1.0
845,2020-03-30,1.0,1.0
846,2020-03-31,0.0,1.0
847,2020-04-01,2.0,0.0
848,2020-04-02,0.0,1.0
849,2020-04-03,0.0,1.0
850,2020-04-06,2.0,1.0
851,2020-04-07,2.0,2.0
852,2020-04-08,2.0,2.0
853,2020-04-09,2.0,2.0
854,2020-04-10,0.0,0.0
855,2020-04-13,0.0,0.0
856,2020-04-14,2.0,1.0
857,2020-04-15,2.0,2.0
858,2020-04-16,1.0,2.0
859,2020-04-17,2.0,2.0
860,2020-04-20,2.0,0.0
861,2020-04-21,0.0,2.0
862,2020-04-22,2.0,2.0
863,2020-04-23,0.0,1.0
864,2020-04-24,2.0,0.0
865,2020-04-27,2.0,0.0
866,2020-04-28,2.0,1.0
867,2020-04-29,2.0,1.0
868,2020-04-30,0.0,0.0
869,2020-05-01,0.0,0.0
870,2020-05-04,0.0,0.0
871,2020-05-05,0.0,0.0
872,2020-05-06,2.0,1.0
873,2020-05-07,2.0,1.0
874,2020-05-08,2.0,2.0
875,2020-05-11,1.0,1.0
876,2020-05-12,1.0,1.0
877,2020-05-13,1.0,1.0
878,2020-05-14,2.0,2.0
879,2020-05-15,0.0,1.0
880,2020-05-18,2.0,1.0
881,2020-05-19,0.0,2.0
882,2020-05-20,2.0,2.0
883,2020-05-21,2.0,2.0
884,2020-05-22,2.0,2.0
885,2020-05-25,2.0,2.0
886,2020-05-26,1.0,1.0
887,2020-05-27,0.0,0.0
888,2020-05-28,0.0,0.0
889,2020-05-29,2.0,2.0
890,2020-06-01,0.0,2.0
891,2020-06-02,2.0,2.0
892,2020-06-03,2.0,2.0
893,2020-06-04,2.0,0.0
894,2020-06-05,1.0,2.0
895,2020-06-08,2.0,2.0
896,2020-06-09,2.0,2.0
897,2020-06-10,2.0,2.0
898,2020-06-11,1.0,1.0
899,2020-06-12,2.0,2.0
900,2020-06-15,2.0,1.0
901,2020-06-16,2.0,2.0
902,2020-06-17,2.0,1.0
903,2020-06-18,1.0,2.0
904,2020-06-19,2.0,2.0
905,2020-06-22,2.0,2.0
906,2020-06-23,2.0,2.0
907,2020-06-24,2.0,2.0
908,2020-06-25,0.0,0.0
909,2020-06-26,2.0,2.0
910,2020-06-29,2.0,2.0
911,2020-06-30,2.0,2.0
912,2020-07-01,0.0,0.0
913,2020-07-02,1.0,1.0
914,2020-07-03,0.0,2.0
915,2020-07-06,2.0,2.0
916,2020-07-07,0.0,2.0
917,2020-07-08,2.0,2.0
918,2020-07-09,2.0,2.0
919,2020-07-10,2.0,2.0
920,2020-07-13,1.0,1.0
921,2020-07-14,1.0,2.0
922,2020-07-15,2.0,2.0
923,2020-07-16,2.0,2.0
924,2020-07-17,1.0,0.0
925,2020-07-20,2.0,2.0
926,2020-07-21,1.0,1.0
927,2020-07-22,2.0,2.0
928,2020-07-23,0.0,1.0
929,2020-07-24,1.0,1.0
930,2020-07-27,2.0,2.0
931,2020-07-28,0.0,1.0
932,2020-07-29,1.0,0.0
933,2020-07-30,2.0,2.0
934,2020-07-31,2.0,1.0
935,2020-08-03,2.0,2.0
936,2020-08-04,1.0,2.0
937,2020-08-05,2.0,1.0
938,2020-08-06,2.0,0.0
939,2020-08-07,2.0,2.0
940,2020-08-10,2.0,1.0
941,2020-08-11,2.0,2.0
942,2020-08-12,1.0,0.0
943,2020-08-13,2.0,2.0
944,2020-08-14,2.0,1.0
945,2020-08-17,1.0,2.0
946,2020-08-18,2.0,1.0
947,2020-08-19,0.0,2.0
948,2020-08-20,0.0,1.0
949,2020-08-21,1.0,1.0
950,2020-08-24,0.0,0.0
951,2020-08-25,2.0,2.0
952,2020-08-26,1.0,2.0
953,2020-08-27,2.0,1.0
954,2020-08-28,2.0,2.0
955,2020-08-31,0.0,1.0
956,2020-09-01,0.0,1.0
957,2020-09-02,2.0,1.0
958,2020-09-03,2.0,2.0
959,2020-09-04,2.0,2.0
960,2020-09-07,1.0,2.0
961,2020-09-08,0.0,1.0
962,2020-09-09,2.0,2.0
963,2020-09-10,2.0,2.0
964,2020-09-11,2.0,2.0
965,2020-09-14,2.0,2.0
966,2020-09-15,2.0,2.0
967,2020-09-16,2.0,2.0
968,2020-09-17,0.0,0.0
969,2020-09-18,1.0,2.0
970,2020-09-21,0.0,1.0
971,2020-09-22,0.0,0.0
972,2020-09-23,2.0,2.0
973,2020-09-24,2.0,2.0
974,2020-09-25,2.0,2.0
975,2020-09-28,2.0,2.0
976,2020-09-29,2.0,2.0
977,2020-09-30,1.0,2.0
978,2020-10-01,0.0,0.0
979,2020-10-02,0.0,0.0
980,2020-10-05,2.0,2.0
981,2020-10-06,2.0,2.0
982,2020-10-07,2.0,2.0
983,2020-10-08,1.0,0.0
984,2020-10-09,0.0,2.0
985,2020-10-12,2.0,2.0
986,2020-10-13,2.0,2.0
987,2020-10-14,2.0,1.0
988,2020-10-15,2.0,2.0
989,2020-10-16,2.0,2.0
990,2020-10-19,2.0,2.0
991,2020-10-20,1.0,1.0
992,2020-10-21,2.0,2.0
993,2020-10-22,0.0,2.0
994,2020-10-23,2.0,0.0
995,2020-10-26,1.0,2.0
996,2020-10-27,2.0,1.0
997,2020-10-28,2.0,2.0
998,2020-10-29,2.0,1.0
999,2020-10-30,2.0,2.0
1000,2020-11-02,2.0,2.0
1001,2020-11-03,2.0,2.0
1002,2020-11-04,2.0,2.0
1003,2020-11-05,2.0,2.0
1004,2020-11-06,1.0,1.0
1005,2020-11-09,2.0,2.0
1006,2020-11-10,2.0,2.0
1007,2020-11-11,2.0,0.0
1008,2020-11-12,2.0,1.0
1009,2020-11-13,1.0,0.0
1010,2020-11-16,1.0,1.0
1011,2020-11-17,2.0,2.0
1012,2020-11-18,2.0,0.0
1013,2020-11-19,2.0,1.0
1014,2020-11-20,2.0,1.0
1015,2020-11-23,2.0,2.0
1016,2020-11-24,2.0,2.0
1017,2020-11-25,2.0,2.0
1018,2020-11-26,2.0,2.0
1019,2020-11-27,2.0,2.0
1020,2020-11-30,0.0,2.0
1021,2020-12-01,2.0,2.0
1022,2020-12-02,2.0,2.0
1023,2020-12-03,2.0,2.0
1024,2020-12-04,1.0,1.0
1025,2020-12-07,2.0,2.0
1026,2020-12-08,1.0,1.0
1027,2020-12-09,2.0,2.0
1028,2020-12-10,0.0,2.0
1029,2020-12-11,2.0,2.0
1030,2020-12-14,2.0,2.0
1031,2020-12-15,1.0,1.0
1032,2020-12-16,2.0,2.0
1033,2020-12-17,2.0,1.0
1034,2020-12-18,2.0,0.0
1035,2020-12-21,2.0,2.0
1036,2020-12-22,2.0,0.0
1037,2020-12-23,1.0,1.0
1038,2020-12-24,2.0,2.0
1039,2020-12-25,0.0,0.0
1040,2020-12-28,2.0,2.0
1041,2020-12-29,2.0,2.0
1042,2020-12-30,0.0,2.0
1043,2020-12-31,0.0,2.0
1044,2021-01-01,0.0,0.0
1045,2021-01-04,2.0,2.0
1046,2021-01-05,0.0,2.0
1047,2021-01-06,1.0,1.0
1048,2021-01-07,2.0,2.0
1049,2021-01-08,2.0,2.0
1050,2021-01-11,2.0,1.0
1051,2021-01-12,2.0,2.0
1052,2021-01-13,2.0,2.0
1053,2021-01-14,2.0,1.0
1054,2021-01-15,2.0,2.0
1055,2021-01-18,2.0,1.0
1056,2021-01-19,2.0,0.0
1057,2021-01-20,1.0,2.0
1058,2021-01-21,0.0,2.0
1059,2021-01-22,2.0,2.0
1060,2021-01-25,2.0,0.0
1061,2021-01-26,1.0,1.0
1062,2021-01-27,2.0,2.0
1063,2021-01-28,2.0,2.0
1064,2021-01-29,2.0,1.0
1065,2021-02-01,1.0,1.0
1066,2021-02-02,2.0,2.0
1067,2021-02-03,2.0,2.0
1068,2021-02-04,2.0,2.0
1069,2021-02-05,2.0,0.0
1070,2021-02-08,2.0,2.0
1071,2021-02-09,0.0,1.0
1072,2021-02-10,2.0,2.0
1073,2021-02-11,0.0,1.0
1074,2021-02-12,0.0,0.0
1075,2021-02-15,0.0,0.0
1076,2021-02-16,2.0,2.0
1077,2021-02-17,2.0,2.0
1078,2021-02-18,2.0,2.0
1079,2021-02-19,2.0,1.0
1080,2021-02-22,2.0,2.0
1081,2021-02-23,2.0,2.0
1082,2021-02-24,2.0,2.0
1083,2021-02-25,2.0,2.0
1084,2021-02-26,2.0,2.0
1085,2021-03-01,1.0,2.0
1086,2021-03-02,2.0,2.0
1087,2021-03-03,2.0,2.0
