dates,compound_vader_score,vader_label,hsi_average
2021-01-25,0.0,1,0.016231563238370446
2021-01-26,0.05848,2,-0.01677959278906255
2021-01-27,0.1377,2,-0.008764572239591583
2021-01-28,0.0,1,-0.012591456744321269
2021-01-29,0.0,1,-0.018818614047397774
2021-02-01,0.4588,2,0.015286108107117578
2021-02-02,0.0,1,-0.004405316802464526
2021-02-03,0.296,2,6.997961260619406e-05
