dates,compound_vader_score,vader_label,hsi_average
2020-10-29,0.0516,2,0.012210363297989746
2020-11-09,0.2023,2,-0.005413290655605581
2020-11-10,0.0683,2,-0.006518030488004611
2020-11-11,0.8442,2,6.851293129448778e-06
2020-11-24,0.148,2,-0.0015824291108282715
2020-11-30,0.296,2,-0.019062784203810388
2021-01-19,0.0,1,0.01862907936467027
