2021-03-02, HKD1.1B Southbound Trading Net Outflow from MEITUAN-W ,941,news-daily
2021-03-01, HKD1.1B Southbound Trading Net Inflow to CHINA MOBILE ,941,news-daily
2021-02-25, HKD1.2B Southbound Trading Net Inflow to TENCENT ,941,news-daily
2021-02-25, CASH FIN SER GP (00510.HK) Sells CHINA MOBILE (00941.HK) Shrs for $2M Book Gain ,941,news-daily
2021-02-24, HKD4.9B Southbound Trading Net Outflow from TENCENT ,941,news-daily
2021-02-23, HKD2.4B Southbound Trading Net Inflow to TENCENT ,941,news-daily
2021-02-23, CHINA MOBILE Chair: 5G Tech To Yield Over US$13T Total Econ Output through 2035 ,941,news-daily
2021-02-23, MIIT Vice Minister: CN Invests Over RMB260B So Far in 5G Network Buildout  ,941,news-daily
2021-02-22, HKD1.2B Southbound Trading Net Inflow to CHINA MOBILE ,941,news-daily
2021-02-22," China Mobile, Huawei Launch 1st Indoor 5G 4.9GHz Biz Network ",941,news-daily
2021-02-22," CN Telco, Cement Names See 1st Breakthrough ",941,news-daily
2021-02-22," HSI Once Misses 30,700; Yet HKEX Resets Peak; CHINA MOBILE, CHINA UNICOM Up Over 7% ",941,news-daily
2021-02-22, CHINA MOBILE (00941.HK) Jan 5G Net Addition Slows to 3.97M MoM ,941,news-daily
2021-02-19, HKD2.2B Southbound Trading Net Inflow to CHINA MOBILE ,941,news-daily
2021-02-19," <Asian Mkt>Nikkei, HSI Reclaim 30,000, 30,500 ",941,news-daily
2021-02-19, HSI Narrows Loss to 0.4%; 3 Key CN Telcos Surge 4.8%-5.5%; China Mobile Tops $53  ,941,news-daily
2021-02-19, China Mobile Chair: To Basically Achieve 5G Network Coverage in All Cities Above County-level This Yr ,941,news-daily
2021-02-18, HKD4B Southbound Trading Net Inflow to CHINA MOBILE ,941,news-daily
2021-02-18," Investors Should Stay Patient as HSI Grows 2,786 MTD ",941,news-daily
2021-02-16, HSI Keeps Logging MTD High; Shall Eye on Laggard Constituents ,941,news-daily
2021-02-03,"M Stanley Lists Top 20 Stocks by Southbound Net Inflows in 2020, 2021 YTD (Table)",941,news-daily
2021-02-02,"China Mobile, CTG Seal Strategic Partnership for 5G Innovation, Application ",941,news-daily
2021-02-02,China Mobile International's German Data Center Officially Opens,941,news-daily
2021-02-02,"TRAVEL EXPERT (01235.HK) Sells All CHINA MOBILE (00941.HK) Shrs, Cashes In $4.72M",941,news-daily
2021-01-29,HKD5.1B Southbound Trading Net Inflow to TENCENT,941,news-daily
2021-01-29,TRAVEL EXPERT Adds 98K CHINA MOBILE at $4.7M,941,news-daily
2021-01-29,3 CN Telcos: US OFCA Ban Effective on 9 Mar,941,news-daily
2021-01-28,HKD3.3B Southbound Trading Net Inflow to TENCENT,941,news-daily
2021-01-28,"US Bourses Head South amid Gloomy Econ; HSI Tests 29,000 AM",941,news-daily
2021-01-28,US Delays Investment Ban on CN Military Firms Till May 27,941,news-daily
2021-01-27,HKD6.9B Southbound Trading Net Inflow to TENCENT,941,news-daily
2021-01-27,UBS: MTD Southbound Net Fund Inflow $250B; Lists Top-10 Southbound Holdings/ Names to Add,941,news-daily
2021-01-27,"UBS' Top-10 HK Shr Holdings by Southbound Investors, Fund Inflow/ Outflow Stat. (Table)  ",941,news-daily
2021-01-27,"UBS: CHINA MOBILE (00941.HK)'s Current Valuation Below Historical Avg P/E, Kept Buy",941,news-daily
2021-01-27,JPM: CHINA MOBILE (00941.HK)'s 5G Co-building with CBN Positive,941,news-daily
2021-01-27,"*UBS: CHINA MOBILE (00941.HK)'s Current Valuation Below Historical Avg P/E, Kept Buy",941,news-daily
2021-01-27,*JPM: CHINA MOBILE (00941.HK)'s 5G Co-building with CBN Positive,941,news-daily
2021-01-26,HKD8.9B Southbound Trading Net Inflow to TENCENT,941,news-daily
2021-01-26,HSBC Global Research Lists CN Mutual Funds Locomotive/ Southbound Flows' Major Holdings (Table) ,941,news-daily
2021-01-26,"HSBC Foresees Southbound Inflows to Expand to RMB800B This Yr, Up 32%",941,news-daily
2021-01-25,HKD6.8B Southbound Trading Net Inflow to TENCENT,941,news-daily
2021-01-22,HKD3.7B Southbound Trading Net Inflow to TENCENT,941,news-daily
2021-01-21,HKD3.9B Southbound Trading Net Inflow to TENCENT,941,news-daily
2021-01-21,CASH FIN SER GP Buys CHINA MOBILE Shrs at $11.3M,941,news-daily
2021-01-21,US TIAA's Nuveen Sells out CN Stocks under Investment Ban ,941,news-daily
2021-01-21,CHINA MOBILE: Written Request Filed at NYSE for Review of Delisting Decision ,941,news-daily
2021-01-20,CHINA MOBILE Last Dec 5G Net Addition Slows to 17.62M MoM,941,news-daily
