2021-03-02," Geely, Baidu Purportedly Form New JV ",00175,news-daily
2021-03-01," GEELY AUTO, BYD COMPANY Tick Up 5%-7% ",175,news-daily
2021-02-26," <Research Report>Citi Lifts GEELY AUTO (00175.HK) TP to $58.66, Rated Buy ",175,news-daily
2021-02-26," *Citi Lifts GEELY AUTO (00175.HK) TP to $58.66, Rated Buy ",175,news-daily
2021-02-26, BYD COMPANY (01211.HK) Echos CN-concept Peers to Slump 6.5% ,175,news-daily
2021-02-25, Geely Auto CEO: Door Open to Possibility of Pure EV Unit Ring-fence  ,175,news-daily
2021-02-25, GEELY AUTO Announces Preliminary Tie-up Solution with Volvo Cars ,175,news-daily
2021-02-24," HSI Once Craters Slide to Over 950 Pts, HKEX Once Misses $490, after Govt Proposes Higher Stock Stamp Duty ",175,news-daily
2021-02-23, Canalys Sees CN EV Sales Up to 1.9M Units This Yr ,175,news-daily
2021-02-22, CPCA: PRC Feb Narrow-sense PV Retail Sales To Plunge 45% MoM ,175,news-daily
2021-02-22," Mobike Co-founder to Serve as CEO of Baidu-Geely Auto JV, Confirms Baidu  ",175,news-daily
2021-02-22," Zhejiang Geely Chair: Geely To Build New Pure EV Firm, Meet Competition Head-on ",175,news-daily
2021-02-19," Zhejiang Geely, Concordium Set Up Blockchain JV ",175,news-daily
2021-02-19," GEELY AUTO (00175.HK) to Set Up New Co. on EV Planning, Marketing: Wire ",175,news-daily
2021-02-19, Baidu-Geely EV JV CEO Said to be Acted by Mobike Co-founder Xia Yiping ,175,news-daily
2021-02-17, Chip Shortage May Bring Down Global Car Output by Nearly 1M Units in 1Q: IHS ,175,news-daily
2021-02-11, Geely Actively Transforms to EV OEM: Rumor ,175,news-daily
2021-02-11, CADA: CN Jan Used Car Mkt Vol. Slips 16.2% MoM ,175,news-daily
2021-02-10," CN MoC: Local Govts May Launch, Renew Car Buying Subsidy Policies ",175,news-daily
2021-02-09," Foxconn, Yulon Plan for EV Bus Prototype Rollout in Oct: Report ",175,news-daily
2021-02-09,"CAAM: PRC Jan PV Sales +26.8% YoY, NEV Sales +238.5% YoY",175,news-daily
2021-02-09,"Citi: GEELY AUTO (00175.HK) Jan Passenger Vehicle Sales Beat Peers, TP $57.9",175,news-daily
2021-02-09,"*Citi: GEELY AUTO (00175.HK) Jan Passenger Vehicle Sales Beat Peers, TP $57.9",175,news-daily
2021-02-09,CPCA: CN Jan PV Sales Vol. in Narrow Sense +25.7% YoY or -5.5% MoM,175,news-daily
2021-02-09,"Canalys: Global EV Sales Grow 39% in 2020, May Further Rise 66% in 2021",175,news-daily
2021-02-09,UBS Lifts GEELY AUTO (00175.HK) TP to $34; Rated Buy,175,news-daily
2021-02-09,*UBS Lifts GEELY AUTO (00175.HK) TP to $34; Rated Buy,175,news-daily
2021-02-08,"CPCA: PRC Jan Broad-sense PV Output, Sales Hike 31.8%, 25.6%",175,news-daily
2021-02-08,GEELY AUTO (00175.HK) Jan Sales Up 40% YoY to 156.3K,175,news-daily
2021-02-02,Baidu-Geely Car-making JV May be Set up in Shanghai: Media,175,news-daily
2021-02-02,"HSI Upswing Wilder to Over 600 Pts to Cross 29,500; CSPC PHARMA Up 10%",175,news-daily
2021-02-01,"US Shrs Dive on Stiff Econ Outlook; HSI Tests 29,000",175,news-daily
2021-01-29,HKD5.1B Southbound Trading Net Inflow to TENCENT,175,news-daily
2021-01-29,US Stocks See Thin Rebound; Shall be Mindful of HSI Choppiness,175,news-daily
2021-01-29,"Geely Inks Cooperation with Faraday Future, Becomes Shareholder of Latter ",175,news-daily
2021-01-28,"Faraday Future Mulls SPAC Listing in US, Backed by Geely: Wire",175,news-daily
2021-01-27,HKD6.9B Southbound Trading Net Inflow to TENCENT,175,news-daily
2021-01-27,UBS: MTD Southbound Net Fund Inflow $250B; Lists Top-10 Southbound Holdings/ Names to Add,175,news-daily
2021-01-27,"UBS' Top-10 HK Shr Holdings by Southbound Investors, Fund Inflow/ Outflow Stat. (Table)  ",175,news-daily
2021-01-27,Xinhua Article: Alert of Over-the-top NEV Sector Hype,175,news-daily
2021-01-27,Faraday Future May Go for Backdoor Listing Soon; Geely Mulls Investing US$30-40M: Rumor,175,news-daily
2021-01-26,HKD8.9B Southbound Trading Net Inflow to TENCENT,175,news-daily
2021-01-26,"Faraday Future, Geely Mull Making EVs in Tier 1 CN City, Initial Capacity Tops 100K Units: Report",175,news-daily
