,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
1335,FLAT A7 8/F BLOCK A PHASE 3 KWAN YICK BUILDING,42,8/1/2020,6,393,520,15267,11538,-,
1336,FLAT A 18/F BOHEMIAN HOUSE  ,3,8/1/2020,15,488,-,30738,-,1306,49
1337,FLAT F 29/F KENNEDY TOWN CENTRE  ,26,8/1/2020,9.8,615,784,15935,12500,5051,140
1338,FLAT F 51/F TOWER 1 THE MERTON ,16,7/1/2020,11.2,496,655,22581,17099,1210,28
1339,NO. 72 3/F SHING TAI BUILDING  ,53,7/1/2020,3.93,330,-,11903,-,-,
1340,FLAT D 12/F GRAND FORTUNE MANSION  ,29,6/1/2020,7.68,396,509,19394,15088,5643,499
1341,FLAT B 14/F KENNEDY TOWN CENTRE  ,26,6/1/2020,10.5,536,705,19590,14894,987,21
1342,FLAT D 25/F ONE．ARTLANE  ,1,6/1/2020,8.37,259,-,32321,-,-,-
1343,FLAT 5 3/F BLOCK B NEW FORTUNE HOUSE ,47,3/1/2020,5.7,400,500,14250,11400,-,
1344,FLAT E 22/F ONE．ARTLANE  ,1,3/1/2020,9.14,282,-,32416,-,-,-
1345,FLAT D 16/F IMPERIAL TERRACE  ,21,3/1/2020,5.8,292,469,19863,12367,3853,183
1346,FLAT 2 (NO. 354) 4/F CHUNG AH MANSION  ,56,3/1/2020,6,512,-,11719,-,7609,478
1347,FLAT A 9/F FUNG YU BUILDING  ,40,2/1/2020,4.65,244,313,19057,14856,3521,166
1348,FLAT 5 19/F LUEN WAI APARTMENT  ,49,2/1/2020,5.64,328,480,17189,11746,-,
1349,FLAT D 23/F YEE FUNG COURT  ,29,2/1/2020,8.18,438,543,18676,15064,-,
1350,FLAT B 11/F WING GA BUILDING  ,31,31/12/2019,5.75,348,503,16523,11431,-,
1351,FLAT C 41/F CADOGAN  ,6,31/12/2019,8.9,377,486,23607,18313,1503,-15
1352,FLAT A2 9/F TUNG LEE MANSION (BUILDING)  ,55,31/12/2019,5.2,368,-,14130,-,8487,316
1353,FLAT C (NO. 37) 10/F PO SHU LAU  ,55,31/12/2019,8,466,-,17167,-,-,
1354,FLAT D 32/F CADOGAN  ,6,30/12/2019,11,410,530,26829,20755,2417,8
1355,FLAT A8 10/F BLOCK A PHASE 3 KWAN YICK BUILDING,42,27/12/2019,5.8,374,480,15508,12083,5468,544
1356,FLAT F 8/F IMPERIAL KENNEDY  ,4,24/12/2019,12.55,565,723,22212,17358,2214,29
1357,FLAT F 35/F TOWER 1 THE MERTON ,16,24/12/2019,10.9,496,655,21976,16641,3892,191
1358,FLAT C 12/F NAM CHEONG BUILDING  ,41,24/12/2019,5.7,291,379,19588,15040,1774,37
1359,FLAT F 41/F TOWER 3 THE MERTON ,16,24/12/2019,9.97,471,615,21168,16211,3101,73
1360,NO. 425Z (FRONT) 2/F NO. 425Y - 425Z WING WAH MANSION ,58,23/12/2019,6.18,530,-,11660,-,1764,22
1361,FLAT B 27/F BLOCK 2 ELEGANT GARDEN ,33,20/12/2019,7.24,369,472,19621,15339,-,
1362,FLAT C 5/F YUEN FAI COURT  ,35,20/12/2019,5.6,351,455,15954,12308,-,
1363,NO. 191 1/F 191 DES VOEUX ROAD WEST  ,53,20/12/2019,7.5,468,-,16026,-,2436,92
1364,FLAT J 5/F ONE．ARTLANE  ,1,20/12/2019,6.57,223,-,29457,-,-,-
1365,FLAT A 21/F THE NOVA  ,4,20/12/2019,14,583,-,24014,-,1186,11
1366,NO. 25 5/F 21-27 PO TUCK STREET   (with roof),55,20/12/2019,7.2,451,-,15965,-,-,
1367,FLAT B 2/F KO NGA COURT  ,27,19/12/2019,6.42,311,423,20643,15177,1778,25
1368,FLAT B (NO. 41) 10/F WAI ON HOUSE  ,44,19/12/2019,9.28,616,-,15065,-,-,
1369,FLAT 5 15/F BLOCK B JADE COURT ,39,19/12/2019,6.3,393,468,16031,13462,1670,18
1370,FLAT C 5/F LA MAISON DU NORD  ,17,19/12/2019,7.38,350,546,21086,13516,2550,74
1371,FLAT D 32/F THE NOVA  ,4,19/12/2019,10.3,391,-,26343,-,1245,0
1372,FLAT 6 22/F BLOCK B NEW FORTUNE HOUSE ,47,18/12/2019,6.45,400,-,16125,-,-,
1373,FLAT E 22/F FOOK MOON BUILDING  ,39,18/12/2019,6.68,375,460,17813,14522,3415,132
1374,FLAT B 16/F KAM HING BUILDING  ,37,18/12/2019,5.35,326,448,16411,11942,1839,26
1375,FLAT A 3/F FUNG YAT BUILDING  ,32,18/12/2019,4.5,262,399,17176,11278,-,
1376,FLAT E 10/F BLOCK A CHONG YIP CENTRE ,39,17/12/2019,6.65,393,490,16921,13571,2656,122
1377,FLAT G 14/F WAH PO BUILDING  ,42,17/12/2019,7,419,580,16706,12069,-,
1378,FLAT 1 3/F BLOCK C SMITHFIELD TERRACE ,34,17/12/2019,5.7,281,370,20285,15405,7035,530
1379,FLAT A 6/F PANVIEW COURT  ,24,16/12/2019,4,187,320,21390,12500,1797,29
1380,FLAT D 7/F LAI ON BUILDING  ,45,16/12/2019,5,329,-,15198,-,-,
1381,FLAT F 3/F VIKING COURT  ,33,13/12/2019,4.8,270,343,17778,13994,3612,201
1382,FLAT D 7/F CADOGAN  ,6,13/12/2019,9.28,410,530,22634,17509,1114,17
1383,NO. 501(REAR) 5/F MEI SHING MANSION  ,55,13/12/2019,4.08,355,-,11493,-,2097,48
1384,FLAT 2 6/F ONE SOUTH LANE  ,4,13/12/2019,6.5,244,-,26639,-,1890,24
1385,FLAT B 4/F WEALTH BUILDING  ,42,13/12/2019,6.25,355,450,17606,13889,5328,558
1386,FLAT E 9/F CADOGAN  ,6,12/12/2019,17.35,733,959,23670,18092,2531,35
1387,NO. 33 4/F 31-33 FIRST STREET  ,46,12/12/2019,5.15,304,-,16941,-,-,
1388,FLAT B 15/F LA MAISON DU NORD  ,17,11/12/2019,7.5,344,518,21802,14479,2684,76
1389,FLAT A 5/F MANHATTAN HEIGHTS  ,20,11/12/2019,8.5,434,623,19585,13644,1366,24
1390,FLAT C 21/F SHUN TAI BUILDING  ,28,11/12/2019,5.75,295,475,19492,12105,3456,146
1391,FLAT E 18/F JADEVIEW COURT  ,27,11/12/2019,7.35,330,451,22273,16297,5290,433
1392,FLAT H 11/F TOWER 3 THE MERTON ,16,11/12/2019,7,313,401,22364,17456,3210,91
1393,FLAT E 32/F TOWER 1 ISLAND CREST ,11,10/12/2019,10.5,462,627,22727,16746,3492,16
1394,FLAT F 22/F HANG YUE BUILDING  ,44,10/12/2019,4.84,274,-,17664,-,3265,142
1395,FLAT F 6/F MANHATTAN HEIGHTS  ,20,10/12/2019,10.3,438,619,23516,16640,1362,31
1396,FLAT C 22/F CADOGAN  ,6,10/12/2019,8.8,375,484,23467,18182,2688,3
1397,FLAT E 40/F MANHATTAN HEIGHTS  ,20,10/12/2019,10.9,438,619,24886,17609,3234,79
1398,FLAT A 7/F WING WAH BUILDING  ,34,10/12/2019,3.4,-,-,-,-,2250,70
1399,FLAT E 6/F WO YICK MANSION  ,26,9/12/2019,6.28,338,491,18580,12790,8635,247
1400,FLAT A 2/F KA FAI COURT  ,32,9/12/2019,6.65,399,523,16667,12715,1193,51
1401,FLAT B 12/F BLOCK 1 ELEGANT GARDEN ,33,9/12/2019,6.5,369,482,17615,13485,3166,98
1402,FLAT E 12/F IMPERIAL KENNEDY  ,4,6/12/2019,9.38,396,506,23687,18538,2194,30
1403,FLAT A 13/F WAH FAI COURT  ,35,6/12/2019,5.15,282,366,18262,14071,5903,731
1404,FLAT C 5/F BLOCK B CHONG YIP CENTRE ,39,6/12/2019,5.95,327,405,18196,14691,-,
1405,FLAT F 8/F JOYFUL BUILDING  ,31,6/12/2019,9.86,579,759,17029,12991,1371,23
1406,FLAT 3 12/F NAN HAI MANSION  ,36,6/12/2019,5.7,316,394,18038,14467,3381,150
1407,FLAT B 7/F PO TAK BUILDING  ,37,6/12/2019,5.48,335,450,16358,12178,4212,218
1408,FLAT 3 14/F BLOCK B HOI TAO BUILDING ,54,5/12/2019,3.6,202,-,17822,-,1201,50
1409,FLAT A 19/F REX BUILDING  ,30,4/12/2019,4.89,244,378,20041,12937,1108,45
1410,FLAT B 5/F KUT CHEUNG MANSION  ,60,4/12/2019,8.76,438,-,20000,-,-,
1411,FLAT D 2/F TAI PAK TERRACE  ,23,3/12/2019,7.3,432,600,16898,12167,2551,55
1412,FLAT G 26/F ONE．ARTLANE  ,1,3/12/2019,7.71,230,-,33503,-,-,-
1413,FLAT 1 15/F BLOCK A KA FU BUILDING ,38,3/12/2019,9.5,527,672,18027,14137,5512,527
1414,FLAT B 4/F BLOCK 2 HOI SING BUILDING ,27,3/12/2019,6.2,307,470,20195,13191,2786,101
1415,NO. 39 15/F FU YIN COURT  ,22,3/12/2019,8.1,474,733,17089,11050,7149,320
1416,FLAT 4 10/F BLOCK A WAH MING CENTRE ,35,2/12/2019,5.68,299,378,18997,15026,1306,44
1417,FLAT B 11/F SHUN TAI BUILDING  ,28,2/12/2019,5.4,252,416,21429,12981,8303,203
1418,FLAT H 3/F HANG YUE BUILDING  ,44,29/11/2019,5.43,381,-,14252,-,3370,159
1419,FLAT A 33/F TOWER 3 HARBOUR VIEW GARDEN ,26,29/11/2019,9.3,405,539,22963,17254,7309,293
1420,FLAT D 7/F BLOCK 2 SMITHFIELD COURT ,35,29/11/2019,7,353,443,19830,15801,3344,154
1421,FLAT 6 2/F LUEN TAK APARTMENTS  ,54,29/11/2019,5.56,410,480,13561,11583,-,
1422,FLAT A 4/F HILL ROAD COURT  ,54,29/11/2019,20.51,678,800,30245,25632,-,
1423,FLAT E 3/F SANG CHEONG BUILDING  ,53,28/11/2019,3.65,252,-,14484,-,2329,44
1424,FLAT 7 5/F BLOCK A PEARL COURT ,40,28/11/2019,7.2,435,505,16552,14257,2078,62
1425,FLAT C 22/F KENSINGTON HILL  ,4,28/11/2019,15.88,569,-,27909,-,1866,36
1426,FLAT D 11/F THE NOVA  ,4,27/11/2019,9.88,394,-,25076,-,1645,22
1427,FLAT F 27/F ONE．ARTLANE  ,1,27/11/2019,9.9,301,-,32903,-,-,-
1428,FLAT K 27/F ONE．ARTLANE  ,1,27/11/2019,9.57,286,-,33474,-,-,-
1429,FLAT B 17/F JADE COURT  ,23,27/11/2019,4.55,-,-,-,-,1105,19
1430,FLAT 1 25/F BLOCK D SMITHFIELD TERRACE ,34,27/11/2019,6,281,370,21352,16216,2577,67
1431,FLAT B 11/F HAU WO COURT  ,34,27/11/2019,6.4,368,530,17391,12075,1227,56
1432,FLAT K 15/F ONE．ARTLANE  ,1,27/11/2019,8.75,286,-,30610,-,-,-
1433,FLAT H 9/F BLOCK 2 CONNAUGHT GARDEN ,35,26/11/2019,6.83,340,450,20088,15178,4221,185
1434,FLAT E 26/F BLOCK 2 ELEGANT GARDEN ,33,26/11/2019,7.6,374,482,20321,15768,5124,352
1435,FLAT D 6/F FOOK MOON BUILDING  ,39,26/11/2019,5.5,313,380,17572,14474,657,3
1436,FLAT A 4/F TOWER 2 KWONG FUNG TERRACE ,27,26/11/2019,8.25,450,566,18333,14576,1316,63
1437,FLAT 5D 4/F KWAN YICK BUILDING PHASE 1 PHASE 1 KWAN YICK BUILDING,46,26/11/2019,4.18,269,-,15539,-,-,
1438,NO. 294 15/F MERIT COURT  ,28,26/11/2019,7.6,447,762,17002,9974,8123,187
1439,FLAT 4 15/F LUEN TAK APARTMENTS  ,54,26/11/2019,6.98,465,580,15011,12034,-,
1440,FLAT A 40/F IVY ON BELCHER'S  ,16,26/11/2019,12,535,752,22430,15957,3939,173
1441,FLAT 6 26/F BLOCK A SMITHFIELD TERRACE ,34,25/11/2019,5.28,221,289,23891,18270,2810,138
1442,FLAT 2 10/F TAK LEE BUILDING  ,34,25/11/2019,4,193,302,20725,13245,719,17
1443,FLAT B4 9/F BLOCK B PHASE 3 KWAN YICK BUILDING,42,22/11/2019,6.9,421,-,16390,-,-,
1444,FLAT F 12/F IMPERIAL KENNEDY  ,4,22/11/2019,13,565,723,23009,17981,2180,27
1445,FLAT B 32/F IMPERIAL KENNEDY  ,4,22/11/2019,14.95,515,659,29029,22686,2178,28
1446,FLAT 1 30/F BLOCK A SMITHFIELD TERRACE ,34,22/11/2019,6,281,370,21352,16216,7005,519
1447,FLAT 14 18/F KWAN YICK BUILDING PHASE 1 PHASE 1 KWAN YICK BUILDING,46,22/11/2019,6.47,370,480,17486,13479,7422,709
1448,FLAT G 10/F IMPERIAL KENNEDY  ,4,22/11/2019,13,552,706,23551,18414,2163,27
1449,FLAT C (NO. 15) 2/F MAY SUN BUILDING  ,56,22/11/2019,6.3,493,-,12779,-,3560,121
1450,FLAT G 18/F ONE．ARTLANE  ,1,22/11/2019,7.25,230,-,31508,-,-,-
1451,FLAT G 7/F ONE．ARTLANE  ,1,22/11/2019,6.8,230,-,29551,-,-,-
1452,FLAT A 7/F CHIN HOM COURT  ,26,21/11/2019,6.05,323,531,18731,11394,8263,186
1453,FLAT E 12/F FEDERATE BUILDING  ,39,21/11/2019,5.84,311,390,18762,14962,1808,40
1454,FLAT K 18/F ONE．ARTLANE  ,1,21/11/2019,8.99,286,-,31433,-,-,-
1455,FLAT A 6/F BLOCK 2 CONNAUGHT GARDEN ,35,21/11/2019,6.98,340,450,20529,15511,1274,49
1456,FLAT A5 17/F BLOCK A BELCHER COURT ,35,21/11/2019,7.05,385,486,18312,14506,3333,137
1457,FLAT G 22/F ONE．ARTLANE  ,1,21/11/2019,7.55,230,-,32837,-,-,-
1458,FLAT C 26/F ONE．ARTLANE  ,1,21/11/2019,8.31,253,-,32838,-,-,-
1459,FLAT B4 10/F BLOCK B PHASE 2 KWAN YICK BUILDING,43,20/11/2019,6.38,397,-,16071,-,5444,461
1460,FLAT D 11/F TO LI GARDEN  ,43,20/11/2019,6.68,418,-,15981,-,3210,168
1461,FLAT 3 18/F BLOCK 2 (B) KAM LING COURT ,41,20/11/2019,4.8,284,400,16901,12000,4968,380
1462,FLAT B 3/F CHESTER COURT  ,33,20/11/2019,7,368,450,19022,15556,2462,64
1463,FLAT F 9/F BLOCK 2 CONNAUGHT GARDEN ,35,19/11/2019,6.79,334,442,20323,15357,4213,230
1464,FLAT A8 3/F BLOCK A PHASE 3 KWAN YICK BUILDING,42,19/11/2019,5.45,374,-,14572,-,1098,31
1465,FLAT J 26/F ONE．ARTLANE  ,1,19/11/2019,7.86,223,-,35242,-,-,-
1466,FLAT K 28/F ONE．ARTLANE  ,1,19/11/2019,9.57,286,-,33472,-,-,-
1467,FLAT 11 3/F SINCERE WESTERN HOUSE  ,55,19/11/2019,7.8,652,-,11963,-,-,
1468,FLAT G 17/F ONE．ARTLANE  ,1,19/11/2019,7.35,230,-,31938,-,-,-
1469,FLAT G 29/F BLOCK 1 CAYMAN RISE ,20,18/11/2019,9,464,588,19397,15306,5340,249
1470,FLAT G 2/F HANG YUE BUILDING  ,44,18/11/2019,4.95,278,380,17806,13026,3230,97
1471,NO. 52 21/F COMFORT COURT  ,28,18/11/2019,5.6,-,-,-,-,2802,52
1472,FLAT B 3/F 33 SANDS STREET  ,44,18/11/2019,4.65,362,-,12845,-,2486,33
1473,FLAT C 9/F JOHNSON MANSION  ,47,18/11/2019,6.6,470,-,14043,-,1227,54
1474,FLAT H 10/F ONE．ARTLANE  ,1,18/11/2019,6.95,224,-,31023,-,-,-
1475,FLAT F 26/F ONE．ARTLANE  ,1,18/11/2019,9.94,301,-,33024,-,-,-
1476,FLAT J 18/F ONE．ARTLANE  ,1,18/11/2019,7.51,223,-,33698,-,-,-
1477,FLAT G 15/F ONE．ARTLANE  ,1,18/11/2019,7.1,230,-,30854,-,-,-
1478,FLAT K 29/F ONE．ARTLANE  ,1,18/11/2019,9.77,286,-,34160,-,-,-
1479,FLAT G 30/F TOWER 2 THE MERTON ,16,18/11/2019,11.92,490,666,24327,17898,3598,147
1480,FLAT A 10/F KING'S HILL  ,3,15/11/2019,9.15,367,-,24932,-,1425,12
1481,FLAT E 29/F SOHO 189  ,8,15/11/2019,13.7,545,727,25138,18845,3012,27
1482,FLAT 1 23/F BLOCK B PEARL COURT ,40,15/11/2019,6.89,395,467,17438,14749,3565,135
1483,FLAT H 18/F ONE．ARTLANE  ,1,15/11/2019,7.4,224,-,33055,-,-,-
1484,FLAT B 37-38/F LUNG CHEUNG GARDEN  ,26,15/11/2019,17,830,1247,20482,13633,4355,172
1485,FLAT B 2/F CLARENCE COURT  ,44,14/11/2019,6.8,438,-,15525,-,8172,212
1486,FLAT C 21/F IMPERIAL TERRACE  ,21,14/11/2019,5.95,250,450,23808,13227,1689,24
1487,FLAT 21 11/F KWAN YICK BUILDING PHASE 1 PHASE 1 KWAN YICK BUILDING,46,14/11/2019,4.28,269,-,15911,-,1593,30
1488,FLAT F 18/F ONE．ARTLANE  ,1,14/11/2019,9.41,301,-,31278,-,-,-
1489,FLAT G 11/F ONE．ARTLANE  ,1,14/11/2019,7,230,-,30420,-,-,-
1490,FLAT D 5/F HILL ROAD COURT  ,54,14/11/2019,14.77,489,850,30200,17374,-,
1491,NO. 124 (FLAT A) 2/F SIU TAK BUILDING  ,54,14/11/2019,11.55,550,-,21000,-,-,
1492,FLAT C 11/F SHUN TAI BUILDING  ,28,13/11/2019,5.6,295,475,18983,11789,4817,297
1493,FLAT 2 15/F BLOCK B PEARL COURT ,40,13/11/2019,8,395,467,20253,17131,7807,382
1494,FLAT H 8/F ONE．ARTLANE  ,1,13/11/2019,6.94,224,-,30997,-,-,-
1495,FLAT B 8/F PANVIEW COURT  ,24,13/11/2019,4.2,187,320,22460,13125,4177,278
1496,FLAT F 11/F TRUE LIGHT BUILDING  ,43,12/11/2019,6.75,417,-,16187,-,-,
1497,FLAT C 34/F BLOCK 3 CONNAUGHT GARDEN ,35,12/11/2019,8.08,334,442,24192,18281,2441,50
1498,FLAT A 12/F ROCKSON MANSION  ,38,12/11/2019,4.46,237,380,18819,11737,-,
1499,FLAT C 1/F HILL ROAD COURT  ,54,12/11/2019,14.8,490,700,30200,21140,-,
1500,FLAT C 7/F HILL ROAD COURT   (with flat roof),54,12/11/2019,32.19,891,-,36126,-,8295,592
1501,FLAT C 4/F HILL ROAD COURT  ,54,12/11/2019,14.8,490,-,30200,-,-,
1502,FLAT C 5/F HILL ROAD COURT  ,54,12/11/2019,14.8,490,-,30200,-,-,
1503,FLAT B 7/F HILL ROAD COURT   (with roof),54,12/11/2019,21.99,614,-,35822,-,8881,646
1504,FLAT D G/F HILL ROAD COURT  ,54,12/11/2019,14.04,489,-,28718,-,3876,726
1505,FLAT F 27/F BOHEMIAN HOUSE  ,3,11/11/2019,6.9,297,-,23232,-,1206,1
1506,FLAT B 26/F ONE．ARTLANE  ,1,11/11/2019,8.44,257,-,32855,-,-,-
1507,FLAT C 36/F TOWER 1 ISLAND CREST ,11,11/11/2019,20.3,763,1036,26606,19595,3284,16
1508,FLAT E 27/F IMPERIAL KENNEDY  ,4,11/11/2019,16,606,776,26403,20619,1631,12
1509,FLAT A 1/F KUI YAN COURT  ,30,8/11/2019,8.2,381,533,21522,15385,3014,64
1510,FLAT A 16/F TUNG WAI GARDEN  ,27,8/11/2019,5.3,316,494,16772,10729,4916,302
1511,FLAT 8 (NO. 425K REAR) 10/F NO. 425G - 425K WING WAH MANSION ,58,8/11/2019,5.1,457,-,11160,-,-,
1512,FLAT C 4/F BLOCK 2 YUE SUN MANSION ,34,8/11/2019,7.9,408,538,19363,14684,1736,22
1513,FLAT 7B 12/F KWAN YICK BUILDING PHASE 1 PHASE 1 KWAN YICK BUILDING,46,8/11/2019,4.45,269,-,16543,-,7902,642
1514,FLAT H 7/F ONE．ARTLANE  ,1,8/11/2019,6.8,224,-,30343,-,-,-
1515,FLAT C 25/F ONE．ARTLANE  ,1,8/11/2019,8.34,253,-,32956,-,-,-
1516,FLAT G 28/F ONE．ARTLANE  ,1,8/11/2019,7.83,230,-,34055,-,-,-
1517,FLAT B 23/F VIKING COURT  ,33,8/11/2019,6.59,324,445,20340,14809,1101,44
1518,FLAT J 12/F ONE．ARTLANE  ,1,8/11/2019,7.16,223,-,32129,-,-,-
1519,FLAT C 23/F ONE．ARTLANE  ,1,8/11/2019,8.2,253,-,32401,-,-,-
1520,FLAT D 23/F ONE．ARTLANE  ,1,8/11/2019,8.31,259,-,32104,-,-,-
1521,FLAT D 9/F WING CHEUNG BUILDING  ,33,8/11/2019,6,295,391,20339,15345,3066,114
1522,FLAT 8 16/F HANG SING MANSION  ,48,7/11/2019,6.68,390,-,17128,-,3518,188
1523,FLAT A 16/F ON FAT BUILDING  ,47,7/11/2019,5.65,408,507,13848,11144,-,
1524,FLAT G 16/F ONE．ARTLANE  ,1,7/11/2019,7.15,230,-,31074,-,-,-
1525,FLAT C 22/F EIGHT SOUTH LANE  ,5,7/11/2019,7.45,304,-,24507,-,1863,10
1526,FLAT B 10/F WING CHEUNG BUILDING  ,33,7/11/2019,5.1,273,369,18681,13821,-,
1527,NO. 408A/B (FRONT) 6/F DES VOEUX ROAD WEST BUILDING  ,58,7/11/2019,8,650,-,12308,-,2596,75
1528,FLAT 6 11/F BLOCK 1 (A) KAM LING COURT ,41,7/11/2019,6,382,480,15707,12500,8041,211
1529,NO. 33A G/F 33-33A POK FU LAM ROAD  ,59,7/11/2019,13.73,654,-,21000,-,-,
1530,FLAT C 16/F AXEFORD VILLA  ,26,6/11/2019,6.5,348,545,18678,11927,6946,321
1531,FLAT D 10/F HANG YUE BUILDING  ,44,6/11/2019,5.15,288,400,17882,12875,8383,285
1532,FLAT J 28/F ONE．ARTLANE  ,1,6/11/2019,7.99,223,-,35833,-,-,-
1533,FLAT D 21/F FOOK ON MANSION  ,40,6/11/2019,5.4,318,406,16981,13300,6237,535
1534,NO. 374 1/F 372-374 QUEEN'S ROAD WEST  ,52,6/11/2019,7.5,429,-,17483,-,-,
1535,FLAT C 6/F KELLEY COURT  ,54,6/11/2019,4.4,290,-,15172,-,-,
1536,FLAT D 6/F HILL ROAD COURT  ,54,5/11/2019,14.77,489,-,30200,-,-,
1537,FLAT C 6/F HILL ROAD COURT  ,54,5/11/2019,14.8,490,-,30200,-,-,
1538,FLAT A 1/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,-,30245,-,6217,0
1539,FLAT A 2/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,850,30245,24124,8532,695
1540,FLAT C 2/F HILL ROAD COURT  ,54,5/11/2019,14.8,490,-,30200,-,7286,0
1541,FLAT D 2/F HILL ROAD COURT  ,54,5/11/2019,14.77,489,-,30200,-,-,
1542,FLAT A 5/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,800,30245,25632,7114,0
1543,FLAT B 6/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,-,30245,-,-,
1544,FLAT B 1/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,800,30245,25632,-,
1545,FLAT C 3/F HILL ROAD COURT  ,54,5/11/2019,14.8,490,850,30200,17409,-,
1546,FLAT D 1/F HILL ROAD COURT  ,54,5/11/2019,14.77,489,650,30200,22720,-,
1547,FLAT A 7/F HILL ROAD COURT   (with roof),54,5/11/2019,22.09,-,850,-,25993,8597,662
1548,FLAT B 2/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,-,30245,-,-,
1549,FLAT D 3/F HILL ROAD COURT  ,54,5/11/2019,14.77,489,850,30200,17374,-,
1550,FLAT D 4/F HILL ROAD COURT  ,54,5/11/2019,14.77,489,705,30200,20947,-,
1551,FLAT B5 19/F BLOCK B PHASE 3 KWAN YICK BUILDING,42,5/11/2019,6.3,374,-,16845,-,3145,130
1552,FLAT A 6/F HILL ROAD COURT  ,54,5/11/2019,21.01,678,-,30982,-,-,
1553,FLAT B 5/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,850,30245,24124,-,
1554,FLAT A 3/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,850,30245,24124,-,
1555,FLAT B 4/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,850,30245,24124,4242,578
1556,FLAT B 3/F HILL ROAD COURT  ,54,5/11/2019,20.51,678,-,30245,-,-,
1557,FLAT B 11/F NAN SANG BUILDING  ,42,5/11/2019,7.2,451,-,15965,-,7787,620
1558,FLAT C 9/F YEN FOOK BUILDING (MANSION)  ,38,4/11/2019,5.2,278,380,18705,13684,2323,54
1559,FLAT B 13/F BLOCK 1 CONNAUGHT GARDEN ,35,1/11/2019,7.2,334,442,21557,16290,4470,289
1560,FLAT B1 12/F BLOCK B BELCHER COURT ,35,31/10/2019,6.85,374,479,18316,14301,-,
1561,FLAT C 2/F 224-226 DES VOEUX ROAD WEST  ,54,30/10/2019,4.7,307,-,15309,-,6142,900
1562,FLAT C 10/F KO NGA COURT  ,27,30/10/2019,7,311,423,22508,16548,1069,23
1563,NO. 124 (FLAT A) 3/F SIU TAK BUILDING  ,54,30/10/2019,11.5,550,-,20909,-,-,
1564,FLAT A 35/F BELCHER'S HILL  ,9,30/10/2019,18.3,715,969,25594,18885,3534,97
1565,NO. 124 (FLAT A) 7/F SIU TAK BUILDING   (with roof),54,30/10/2019,14.7,550,-,26727,-,-,
1566,NO. 126 (FLAT B) 7/F SIU TAK BUILDING  ,54,30/10/2019,10.21,485,-,21043,-,-,
1567,NO. 124 (FLAT A) 6/F SIU TAK BUILDING  ,54,30/10/2019,11.55,550,-,21000,-,-,
1568,NO. 126 (FLAT B) 4/F SIU TAK BUILDING  ,54,30/10/2019,10.21,485,-,21043,-,-,
1569,NO. 124 (FLAT A) 1/F SIU TAK BUILDING  ,54,30/10/2019,15,550,-,27273,-,-,
1570,NO. 124 (FLAT A) 4/F SIU TAK BUILDING  ,54,30/10/2019,15,550,-,27273,-,-,
1571,NO. 126 (FLAT B) 5/F SIU TAK BUILDING  ,54,30/10/2019,10.21,485,-,21043,-,-,
1572,NO. 126 (FLAT B) 3/F SIU TAK BUILDING  ,54,30/10/2019,10.21,485,-,21043,-,-,
1573,FLAT F 13/F ON FAT BUILDING  ,47,29/10/2019,5,362,461,13812,10846,-,
1574,FLAT B3 2/F BLOCK B BELCHER COURT ,35,29/10/2019,5.6,385,486,14545,11523,-,
1575,FLAT C 12/F TOWER 3 THE MERTON ,16,28/10/2019,7,313,401,22364,17456,4453,238
1576,FLAT D 8/F HANG (HAN) YU BUILDING  ,40,28/10/2019,4.85,265,338,18302,14349,1736,22
1577,FLAT A 8/F HING HON BUILDING  ,47,28/10/2019,13.8,727,850,18982,16235,1463,38
1578,FLAT B 4/F SANDS BUILDING  ,46,28/10/2019,5.96,442,527,13473,11300,2450,61
1579,FLAT A3 16/F BLOCK A PHASE 3 KWAN YICK BUILDING,42,28/10/2019,5.53,374,480,14786,11521,-,
1580,FLAT B 6/F TIN HING BUILDING (MANSION)  ,54,28/10/2019,6.98,498,-,14016,-,4801,507
1581,FLAT B 8/F MARKFIELD BUILDING  ,30,25/10/2019,8.33,524,668,15897,12470,6791,304
1582,FLAT A 31/F ONE．ARTLANE  ,1,24/10/2019,15.31,421,-,36355,-,-,-
1583,FLAT 21B 19/F KWAN YICK BUILDING PHASE 1 PHASE 1 KWAN YICK BUILDING,46,24/10/2019,5.3,354,-,14972,-,-,
1584,FLAT A 9/F WO FAT BUILDING  ,45,24/10/2019,5.3,258,-,20543,-,2615,99
1585,FLAT D 7/F KING'S BUILDING  ,37,23/10/2019,5.58,314,402,17771,13881,2960,124
1586,FLAT B 6/F SIU YEE BUILDING  ,43,23/10/2019,5.8,334,-,17365,-,2701,90
1587,FLAT C 15/F MANIFOLD COURT  ,40,22/10/2019,6,381,568,15748,10563,3759,190
