,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
0,FLAT C 33/F TOWER 6 OCEAN VIEW ,17,23/12/2020,8.08,490,655,16490,12336,1697,37
1,FLAT E 25/F TOWER 1 THE WATERSIDE ,23,23/12/2020,7.2,483,690,14907,10435,4249,220
2,FLAT A 7/F TOWER 6 LAKE SILVER ,11,23/12/2020,22.2,1564,2052,14194,10819,1536,25
3,FLAT D 11/F BLOCK 5 PHASE 1 DOUBLE COVE,7,23/12/2020,11.98,799,1038,14994,11541,2461,44
4,FLAT E 11/F BLOCK 2 FOK ON GARDEN ,28,23/12/2020,7,592,721,11824,9709,-,
5,FLAT H 4/F BLOCK 4 PHASE 5 THE TOLO PLACE SUNSHINE CITY,24,22/12/2020,8.5,649,824,13097,10316,4812,256
6,FLAT 3 28/F KAM YEE HOUSE (BLOCK K) KAM YING COURT ,29,22/12/2020,5.05,401,514,12594,9825,-,
7,FLAT 2 4/F BLOCK P PHASE 3 SUNSHINE CITY,26,22/12/2020,5.85,337,451,17359,12971,2342,63
8,FLAT 7 23/F KAM LAN HOUSE (BLOCK J) KAM FUNG COURT ,24,21/12/2020,5.48,540,738,10148,7425,-,
9,FLAT F 23/F BLOCK 7 MONTE VISTA ,20,21/12/2020,10,751,963,13316,10384,5725,186
10,FLAT E 18/F BLOCK 2 LA COSTA ,16,21/12/2020,11.68,811,1087,14402,10745,1837,34
11,FLAT 16 19/F KAM HUEN HOUSE (BLOCK F) KAM FUNG COURT ,23,21/12/2020,8,642,883,12461,9060,-,
12,FLAT D 7/F BLOCK 2 VILLA ATHENA ,26,21/12/2020,9.5,727,901,13067,10544,2403,41
13,FLAT H 27/F BLOCK 1 FU FAI GARDEN ,29,21/12/2020,7.46,570,701,13088,10642,-,
14,FLAT C 32/F BLOCK 2 PHASE 1 DOUBLE COVE,7,21/12/2020,8.92,548,706,16277,12635,1578,25
15,FLAT E 29/F BLOCK 11 SADDLE RIDGE GARDEN ,27,21/12/2020,5.4,431,502,12529,10757,-,
16,FLAT D 7/F BLOCK 5 PHASE 1 DOUBLE COVE,7,21/12/2020,11.85,798,1035,14850,11449,2453,44
17,FLAT A06 20/F TOWER 1 THE MET. BLOSSOM ,3,21/12/2020,5,283,-,17668,-,1554,21
18,FLAT E 21/F BLOCK 5 BAYCREST ,20,21/12/2020,8.82,605,808,14579,10916,7398,207
19,FLAT B 2/F TOWER 2A SEANORAMA ,2,21/12/2020,25.2,1660,-,15181,-,-,-
20,FLAT E 30/F BLOCK 21 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,21/12/2020,8,498,-,16064,-,2492,46
21,FLAT B 25/F TOWER 6 PHASE 2 VISTA PARADISO,21,18/12/2020,8,526,656,15209,12195,8384,111
22,FLAT K 6/F BLOCK 12 SADDLE RIDGE GARDEN ,27,18/12/2020,2.75,431,502,6381,5478,-,
23,FLAT 2 3/F KAM WEI HOUSE (BLOCK E) KAM TAI COURT ,20,18/12/2020,6.78,650,-,10431,-,-,
24,FLAT B 3/F TOWER 4 PHASE 2 VISTA PARADISO,21,18/12/2020,9.2,748,930,12299,9892,2751,63
25,FLAT A 12/F CEDAR COURT TOWER 1 PHASE 1 ST. BARTHS,1,18/12/2020,34.91,1353,-,25800,-,-,-
26,FLAT D 29/F BLOCK 5 MONTE VISTA ,20,18/12/2020,8.55,693,892,12338,9585,4904,185
27,FLAT F 12/F BLOCK 1 LA COSTA ,16,18/12/2020,7.5,492,678,15244,11062,4860,213
28,FLAT A03 20/F TOWER 1 THE MET. BLOSSOM ,3,18/12/2020,4,238,-,16807,-,1554,10
29,FLAT H 18/F BLOCK 3 CHEVALIER GARDEN ,33,17/12/2020,4.4,590,665,7454,6614,-,
30,FLAT A 7/F TOWER 1 THE ENTRANCE ,1,17/12/2020,34.9,1615,-,21610,-,-,-
31,FLAT B 5/F TOWER 4 PHASE 2 VISTA PARADISO,21,17/12/2020,9.15,748,930,12233,9839,2367,49
32,FLAT 3 32/F KAM FOON HOUSE (BLOCK A) KAM HAY COURT ,30,17/12/2020,5.43,401,515,13541,10544,-,
33,FLAT B 29/F TOWER 7A OCEANAIRE ,9,17/12/2020,8.5,756,995,11243,8543,3704,47
34,FLAT G 9/F BLOCK 2 PHASE 1 DOUBLE COVE,7,17/12/2020,7.98,491,638,16253,12508,2618,61
35,FLAT D 16/F BLOCK 7 VILLA ATHENA ,26,16/12/2020,9.98,727,901,13728,11077,2754,51
36,FLAT C 25/F BLOCK 11 MONTE VISTA ,20,16/12/2020,9.45,765,985,12353,9594,3796,122
37,FLAT 4 28/F BLOCK G PHASE 4 SUNSHINE CITY,26,16/12/2020,9.3,618,830,15049,11205,2767,66
38,FLAT G 11/F BLOCK 23 PHASE 3 DOUBLE COVE STARVIEW P DOUBLE COVE,5,16/12/2020,9.58,564,-,16986,-,2206,21
39,FLAT G 29/F BLOCK 1 PHASE 1 DOUBLE COVE,7,16/12/2020,7.64,521,643,14660,11879,2977,30
40,FLAT D 1/F TOWER 3 ALTISSIMO ,0,16/12/2020,8.67,525,-,16512,-,-,-
41,FLAT A02 16/F TOWER 2 THE MET. BLOSSOM ,3,16/12/2020,4.15,221,-,18778,-,1551,34
42,FLAT B 9/F TOWER 3 BAYSHORE TOWERS ,26,16/12/2020,6.4,426,576,15023,11111,4793,237
43,FLAT G 9/F TOWER 3 PHASE 1 VISTA PARADISO,22,16/12/2020,7.9,788,977,10025,8086,3009,34
44,FLAT F 61/F TOWER 3 LAKE SILVER ,11,16/12/2020,8.6,552,723,15580,11895,4197,153
45,FLAT 7 12/F BLOCK F PHASE 4 SUNSHINE CITY,26,16/12/2020,6.25,363,496,17218,12601,3603,140
46,FLAT A 21/F TOWER 1 THE WATERSIDE ,23,15/12/2020,10,779,1053,12837,9497,3805,109
47,FLAT 4 24/F BLOCK B PHASE 1 SUNSHINE CITY,27,15/12/2020,7.8,568,687,13732,11354,4271,206
48,FLAT D 26/F BLOCK 2 FU FAI GARDEN ,29,15/12/2020,7.5,570,701,13158,10699,-,
49,FLAT A 20/F BLOCK 1 PHASE 5 THE TOLO PLACE SUNSHINE CITY,24,15/12/2020,15.6,932,1223,16738,12756,6990,343
50,FLAT F 21/F BLOCK 18 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,15/12/2020,8.18,490,-,16694,-,2493,50
51,FLAT A 12/F TOWER 5A OCEANAIRE ,9,15/12/2020,9.6,785,1025,12229,9366,1068,1
52,FLAT D 28/F BLOCK 2 PHASE 1 DOUBLE COVE,7,14/12/2020,12.36,798,1037,15489,11919,2402,26
53,FLAT C 10/F TOWER 4 MA ON SHAN CENTRE ,26,14/12/2020,6.27,375,506,16720,12391,1522,23
54,FLAT 3 34/F YUK ON HOUSE (BLOCK A) KAM ON COURT ,33,14/12/2020,5.3,401,512,13217,10352,-,
55,FLAT F 15/F TOWER 8 LAKE SILVER ,11,14/12/2020,8.28,541,711,15305,11646,4207,147
56,FLAT B 10/F TOWER 6B OCEANAIRE ,9,14/12/2020,10.1,752,991,13431,10192,2625,53
57,FLAT B 6/F BLOCK 2 VILLA OCEANIA ,22,14/12/2020,12.1,1066,1375,11351,8800,4012,78
58,FLAT C 11/F BLOCK 14 CHEVALIER GARDEN ,32,14/12/2020,6.42,590,665,10881,9654,-,
59,FLAT D 11/F TOWER 2A OCEANAIRE ,9,14/12/2020,9,665,875,13534,10286,3698,105
60,FLAT A05 5/F TOWER 2 THE MET. BLISS ,3,11/12/2020,4.26,225,-,18933,-,1503,19
61,FLAT E 21/F BLOCK 1 (TOWER A) MARBELLA ,19,11/12/2020,7.18,487,664,14743,10813,4917,199
62,FLAT D 10/F BLOCK 19 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,11/12/2020,7.96,496,-,16048,-,2510,70
63,FLAT D 3/F BLOCK 3 MONTE VISTA ,20,11/12/2020,7.85,681,875,11527,8971,2383,37
64,FLAT G 26/F BLOCK 7 SADDLE RIDGE GARDEN ,27,11/12/2020,6.69,592,691,11306,9686,-,
65,FLAT G 2/F TOWER 1 BAYSHORE TOWERS ,26,11/12/2020,6.88,424,573,16226,12007,1742,38
66,FLAT 3 32/F KAM HO HOUSE (BLOCK H) KAM FUNG COURT ,24,11/12/2020,4.88,422,578,11564,8443,-,
67,FLAT B 10/F TOWER 7 SAUSALITO ,13,11/12/2020,7.4,483,649,15321,11402,5079,199
68,FLAT B 18/F TOWER 2 OCEAN VIEW ,17,10/12/2020,12.3,783,1050,15709,11714,4787,147
69,FLAT B 6/F TOWER 3 THE ENTRANCE ,1,10/12/2020,17.56,922,-,19046,-,-,-
70,FLAT 9 19/F KAM MEI HOUSE (BLOCK G) KAM FUNG COURT ,23,10/12/2020,4.38,431,571,10162,7671,-,
71,FLAT D 11/F TOWER 2 OCEAN VIEW ,17,10/12/2020,10.2,686,920,14869,11087,3963,129
72,FLAT 6 23/F BLOCK E PHASE 4 SUNSHINE CITY,26,10/12/2020,5.9,338,461,17456,12798,-,
73,FLAT B 16/F BLOCK 20 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,10/12/2020,9.78,564,-,17340,-,2491,45
74,FLAT A 28/F TOWER 3 PHASE 1 VISTA PARADISO,22,10/12/2020,11.08,788,977,14061,11341,1765,34
75,FLAT 8 5/F BLOCK B PHASE 1 SUNSHINE CITY,27,9/12/2020,7.28,568,687,12817,10597,2188,39
76,FLAT 1 26/F KAM SHING HOUSE (BLOCK D) KAM TAI COURT ,20,9/12/2020,6.65,650,829,10231,8022,-,
77,FLAT 7 28/F BLOCK A PHASE 1 SUNSHINE CITY,27,9/12/2020,6.22,348,425,17874,14635,3895,213
78,FLAT D 23/F TOWER 5 SAUSALITO ,13,9/12/2020,7.8,523,699,14914,11159,3203,103
79,FLAT B05 6/F TOWER 1 THE MET. BLISS ,3,9/12/2020,4.18,220,-,19000,-,1490,24
80,FLAT C 29/F TOWER 1 LAKE SILVER ,11,9/12/2020,13.28,887,1159,14972,11458,4193,115
81,FLAT D 12/F TOWER 5 LAKE SILVER ,11,9/12/2020,11.7,798,1046,14662,11185,1578,34
82,FLAT A08 26/F TOWER 1 THE MET. BLOSSOM ,3,9/12/2020,5.6,296,-,18919,-,1548,30
83,FLAT A 7/F BLOCK 5 VILLA OCEANIA ,22,8/12/2020,13.6,954,1225,14256,11102,8273,105
84,FLAT B 20/F BLOCK 4 VILLA ATHENA ,26,8/12/2020,9.98,874,1068,11419,9345,3584,54
85,FLAT B 9/F TOWER 2B OCEANAIRE ,9,8/12/2020,11.68,848,1107,13774,10551,2135,32
86,FLAT A 10/F TOWER 2 BAYSHORE TOWERS ,26,8/12/2020,8.89,560,750,15871,11851,4340,229
87,FLAT B 9/F BLOCK 7 PHASE 4 DOUBLE COVE GRANDVIEW DOUBLE COVE,4,8/12/2020,9.08,569,-,15958,-,1575,16
88,FLAT C 23/F BLOCK 1 MONTE VISTA ,20,8/12/2020,10.75,816,1042,13174,10317,4564,151
89,FLAT C 6/F BLOCK 23 PHASE 3 DOUBLE COVE STARVIEW P DOUBLE COVE,5,8/12/2020,7.83,511,-,15323,-,2221,28
90,FLAT B 12/F BLOCK 1 VILLA ATHENA ,26,8/12/2020,10.87,874,1068,12439,10180,8774,67
91,FLAT B 1/F TOWER 2 THE ENTRANCE ,1,8/12/2020,16.79,1137,-,14767,-,-,-
92,FLAT G 5/F TOWER 2 LAKE SILVER ,11,8/12/2020,9.35,549,718,17031,13022,4158,82
93,FLAT B 27/F BLOCK 1 MONTE VISTA ,20,7/12/2020,9.8,833,1071,11765,9150,7430,178
94,FLAT C 5/F TOWER 3A SEANORAMA ,2,7/12/2020,9.92,780,-,12718,-,1337,-15
95,FLAT E 23/F BLOCK 3 MOUNTAIN SHORE ,20,4/12/2020,6.9,501,670,13772,10299,3238,131
96,FLAT C 37/F TOWER 2 MA ON SHAN CENTRE ,26,4/12/2020,6.58,364,492,18077,13374,1729,65
97,FLAT C 19/F BLOCK 8 MONTE VISTA ,20,4/12/2020,7,521,678,13436,10324,1542,26
98,FLAT 2 34/F KAM MAN HOUSE (BLOCK L) KAM TAI COURT ,20,3/12/2020,5.11,526,736,9715,6943,-,
99,FLAT F 9/F TOWER 5 PHASE 2 VISTA PARADISO,21,3/12/2020,6.8,490,608,13878,11184,5242,226
100,FLAT A 16/F BLOCK 5 MOUNTAIN SHORE ,20,3/12/2020,9.45,646,830,14628,11386,2857,69
101,FLAT 5 26/F HENG FUNG HOUSE (BLOCK 3) HENG ON ESTATE ,0,3/12/2020,3.08,489,629,6299,4897,-,
102,FLAT E 12/F BLOCK 2 PHASE 1 DOUBLE COVE,7,3/12/2020,10,797,1035,12547,9662,2982,8
103,FLAT F 27/F TOWER 5 LAKE SILVER ,11,3/12/2020,10,700,918,14286,10893,645,11
104,FLAT E 31/F TOWER 4 PARK BELVEDERE ,22,3/12/2020,7.2,606,822,11881,8759,-,
105,FLAT E 25/F BLOCK 22 PHASE 3 DOUBLE COVE STARVIEW P DOUBLE COVE,5,3/12/2020,8,498,-,16064,-,2226,31
106,FLAT F 15/F TOWER 1 LAKE SILVER ,11,3/12/2020,7.5,535,700,14019,10714,3944,103
107,FLAT 6 17/F KAM HO HOUSE (BLOCK H) KAM FUNG COURT ,24,2/12/2020,6.78,543,742,12486,9137,-,
108,FLAT F 11/F TOWER 1 MA ON SHAN CENTRE ,26,2/12/2020,5.8,375,506,15467,11462,2467,54
109,FLAT A 25/F BLOCK 1 LA COSTA ,16,2/12/2020,9.04,540,736,16737,12280,6475,309
110,FLAT B 8/F BLOCK 18 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,2/12/2020,9.35,546,-,17125,-,2489,39
111,FLAT D 23/F BLOCK 9 SADDLE RIDGE GARDEN ,27,2/12/2020,4.2,583,681,7204,6167,-,
112,FLAT 9 28/F KAM CHI HOUSE (BLOCK D) KAM YING COURT ,29,2/12/2020,5.85,554,711,10560,8228,-,
113,FLAT A 10/F TOWER 1 ALTISSIMO ,0,2/12/2020,35,1431,-,24458,-,-,-
114,FLAT C 31/F BLOCK 1 LA COSTA ,16,2/12/2020,8.2,516,724,15891,11326,6232,303
115,FLAT F 29/F BLOCK 21 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,2/12/2020,8.2,489,-,16769,-,2485,50
116,FLAT B 16/F TOWER 1 MA ON SHAN CENTRE ,26,1/12/2020,6.25,364,494,17170,12652,1467,28
117,FLAT C 7/F BLOCK 25 PHASE 3 DOUBLE COVE STARVIEW P DOUBLE COVE,5,1/12/2020,7.85,511,-,15362,-,2225,32
118,FLAT B 10/F TOWER 6 LAKE SILVER ,11,1/12/2020,23.35,1856,2416,12581,9665,3690,44
119,FLAT C 23/F TOWER 1 THE WATERSIDE ,23,1/12/2020,9,696,945,12931,9524,6738,245
120,FLAT C 23/F TOWER 1 THE WATERSIDE ,23,1/12/2020,9,696,945,12931,9524,6738,245
121,FLAT B 9/F BLOCK 17 PHASE 3 DOUBLE COVE STARVIEW P DOUBLE COVE,5,1/12/2020,13.68,811,-,16868,-,1820,15
122,FLAT D 2/F TOWER 3 ALTISSIMO ,0,1/12/2020,8.54,525,-,16272,-,-,-
123,FLAT F 25/F TOWER 2 THE WATERSIDE ,23,1/12/2020,7.35,482,670,15249,10970,1218,13
124,FLAT F 25/F TOWER 4 BAYSHORE TOWERS ,26,1/12/2020,9.6,567,757,16931,12682,4207,167
125,FLAT G 16/F BLOCK 1 LA COSTA ,16,1/12/2020,7.4,493,678,15006,10912,6570,274
126,FLAT C 26/F BLOCK 6 MONTE VISTA ,20,1/12/2020,9.98,816,1049,12230,9514,4921,174
127,FLAT F 35/F TOWER 6 LAKE SILVER ,11,30/11/2020,9.3,615,805,15122,11553,1256,11
128,FLAT 3 34/F KAM KAI HOUSE (BLOCK B) KAM YING COURT ,29,30/11/2020,4.92,401,514,12269,9572,-,
129,FLAT H 18/F TOWER 5 LAKE SILVER ,11,30/11/2020,8.33,573,753,14538,11062,2301,43
130,FLAT G 30/F TOWER 1 MA ON SHAN CENTRE ,26,30/11/2020,6.15,375,508,16400,12106,2726,62
131,FLAT G 9/F BLOCK 1 PHASE 1 DOUBLE COVE,7,30/11/2020,8.2,511,663,16047,12368,2983,63
132,FLAT D 28/F BLOCK 3 MOUNTAIN SHORE ,20,30/11/2020,7.49,510,670,14676,11172,5527,282
133,FLAT B 7/F TOWER 1 BAYSHORE TOWERS ,26,30/11/2020,6.72,396,531,16970,12655,5838,288
134,FLAT B 6/F TOWER 5 LAKE SILVER ,11,30/11/2020,9.87,690,905,14301,10904,1305,15
135,FLAT 3 11/F BLOCK L PHASE 4 SUNSHINE CITY,26,30/11/2020,6,363,491,16529,12220,3166,108
136,FLAT D 2/F TOWER 3A SEANORAMA ,2,27/11/2020,11.4,780,-,14615,-,1338,-15
137,FLAT G 8/F BLOCK 4 MOUNTAIN SHORE ,20,27/11/2020,6.82,482,610,14149,11180,3712,170
138,FLAT F 36/F BLOCK 21 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,27/11/2020,8.95,471,-,19011,-,-,-
139,FLAT H 18/F BLOCK 2 CHEVALIER GARDEN ,33,27/11/2020,6.4,590,665,10847,9624,-,
140,FLAT B07 25/F TOWER 1 THE MET. BLOSSOM ,3,27/11/2020,5.46,296,-,18446,-,1531,31
141,FLAT B01 7/F TOWER 1 THE MET. BLISS ,3,26/11/2020,4.05,229,-,17686,-,1483,21
142,FLAT G 36/F TOWER 2 LAKE SILVER ,11,26/11/2020,8,549,718,14572,11142,4185,155
143,FLAT D 8/F TOWER 6 BAYSHORE TOWERS ,26,26/11/2020,7.3,438,578,16667,12630,1319,26
144,FLAT 4 15/F BLOCK P PHASE 3 SUNSHINE CITY,26,26/11/2020,6.08,361,486,16842,12510,2944,93
145,FLAT E 22/F BLOCK 22 PHASE 3 DOUBLE COVE STARVIEW P DOUBLE COVE,5,26/11/2020,7.78,497,-,15654,-,2213,34
146,FLAT 14 31/F KAM LING HOUSE (BLOCK B) KAM FUNG COURT ,24,25/11/2020,4.69,431,593,10882,7909,-,
147,FLAT D 22/F TOWER 6 SAUSALITO ,13,25/11/2020,7.88,512,683,15391,11537,1974,30
148,FLAT 14 31/F KAM LEI HOUSE (BLOCK D) KAM FUNG COURT ,24,25/11/2020,5,428,574,11682,8711,-,
149,FLAT D 38/F TOWER 8 LAKE SILVER ,11,25/11/2020,8.98,543,713,16538,12595,4178,106
150,FLAT 6 14/F KAM LAI HOUSE (BLOCK F) KAM TAI COURT ,20,25/11/2020,6.65,650,847,10231,7851,-,
151,FLAT A 10/F BLOCK 2 MONTE VISTA ,20,25/11/2020,8.15,681,875,11968,9314,7415,195
152,FLAT C 17/F TOWER 7 LAKE SILVER ,11,25/11/2020,11.68,762,999,15328,11692,4019,109
153,FLAT B05 8/F TOWER 1 THE MET. BLOSSOM ,3,24/11/2020,7.03,411,-,17105,-,1533,19
154,FLAT D 7/F TOWER 5B OCEANAIRE ,9,24/11/2020,9.73,736,967,13220,10062,3694,100
155,FLAT C 15/F BLOCK 6 BAYCREST ,20,24/11/2020,9.5,602,797,15781,11920,3150,91
156,FLAT D 9/F BLOCK 21 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,24/11/2020,8.1,496,-,16331,-,2479,63
157,FLAT D 18/F TOWER 5B OCEANAIRE ,9,24/11/2020,9.9,736,967,13451,10238,1813,28
158,FLAT A 9/F TOWER 6 OCEAN VIEW ,17,23/11/2020,7.2,492,657,14634,10959,3779,113
159,FLAT E 20/F TOWER 3 OCEAN VIEW ,17,23/11/2020,7.39,474,635,15586,11635,4099,185
160,FLAT H 22/F TOWER 8 LAKE SILVER ,11,23/11/2020,8.8,690,909,12754,9681,3556,64
161,FLAT J 8/F BLOCK 6 CHEVALIER GARDEN ,33,23/11/2020,3.39,484,546,7004,6209,-,
162,FLAT 7 18/F KAM CHING HOUSE (BLOCK G) KAM TAI COURT ,20,23/11/2020,5.15,506,668,10178,7710,-,
163,FLAT B 9/F BLOCK 2 MOUNTAIN SHORE ,20,23/11/2020,9.08,653,862,13905,10534,6751,314
164,FLAT B 10/F BLOCK 5 VILLA ATHENA ,26,23/11/2020,11.2,874,1068,12815,10487,1994,24
165,FLAT D 26/F TOWER 2 PHASE 1 VISTA PARADISO,22,23/11/2020,9,733,906,12278,9934,8491,46
166,FLAT D 12/F BLOCK 6 PHASE 4 DOUBLE COVE GRANDVIEW DOUBLE COVE,4,20/11/2020,8.36,496,-,16855,-,1886,21
167,FLAT F 9/F BLOCK 1 MOUNTAIN SHORE ,20,20/11/2020,6.72,501,670,13413,10030,2163,43
168,FLAT G 9/F BLOCK 6 SADDLE RIDGE GARDEN ,27,20/11/2020,4.55,-,-,-,-,-,
169,FLAT A 8/F BLOCK 1 MOUNTAIN SHORE ,20,20/11/2020,7.1,482,635,14730,11181,1276,18
170,FLAT F 6/F TOWER 6 BAYSHORE TOWERS ,26,19/11/2020,6.77,424,573,15962,11812,2198,40
171,FLAT A 1/F BLOCK 2 VILLA ATHENA ,26,19/11/2020,9,727,901,12380,9989,1097,-3
172,FLAT K 3/F BLOCK 7 SADDLE RIDGE GARDEN ,27,19/11/2020,4.83,431,502,11202,9618,-,
173,FLAT G 19/F BLOCK 20 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,19/11/2020,9.49,566,-,16767,-,2479,33
174,FLAT B 5/F BLOCK H20 ALTISSIMO  (with roof),0,19/11/2020,6.98,274,-,25474,-,-,-
175,FLAT B07 18/F TOWER 2 THE MET. BLOSSOM ,3,18/11/2020,5.57,293,-,19010,-,1532,22
176,FLAT B 17/F BLOCK 3 VILLA OCEANIA ,22,18/11/2020,16.42,1066,1375,15403,11942,8158,174
177,FLAT B02 17/F TOWER 1 THE MET. BLOSSOM ,3,18/11/2020,3.9,-,-,-,-,1537,34
178,FLAT 4 19/F BLOCK R PHASE 3 SUNSHINE CITY,26,18/11/2020,7.7,503,674,15308,11424,3022,96
179,FLAT J 15/F BLOCK 5 SADDLE RIDGE GARDEN ,27,18/11/2020,5.3,482,564,10996,9397,-,
180,FLAT 3 32/F BLOCK L PHASE 4 SUNSHINE CITY,26,18/11/2020,6.6,363,491,18182,13442,2553,64
181,FLAT H 9/F BLOCK 18 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,18/11/2020,12.88,793,-,16242,-,2461,36
182,FLAT B 1/F TOWER 3 ALTISSIMO ,0,18/11/2020,8.42,498,-,16902,-,-,-
183,FLAT 6 15/F BLOCK J PHASE 4 SUNSHINE CITY,26,18/11/2020,6.28,363,496,17300,12661,-,
184,FLAT B 5/F BLOCK H17 ALTISSIMO  (with roof),0,18/11/2020,6.98,274,-,25474,-,-,-
185,FLAT A 5/F BLOCK H19 ALTISSIMO  (with roof),0,18/11/2020,12.1,485,-,24948,-,-,-
186,FLAT E 18/F BLOCK 5 PHASE 1 DOUBLE COVE,7,18/11/2020,12.38,797,1035,15533,11961,2854,34
187,FLAT 6 3/F KAM KAI HOUSE (BLOCK B) KAM YING COURT ,29,17/11/2020,4.1,554,711,7401,5767,-,
188,FLAT B 5/F BLOCK H18 ALTISSIMO  (with roof),0,17/11/2020,6.98,271,-,25756,-,-,-
189,FLAT 1 17/F BLOCK E PHASE 4 SUNSHINE CITY,26,17/11/2020,9.78,618,832,15825,11755,3003,89
190,FLAT G 30/F TOWER 6 SAUSALITO ,13,17/11/2020,11,755,1019,14570,10795,1444,30
191,FLAT A 17/F BLOCK 2 MONTE VISTA ,20,17/11/2020,8.5,681,875,12482,9714,4035,130
192,FLAT D 36/F TOWER 1 PARK BELVEDERE ,22,17/11/2020,8.28,656,861,12622,9617,-,
193,FLAT D 20/F TOWER 5 LAKE SILVER ,11,16/11/2020,12.38,798,1046,15514,11836,2144,41
194,FLAT 6 29/F BLOCK N PHASE 3 SUNSHINE CITY,26,16/11/2020,6.17,337,446,18309,13834,1582,46
195,FLAT 7 24/F KAM PONG HOUSE (BLOCK B) KAM TAI COURT ,20,16/11/2020,6.68,650,829,10277,8058,-,
196,FLAT E 5/F TOWER 3B SEANORAMA ,2,16/11/2020,11.5,769,-,14954,-,1322,-2
197,FLAT 8 32/F KAM CHING HOUSE (BLOCK G) KAM TAI COURT ,20,16/11/2020,5.18,506,668,10237,7754,-,
198,FLAT B 5/F BLOCK H19 ALTISSIMO  (with roof),0,16/11/2020,6.98,271,-,25756,-,-,-
199,FLAT B 16/F BLOCK 4 SADDLE RIDGE GARDEN ,27,16/11/2020,6.55,591,689,11083,9507,-,
200,FLAT H 7/F TOWER 2 LAKE SILVER ,11,16/11/2020,8.88,604,792,14702,11212,4171,165
201,FLAT 2 20/F KAM WEI HOUSE (BLOCK E) KAM TAI COURT ,20,16/11/2020,7.1,650,829,10923,8565,-,
202,FLAT 1 38/F BLOCK J PHASE 4 SUNSHINE CITY,26,13/11/2020,8.88,519,697,17110,12740,8735,122
203,FLAT B 12/F BLOCK 10 MONTE VISTA ,20,13/11/2020,8.9,765,985,11634,9036,7863,126
204,FLAT F 25/F BLOCK 5 PHASE 1 DOUBLE COVE,7,13/11/2020,9.38,582,753,16117,12457,2944,18
205,FLAT K 7/F BLOCK 11 SADDLE RIDGE GARDEN ,27,13/11/2020,3.15,431,502,7309,6275,-,
206,FLAT D 33/F BLOCK 1 LA COSTA ,16,13/11/2020,7.5,466,635,16094,11811,5676,160
207,FLAT D 6/F BLOCK 4 BAYCREST ,20,13/11/2020,8,601,815,13311,9816,4133,166
208,FLAT F 8/F TOWER 3 MA ON SHAN CENTRE ,26,12/11/2020,5.7,381,516,14961,11047,2019,21
209,FLAT B06 7/F TOWER 1 THE MET. BLOSSOM ,3,12/11/2020,5.15,293,-,17577,-,1527,34
210,FLAT E 26/F BLOCK 4 MOUNTAIN SHORE ,20,12/11/2020,8.2,653,860,12557,9535,2975,82
211,FLAT 1 17/F KAM LING HOUSE (BLOCK B) KAM FUNG COURT ,24,12/11/2020,5.75,647,891,8887,6453,-,
212,FLAT 2 12/F BLOCK B PHASE 1 SUNSHINE CITY,27,12/11/2020,5.5,348,425,15805,12941,2648,58
213,FLAT E 35/F TOWER 1 OCEAN VIEW ,17,11/11/2020,7.68,473,633,16237,12133,6785,301
214,FLAT D 15/F BLOCK 21 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,11/11/2020,8.04,496,-,16206,-,1225,9
215,FLAT B 12/F BLOCK 3 BAYCREST ,20,11/11/2020,13.5,933,1218,14469,11084,2688,44
216,FLAT B 25/F TOWER 3 OCEAN VIEW ,17,11/11/2020,11.02,783,1045,14074,10545,1656,32
217,FLAT B 27/F TOWER 4 MA ON SHAN CENTRE ,26,11/11/2020,6.85,375,506,18267,13538,2303,59
218,FLAT G 32/F BLOCK 1 (TOWER A) MARBELLA ,19,11/11/2020,7.63,515,689,14816,11074,2284,51
219,FLAT C 6/F BLOCK 20 PHASE 2 DOUBLE COVE STARVIEW DOUBLE COVE,6,11/11/2020,7,511,-,13699,-,1274,-2
220,FLAT F 5/F TOWER 5 SAUSALITO ,13,10/11/2020,9.95,738,991,13482,10040,2964,57
221,FLAT C 21/F TOWER 1B OCEANAIRE ,9,10/11/2020,10,745,977,13423,10235,2331,54
222,FLAT 14 31/F KAM KWAI HOUSE (BLOCK E) KAM FUNG COURT ,23,10/11/2020,6.42,431,593,14896,10826,-,
223,FLAT C 11/F BLOCK 22 PHASE 3 DOUBLE COVE STARVIEW P DOUBLE COVE,5,10/11/2020,8,491,-,16293,-,2212,37
224,FLAT 5 27/F BLOCK L PHASE 4 SUNSHINE CITY,26,10/11/2020,9,551,743,16334,12113,1980,34
