,region,subregion,district,estate,building,first_op_date,floor_level,bedroom,sitting_room,floor,flat,area,net_area,price,tx_date,last_tx_date,last_price,gain,lat,lon
116,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Violet Court,Violet Court,1964-03-17,H,,,7,1,0,992,18200000,2020-06-08,,0,0.0,22.340669,114.177588
117,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,One Mayfair,Block 1,2011-12-27,L,,,3,C,1365,1045,31500000,2020-06-04,2011-11-20,22518000,39.89,22.340035999999998,114.18156
118,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Boland Court,Boland Court,1975-10-25,M,3,2,5,C,615,531,9990000,2020-06-03,2005-08-12,2565000,289.47,22.340737999999998,114.18152
119,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Wah Hing Building,Wah Hing Building,1966-10-26,M,3,2,5,A,1500,828,11000000,2020-06-01,2018-02-01,10800000,1.85,22.327557,114.18567
120,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Crystal Mansion,Crystal Mansion,1971-01-18,M,3,2,6,A,1600,1516,30188000,2020-06-01,,0,0.0,22.3438059,114.1769336
121,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Rockford Mansion & Clifford Mansion,Block B (Clifford Mansion),1978-08-14,L,,,2,H,0,531,9680000,2020-05-31,,0,0.0,22.3429,114.182699
122,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Merlin Court,Merlin Court,1975-03-27,L,3,2,3,A,850,685,11800000,2020-05-29,,0,0.0,22.3426965,114.1829536
123,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Peninsula Heights,Block A,2000-03-22,M,,,7,1,1593,1241,20000000,2020-05-29,2007-08-27,7400000,170.27,22.343526999999998,114.18278
124,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Phoenix Court,Block D,1977-11-23,M,3,,4,3,0,710,9980000,2020-05-29,,0,0.0,22.34206,114.1817
125,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Faber Garden,Faber Garden,1977-03-30,L,1,2,1,1,530,445,7130000,2020-05-28,2015-02-25,5200000,37.12,22.341606,114.181915
126,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Fessenden Court,Fessenden Court,1976-03-31,M,3,2,5,C,746,631,9980000,2020-05-28,2013-11-21,7630000,30.8,22.341852,114.1825
127,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Rockford Mansion & Clifford Mansion,Block A (Rockford Mansion),1978-08-15,H,2,2,5,E,585,517,9470000,2020-05-26,2011-03-07,5160000,83.53,22.3293065,114.1862196
128,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Belmont Heights,Belmont Heights,1977-02-07,L,3,2,3,E,789,688,12338000,2020-05-25,2013-02-21,9000000,37.09,22.341223,114.18206
129,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Beverly Villas,Block 10,1980-12-24,L,3,2,3,C,1308,1211,21500000,2020-05-22,2007-09-25,7480000,187.43,22.327439,114.183459
130,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Kent Court,Block 2,1985-06-28,L,4,2,3,A,1613,1393,24200000,2020-05-20,2013-04-03,18150000,33.33,22.327332,114.18024
131,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Twilight Court,Twilight Court,1975-06-26,M,2,2,5,A4,555,443,8280000,2020-05-18,,0,0.0,22.341475,114.18212
132,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Moonbeam Terrace,Block B,1968-02-19,M,,,4,2,0,1211,17000000,2020-05-13,2014-08-20,13550000,25.46,22.342624999999998,114.17833
133,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,One Beacon Hill,Block 5,2004-02-08,M,3,,8,F,1371,1014,24080000,2020-05-11,2004-09-08,10941000,120.09,22.3410134,114.174675
134,Kowloon,Kowloon City,Kowloon Tong / Beacon Hill,Broadway Towers,Broadway Towers,1973-05-03,H,3,2,11,A3,800,694,12300000,2020-05-11,2015-05-21,10380000,18.5,22.340533999999998,114.1815444
