dates,compound_vader_score,vader_label,hsi_average
2021-01-20,0.0,1,0.0056406737369071825
2021-01-26,0.0,1,-0.01677959278906255
2021-01-27,0.25395999999999996,2,-0.008764572239591583
2021-02-02,0.3852333333333333,2,-0.004405316802464526
2021-02-03,0.4019,2,6.997961260619406e-05
2021-02-04,0.0,1,0.0006860951999383455
