dates,compound_vader_score,vader_label,hsi_average
2020-12-08,0.6166,2,-0.0058876418792593475
2020-12-10,0.2023,2,0.0028604266217767548
2021-01-04,0.10115,2,0.014238484300987316
2021-01-13,0.4278,2,-0.002604114203775093
2021-01-28,0.4278,2,-0.012591456744321269
2021-01-29,0.6166,2,-0.018818614047397774
2021-02-04,0.0,1,0.0006860951999383455
