Date,Open,High,Low,Close,Volume
1962-01-02,1.9239581376775194,1.9239581376775194,1.902340650558472,1.9023406505584717,387200
1962-01-03,1.9023415027561112,1.9189703464508057,1.9023415027561112,1.9189703464508057,288000
1962-01-04,1.9189682128080934,1.9189682128080934,1.8990136225613654,1.8998451232910156,256000
1962-01-05,1.8973514766261814,1.8973514766261814,1.8591051638053917,1.8624309301376343,363200
1962-01-08,1.8607697190405865,1.8607697190405865,1.8125460638897746,1.8275120258331299,544000
1962-01-09,1.835826361750506,1.8724098225373524,1.835826361750506,1.8491294384002686,491200
1962-01-10,1.852455496788025,1.860769920992264,1.852455496788025,1.852455496788025,299200
1962-01-11,1.85744539667551,1.872411370277405,1.85744539667551,1.8724113702774048,315200
1962-01-12,1.875735878944397,1.889038957631353,1.875735878944397,1.875735878944397,435200
1962-01-15,1.8823874843684507,1.8882076409677613,1.8823874843684507,1.8840503692626953,251200
1962-01-16,1.882387902604183,1.882387902604183,1.864096164703369,1.8640961647033691,251200
1962-01-17,1.855781288164512,1.855781288164512,1.829175130399911,1.834163784980774,419200
1962-01-18,1.8391505479812622,1.8574422626312572,1.8391505479812622,1.8391505479812622,371200
1962-01-19,1.8391511107488232,1.8441397617253148,1.8191965068428575,1.8408139944076538,400000
1962-01-22,1.8408152553364212,1.8591069881130986,1.8358266009427822,1.8374894857406616,275200
1962-01-23,1.8366566811552023,1.8391510660522379,1.8158706953943902,1.8191964626312256,371200
1962-01-24,1.8191982797921669,1.829175591468811,1.8100523512857745,1.829175591468811,408000
1962-01-25,1.8291751712131432,1.8441411352896573,1.8058946637107671,1.809220552444458,315200
1962-01-26,1.8092215818239445,1.815873125197986,1.799244147823905,1.800075650215149,243200
1962-01-29,1.800075347304895,1.812547048502018,1.7693119049072268,1.7693119049072266,579200
1962-01-30,1.7693105750099312,1.779287880892633,1.7468616962432861,1.7468616962432861,736000
1962-01-31,1.764322676151627,1.8025690317153928,1.764322676151627,1.802569031715393,760000
1962-02-01,1.8208615611676369,1.8491306170675585,1.8208615611676369,1.844141960144043,640000
1962-02-02,1.844141004094283,1.8557811975479126,1.8358265801988332,1.8557811975479126,507200
1962-02-05,1.8557814438066433,1.8557814438066433,1.8225237438116095,1.8325010538101196,312000
1962-02-06,1.8327498216542577,1.8360760431376122,1.8260973786875487,1.834412932395935,256000
1962-02-07,1.836074948310852,1.8460536068107758,1.836074948310852,1.836074948310852,251200
1962-02-08,1.8360770712036913,1.846055741241065,1.8360770712036913,1.837740182876587,16000
1962-02-09,1.8377385809676505,1.851043462753296,1.8294230298516223,1.851043462753296,432000
1962-02-12,1.8510427267341683,1.8660107127913879,1.849379617172255,1.8527058362960815,280000
1962-02-13,1.852706216175184,1.8543693260781016,1.8227702379226685,1.8227702379226685,256000
1962-02-14,1.8227730270347327,1.829425476825634,1.8161205772438314,1.8194468021392822,208000
1962-02-15,1.8194451023819196,1.8194451023819196,1.811129547911829,1.8127926588058472,227200
1962-02-16,1.8127919650090947,1.8194444060391264,1.8111288547515867,1.811128854751587,219200
1962-02-19,1.811128611249371,1.8194441614189034,1.7895080618535737,1.7928342819213867,280000
1962-02-20,1.7936656475067139,1.802812691946347,1.7936656475067139,1.7936656475067139,288000
1962-02-21,1.7936665374001506,1.8061398076343882,1.7803616523742676,1.7803616523742676,363200
1962-02-23,1.782856777386991,1.789509221834811,1.782856777386991,1.7861829996109009,288000
1962-02-26,1.7861808157545922,1.7878439248331632,1.7762021612831655,1.7795283794403076,299200
1962-02-27,1.7795297667984955,1.7944977601749925,1.7695511045474974,1.7828559875488281,347200
1962-02-28,1.782856777386991,1.7861829996109009,1.7728781107152611,1.7861829996109009,267200
1962-03-01,1.79283491994127,1.8078029155731203,1.79283491994127,1.8078029155731201,280000
1962-03-02,1.8227702379226685,1.8327488973401735,1.8227702379226685,1.8227702379226685,243200
1962-03-05,1.822771399463047,1.822771399463047,1.8094665117613182,1.8161189556121826,360000
1962-03-06,1.816118814368044,1.824434368534903,1.8127925927013004,1.817781925201416,184000
1962-03-07,1.8177819670276905,1.8236027956008911,1.812792634412773,1.8236027956008911,123200
1962-03-08,1.8236023838561235,1.8277602195739746,1.812792225108793,1.8277602195739746,184000
1962-03-09,1.8294240089489024,1.8394026756286619,1.8294240089489024,1.839402675628662,288000
1962-03-12,1.8394032945494825,1.8443926295681694,1.8327508478579002,1.837740182876587,280000
1962-03-13,1.8377380580608393,1.8377380580608393,1.829422509310903,1.836074948310852,123200
1962-03-14,1.8360760651205907,1.8410653974053586,1.8294236220742333,1.832749843597412,195200
1962-03-15,1.8327502458815108,1.842728912641339,1.8294240236282346,1.8294240236282349,243200
1962-03-16,1.8294246245121089,1.837740182876587,1.8294246245121089,1.837740182876587,160000
1962-03-19,1.8410662185594941,1.8493817760763538,1.8410662185594941,1.8427293300628662,371200
1962-03-20,1.8394029074598637,1.8394029074598637,1.8310873508453371,1.831087350845337,160000
1962-03-21,1.8310867328358227,1.8360760651205907,1.8260974005510546,1.832749843597412,256000
1962-03-22,1.826097545957992,1.826097545957992,1.8127926588058472,1.8127926588058472,240000
1962-03-23,1.814457464796106,1.8227730270347327,1.814457464796106,1.8194468021392822,184000
1962-03-26,1.819445621204165,1.826098066677209,1.816119398467643,1.8186140060424805,131200
1962-03-27,1.8144562725751328,1.8144562725751328,1.782857037876009,1.784520149230957,347200
1962-03-28,1.786183600502036,1.7994884938735833,1.786183600502036,1.794499158859253,328000
1962-03-29,1.7944986299610446,1.8028141858673918,1.7895092964172363,1.7895092964172363,227200
1962-03-30,1.7861811481915657,1.7861811481915657,1.763729230929666,1.7720447778701782,435200
1962-04-02,1.7712152780540453,1.7712152780540453,1.7479317188262937,1.747931718826294,371200
1962-04-03,1.746266644262299,1.746266644262299,1.6863947021288366,1.7046889066696167,912000
1962-04-04,1.7046899580057595,1.7196579527703602,1.6972059011459348,1.697205901145935,648000
1962-04-05,1.7063529607570393,1.732962727546692,1.7063529607570393,1.732962727546692,912000
1962-04-06,1.7329619139266705,1.7462667910749,1.7196570367784412,1.731298804283142,432000
1962-04-09,1.7312996171223387,1.7412782796684583,1.7196578441518655,1.732962727546692,16000
1962-04-10,1.7329622851138986,1.7396147251129148,1.722983625115374,1.739614725112915,256000
1962-04-11,1.7396169591802297,1.752921856264803,1.7163333892822266,1.7163333892822266,528000
1962-04-12,1.7163328053001259,1.7196590284395221,1.6980385780334473,1.6980385780334473,400000
1962-04-13,1.698036831611837,1.722983479499817,1.6963737217526382,1.722983479499817,627200
1962-04-16,1.7229835005808412,1.734625269737671,1.7030261820262758,1.721320390701294,507200
1962-04-17,1.7213211162561075,1.7296366691589355,1.7130055633532797,1.7296366691589355,299200
1962-04-18,1.7296363544900202,1.7446043469920167,1.7246470236560214,1.726310133934021,424000
1962-04-19,1.726310133934021,1.7329625750460194,1.7196576928220224,1.726310133934021,387200
1962-04-23,1.7263107520554377,1.7279738629289294,1.717995197687979,1.7246476411819458,312000
1962-04-24,1.7246465893590155,1.7354567439663067,1.7213203696406183,1.722983479499817,456000
1962-04-25,1.7229831112103968,1.729635549225226,1.7046889066696167,1.7046889066696167,459200
1962-04-26,1.7030263487118908,1.7030263487118908,1.6614484786987302,1.6614484786987305,928000
1962-04-27,1.6614484774435856,1.67974268789535,1.5965871858418759,1.6148813962936401,1632000
1962-04-30,1.6148816798326475,1.6298496728303353,1.4968007272291877,1.5101056098937988,2344000
1962-05-01,1.510105974177589,1.5450312995972515,1.4302765399775834,1.5367157459259033,5315200
1962-05-02,1.5633257715615503,1.6098928761403553,1.5633257715615503,1.5716413259506226,2555200
1962-05-03,1.5716420719760924,1.6098936403230408,1.5600002903052819,1.6040726900100708,1360000
1962-05-04,1.6040719284967733,1.6165453195571897,1.5882724346359953,1.61654531955719,779200
1962-05-07,1.6165445858098457,1.62901797120861,1.5807876586914062,1.5807876586914062,827200
