Ticker,profit_score1,profit_score2,profit_score3,asset_score1,leverage_score1,leverage_score2,leverage_score3,Total,Final
2112,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333
2114,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.9999999999999998,0.6666666666666666
2117,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2121,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2127,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2130,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2136,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2146,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444
2148,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2151,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.2222222222222222
2152,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2153,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2154,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444
2156,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.2222222222222222
2159,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2163,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2173,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333
2175,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444
2176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2178,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.2222222222222222
2179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2180,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444
2181,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.2222222222222222
2183,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333
2186,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,1.0000000000000002
2204,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2207,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.9999999999999998,0.6666666666666666
2208,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2209,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.2222222222222222
2217,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2220,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.666666666666667,0.888888888888889
2221,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.333333333333333,0.7777777777777777
2222,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2224,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333
2226,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2229,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2264,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444
2267,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.666666666666667,0.888888888888889
2269,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.666666666666667,0.888888888888889
2270,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333
2281,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.6666666666666665,0.5555555555555555
2282,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.9999999999999998,0.6666666666666666
2286,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.2222222222222222
2288,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2292,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333
2294,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.666666666666667,0.888888888888889
2296,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2300,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2303,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2305,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2307,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2317,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2323,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2326,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2327,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.666666666666667,0.888888888888889
2329,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2331,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.666666666666667,0.888888888888889
2332,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.9999999999999998,0.6666666666666666
2334,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2335,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2341,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2344,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2349,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2351,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2352,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2354,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333
2359,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2371,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2372,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444
2374,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.2222222222222222
2376,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2378,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333
2379,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.666666666666667,0.888888888888889
2385,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2393,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2395,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444
2397,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2411,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2412,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2413,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111
2425,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333
2428,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.2222222222222222
2433,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333
2435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.2222222222222222
2438,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.333333333333333,0.7777777777777777
2440,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6666666666666665,0.5555555555555555
2445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.2222222222222222
