2021-02-15,"The Hong Kong and China Gas Comp (#0003.HK) closed at 10.98, score +125, credit rating D"
2021-02-12,"The Hong Kong and China Gas Comp (#0003.HK) closed at 10.98, score +125, credit rating D"
