,region,subregion,district,estate,building,first_op_date,floor_level,bedroom,sitting_room,floor,flat,area,net_area,price,tx_date,last_tx_date,last_price,gain,lat,lon
260,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tavistock,Block 2 ( T2 ),1999-05-04,M,,,32,A,0,1520,70000000,2019-05-09,,0.0,0.0,22.273272,114.15288
261,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kennedy Park At Central,Kennedy Park At Central,2014-03-10,L,3,,7,B,2007,1452,59600000,2019-05-07,2012-09-26,55795000.0,6.82,22.276352,114.15682
262,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grand House,Grand House,1957-05-08,M,,,7,,0,2087,49000000,2019-05-06,,0.0,0.0,22.274898999999998,114.161854
263,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grenville House,Block Ef,1971-03-22,L,,,2,F,0,3349,118000000,2019-05-06,,0.0,0.0,22.274345,114.15751
264,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,M,2,,27,C,698,518,13900000,2019-04-26,2016-04-29,10850000.0,28.11,22.275868,114.168523
265,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Phoenix Court,Block 5,1977-09-12,L,,,6,A,0,1119,22500000,2019-04-23,,0.0,0.0,22.273906999999998,114.17304
266,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Century Tower,Block 1,1971-04-16,L,,,6,A,2565,2041,60500000,2019-04-23,1999-03-19,13880000.0,335.88,22.2734239,114.155557
267,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,M,3,,18,F,1130,898,32680000,2019-04-23,2013-07-05,29000000.0,12.69,22.276526,114.167354
268,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,South Garden Mansion,South Garden Mansion,1960-05-22,M,,,6,,0,1348,36000000,2019-04-22,,0.0,0.0,22.275807999999998,114.160559
269,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,L,2,,5,C,976,771,19500000,2019-04-17,1998-02-21,8680000.0,124.65,22.275344,114.152366
270,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Po Garden,Po Garden,1990-10-10,L,,,8,B,2576,1940,50400000,2019-04-16,2001-06-04,13000000.0,287.69,22.2742,114.155754
271,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 3,1993-08-12,M,2,,15,C,976,771,19700000,2019-04-16,1997-08-28,14500000.0,35.86,22.2755279,114.152324
272,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Regent On The Park,Block 2,1985-08-22,M,,,14,B,1350,1094,38000000,2019-04-16,2001-12-21,7750000.0,390.32,22.275803,114.1645
273,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Ewan Court,Ewan Court,1978-06-22,M,,,5,B,1485,1213,6800000,2019-04-15,2007-03-21,9600000.0,-29.17,22.2743797,114.1689464
274,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Best View Court,Block B,1959-05-10,H,,,9,,0,1311,22000000,2019-04-14,,0.0,0.0,22.274964999999998,114.16006
275,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 2,1981-06-10,H,3,,23,A,3052,2330,57000000,2019-04-12,2012-12-14,43000000.0,32.56,22.274435999999998,114.152136
276,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,L,3,,6,B,1970,1522,58000000,2019-04-11,,0.0,0.0,22.275343,114.1529
277,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 2,1999-11-08,H,3,,27,C,1089,865,29800000,2019-04-10,2009-04-15,12200000.0,144.26,22.2763169,114.167744
278,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estoril Court,Block 1,1983-08-26,H,3,,34,A,3347,2888,101000000,2019-04-09,2014-01-22,95000000.0,6.32,22.275494,114.155385
279,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Mayfair,The Mayfair,1997-08-14,M,,,23,A,2870,2155,160880000,2019-04-09,1998-03-27,2476000.0,6397.58,22.273595999999998,114.15698
280,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Pak Fai Mansion,Pak Fai Mansion,1960-05-11,L,,,2,,0,713,11200000,2019-04-09,2011-09-28,10650000.0,5.16,22.2746875,114.1606165
281,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,H,,,41,18,0,625,16180000,2019-04-08,2010-07-07,12000000.0,34.83,22.280714,114.17205
282,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Borrett Mansions,Borrett Mansions,1966-11-29,H,,,16,,0,2449,85680000,2019-04-02,2008-01-23,53000000.0,61.660000000000004,22.2740686,114.1618556
283,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,30,7,0,565,12680000,2019-04-01,2010-12-24,7800000.0,62.56,22.280714,114.17205
284,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 2,1999-11-08,H,2,,28,D,980,780,25000000,2019-03-28,2013-03-11,18700000.0,33.69,22.2763169,114.167744
285,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Mayfair,The Mayfair,1997-08-14,M,,,23,B,2838,2131,147800000,2019-03-28,2013-07-29,92000000.0,60.65,22.273595999999998,114.15698
286,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,L,2,,7,D,821,646,16000000,2019-03-27,,0.0,0.0,22.275344,114.152366
287,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Greenland Court,Greenland Court,1976-03-31,M,,,7,A,1300,1083,23800000,2019-03-22,2006-11-22,10800000.0,120.37,22.2750345,114.1591356
288,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Greenland Court,Greenland Court,1976-03-31,L,,,5,A,1300,1083,24780000,2019-03-20,,0.0,0.0,22.2750345,114.1591356
289,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,L,0,,6,C,0,251,5300000,2019-03-19,2015-07-06,4600000.0,15.22,22.276076999999997,114.16787
290,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Place,Bowen Place,1989-02-15,M,,,13,B,1999,1485,50500000,2019-03-17,2004-02-10,14300000.0,253.15,22.273822,114.164488
291,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,28,11,0,744,16160000,2019-03-15,,0.0,0.0,22.280714,114.17205
292,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Beau Cloud Mansion,Beau Cloud Mansion,1965-09-04,L,,,4,C,0,1437,24100000,2019-03-12,,0.0,0.0,22.2750955,114.159629
293,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 2,1981-06-10,M,3,,22,B,3052,2330,56500000,2019-03-12,2007-02-02,24600000.0,129.67000000000002,22.274435999999998,114.152136
294,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 2,1999-11-08,L,2,,12,B,850,659,20700000,2019-03-08,2007-03-03,7800000.0,165.38,22.2763169,114.167744
295,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grosvenor House,Grosvenor House,1958-04-14,M,,,5,702,0,1947,35000000,2019-02-28,2011-01-12,19000000.0,84.21000000000001,22.275201,114.1618056
296,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Glory Mansion,Glory Mansion,1961-06-01,L,,,2,108,0,1880,34900000,2019-02-28,,0.0,0.0,22.2745355,114.1617584
297,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Mansions,Park Mansions,1986-09-05,L,4,,3,B,2013,1723,39500000,2019-02-28,,0.0,0.0,22.275854,114.15729
298,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Best View Court,Block B,1959-05-11,L,,,2,,0,1311,19800000,2019-02-28,,0.0,0.0,22.274964999999998,114.16006
299,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,South Mansion,South Mansion,1956-08-21,,,,G,,1200,1206,20700000,2019-02-25,,0.0,0.0,22.275951,114.156413
300,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hong Lok Mansion,44B Macdonnell Road,1956-05-03,,,,4,,0,1526,27880000,2019-02-22,,0.0,0.0,22.274843,114.157779
301,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,H,3,,33,B,1962,1513,65500000,2019-02-20,2001-06-29,16180000.0,304.82,22.275343,114.1529
302,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,L,2,,11,C,1033,815,27500000,2019-02-14,2003-11-03,6300000.0,336.51,22.276526,114.167354
303,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fujiya Mansion,Fujiya Mansion,1965-01-26,L,,,2,,0,1367,21500000,2019-02-14,,0.0,0.0,22.274203,114.171477
304,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estoril Court,Block 3,1983-08-26,M,3,,28,F,3347,2888,92500000,2019-02-13,2009-03-12,35800000.0,158.38,22.275212999999997,114.156553
305,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,May Tower,Block 1,1974-07-05,M,,,9,3,0,2278,78000000,2019-02-12,1996-08-17,22500000.0,246.67000000000002,22.273471,114.153996
306,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,M,3,,18,A,1962,1513,54000000,2019-01-31,1997-05-01,34200000.0,57.89,22.275343,114.1529
307,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,M,2,,15,D,821,646,16660000,2019-01-23,1998-04-16,9500000.0,75.37,22.275344,114.152366
308,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,H,,,45,10,0,998,25500000,2019-01-21,2012-09-26,23180000.0,10.01,22.280714,114.17205
309,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Pak Fai Mansion,Pak Fai Mansion,1960-05-11,M,,,4,,0,1364,21000000,2019-01-08,2010-11-12,18500000.0,13.51,22.2746875,114.1606165
310,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,L,2,,5,B,783,625,14500000,2019-01-07,2012-05-15,10800000.0,34.26,22.275344,114.152366
311,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,M,0,,14,C,0,306,3700000,2019-01-02,2011-02-20,4950000.0,-25.25,22.275555999999998,114.156828
312,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Birchwood Place,Birchwood Place,1989-08-31,L,,,13,C,2018,1539,44500000,2018-12-31,1997-08-16,19800000.0,124.75,22.27514,114.160966
313,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kennedy Heights,Kennedy Heights,1989-08-04,L,,,7,A,0,2929,37950000,2018-12-30,2011-10-26,72000000.0,-47.29,22.276239999999998,114.157413
314,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,May Tower,Block 2,1992-03-11,L,,,6,,0,2669,89000000,2018-12-26,,0.0,0.0,22.273578999999998,114.154286
315,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bayview Mansion,Bayview Mansion,1960-01-19,L,,,1,,0,1690,25500000,2018-12-20,,0.0,0.0,22.275135,114.158934
316,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,May Tower,Block 2,1992-03-11,L,,,7,,0,2669,90800000,2018-12-18,,0.0,0.0,22.273578999999998,114.154286
317,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1989-09-12,L,,,14,A,0,1107,28800000,2018-12-09,2004-12-27,12300000.0,134.15,22.276619999999998,114.158394
318,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,M,3,,24,A,1962,1513,62000000,2018-12-04,2009-07-31,28500000.0,117.54,22.275343,114.1529
319,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Po Garden,Po Garden,1990-10-10,L,,,11,B,2572,1940,50000000,2018-12-02,1997-07-10,21680000.0,130.63,22.2742,114.155754
320,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Visalia Garden,Visalia Garden,1986-01-28,M,,,14,B,2195,1848,48800000,2018-11-29,,0.0,0.0,22.275358,114.15833
321,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Nos.2 And 3 Garden Terrace,8A Garden Terrace ( Block 3 ),1983-09-25,H,,,27,B,3307,2828,100000000,2018-11-29,,0.0,0.0,22.27571,114.15418
322,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fairlane Tower,Fairlane Tower,1998-10-15,M,,,28,A,0,2159,22950000,2018-11-20,2009-07-05,45900000.0,-50.0,22.274200999999998,114.1605
323,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Mansions,Park Mansions,1986-09-05,M,4,,12,A,0,1723,41500000,2018-11-15,2008-02-28,29500000.0,40.68,22.275854,114.15729
324,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bayview Mansion,Bayview Mansion,1960-01-19,,,,UB,,0,1591,25000000,2018-11-11,,0.0,0.0,22.275135,114.158934
325,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,29,13,0,409,10380000,2018-11-07,2011-02-22,6500000.0,59.69,22.280714,114.17205
326,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 1,1991-09-25,H,4,,37,B,2256,1794,70000000,2018-11-07,1996-11-09,29500000.0,137.29,22.276208,114.152624
327,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grand Bowen,Grand Bowen,1992-10-29,M,,,17,A,0,1089,28800000,2018-11-01,,0.0,0.0,22.2735025,114.1646554
328,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,L,1,,9,B,410,295,7500000,2018-10-26,2005-03-08,2500000.0,200.0,22.275868,114.168523
329,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Albany,The Albany,1989-04-06,L,,,12,A2,2412,1948,89800000,2018-10-11,,0.0,0.0,22.277768,114.154861
330,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Rise,Park Rise,1995-04-11,L,,,6,,1256,869,18400000,2018-10-10,2011-07-06,18212000.0,1.03,22.275959999999998,114.156873
331,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Mayfair,The Mayfair,1997-08-14,M,,,26,A,2905,2155,139800000,2018-10-09,2008-06-23,66300000.0,110.86,22.273595999999998,114.15698
332,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,2 Tramway Path,2 Tramway Path,1953-07-19,,,,2,,0,1051,15200000,2018-10-08,,0.0,0.0,22.276697,114.15828
333,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,11 Macdonnell Road,11 Macdonnell Road,2002-06-06,M,,,16,,2313,1552,35000000,2018-10-08,2007-10-12,23658000.0,47.94,22.276052,114.15669
334,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tavistock,Block 2 ( T2 ),1999-05-04,M,,,26,C,0,1282,42700000,2018-09-26,,0.0,0.0,22.273272,114.15288
335,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,H,,,39,8,0,418,8000000,2018-09-19,2010-11-26,5800000.0,37.93,22.280714,114.17205
336,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,L,2,,4,B,783,625,16000000,2018-09-18,,0.0,0.0,22.275344,114.152366
337,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Mansions,Park Mansions,1986-09-05,L,4,,1,A,2013,1723,39000000,2018-09-18,2005-12-14,12200000.0,219.67000000000002,22.275854,114.15729
338,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Phoenix Court,Block 4,1977-09-12,M,,,8,D,0,890,15900000,2018-09-17,,0.0,0.0,22.27396,114.17284
339,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,L,2,,8,C,1033,815,28280000,2018-09-14,1999-04-08,6265000.0,351.40000000000003,22.276526,114.167354
340,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tavistock,Block 2 ( T2 ),1999-05-04,M,,,29,A,0,1520,64300000,2018-09-10,2012-09-14,48880000.0,31.55,22.273272,114.15288
341,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 2,1999-11-08,M,2,,,B,852,671,20500000,2018-09-10,,0.0,0.0,22.2763169,114.167744
342,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,H,1,,37,B,410,295,8700000,2018-09-07,2015-03-11,7050000.0,23.400000000000002,22.275868,114.168523
343,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,L,,,13,B,919,702,15900000,2018-08-30,2012-09-11,11000000.0,44.550000000000004,22.275067999999997,114.16818
344,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Man Yuen Garden,Man Yuen Garden,1971-01-12,M,,,6,,2000,1669,36300000,2018-08-24,,0.0,0.0,22.27442,114.1685226
345,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Albany,The Albany,1989-04-05,L,,,14,A2,2412,1948,88080000,2018-08-23,,0.0,0.0,22.277768,114.154861
346,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dragon View,Dragon View,1964-09-10,M,,,6,D,0,2351,58500000,2018-08-23,1999-04-14,8000000.0,631.25,22.3436449,114.1759928
347,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Phoenix Court,Block 3,1977-09-12,L,,,5,C,0,915,18180000,2018-08-23,2014-08-27,13080000.0,38.99,22.274008,114.17264
348,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,L,,,20,13,0,417,9680000,2018-08-23,2014-09-11,8250000.0,17.330000000000002,22.280714,114.17205
349,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Beau Cloud Mansion,Beau Cloud Mansion,1965-09-04,H,,,9,C,0,1437,28000000,2018-08-20,2010-07-26,16980000.0,64.9,22.2750955,114.159629
350,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,L,2,,9,B,783,625,14800000,2018-08-20,2003-05-28,3228000.0,358.49,22.275344,114.152366
351,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,27,7,0,565,10380000,2018-08-16,,0.0,0.0,22.280714,114.17205
352,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Place,Bowen Place,1989-02-16,M,,,14,B,1999,1485,38000000,2018-08-15,,0.0,0.0,22.273822,114.164488
353,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-21,M,0,,15,F,0,318,7480000,2018-08-15,2006-11-30,2845800.0,162.84,22.275555999999998,114.156828
354,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,H,,,41,8,0,418,9200000,2018-08-14,2010-07-30,5700000.0,61.4,22.280714,114.17205
355,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Man Tung Building,Man Tung Building,1979-06-05,H,,,5,D,0,326,5000000,2018-08-13,,0.0,0.0,22.2737829,114.1732816
356,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,M,2,,15,A,841,657,17000000,2018-08-08,1997-10-14,12800000.0,32.81,22.275344,114.152366
357,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Regent On The Park,Block 1,1985-08-22,H,,,33,A,2720,2072,85000000,2018-08-03,2008-08-26,44550000.0,90.8,22.275873,114.16425
358,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Catalina Mansions,Catalina Mansions,1957-01-16,,,,G,,2000,1697,32000000,2018-07-30,,0.0,0.0,22.274707,114.161245
359,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,M,,,18,F,0,482,12480000,2018-07-30,1997-06-25,6900000.0,80.87,22.275067999999997,114.16818
360,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Mansion,Bowen Mansion,1957-10-14,,,,2,2,0,2638,69250000,2018-07-27,,0.0,0.0,22.274117999999998,114.16120000000001
361,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 4,1993-08-12,H,2,,26,B,931,772,23890000,2018-07-26,,0.0,0.0,22.2757685,114.1522065
362,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hollywood Heights,Hollywood Heights,1977-11-18,M,,,13,A,2466,2272,74000000,2018-07-25,,0.0,0.0,22.276545,114.15446299999999
363,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kam Yuen Mansion,Kam Yuen Mansion,1963-08-09,L,,,2,B,0,2139,53500000,2018-07-25,,0.0,0.0,22.275886,114.15379899999999
364,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Manrich Court,Manrich Court,1990-08-29,H,,,25,C,542,397,10500000,2018-07-25,2010-12-06,5500000.0,90.91,22.275772,114.16891
365,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Regence Royale,Block 2,2001-09-14,M,,,27,B,2522,1805,89000000,2018-07-24,2012-04-18,79800000.0,11.53,22.274366,114.159584
366,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Best View Court,Block B,1959-05-11,M,,,6,,0,1311,24500000,2018-07-24,2010-02-11,16500000.0,48.480000000000004,22.274964999999998,114.16006
367,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Mansions,Park Mansions,1986-09-05,H,4,,24,A,0,1723,48000000,2018-07-17,2013-10-16,35000000.0,37.14,22.275854,114.15729
368,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,M,,,24,D,840,636,15800000,2018-07-13,2010-11-22,9600000.0,64.58,22.275067999999997,114.16818
369,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Century Tower,Block 2,1992-04-24,L,,,6,,0,2786,100000000,2018-07-12,2010-09-22,66000000.0,51.52,22.273218,114.15545
370,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,M,0,,17,A,0,314,7500000,2018-07-11,2005-08-26,2780000.0,169.78,22.275555999999998,114.156828
371,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,L,2,,7,C,1033,815,28200000,2018-07-10,1999-05-14,6598800.0,327.35,22.276526,114.167354
372,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,L,,,20,5,0,922,21300000,2018-07-10,2011-05-04,15000000.0,42.0,22.280714,114.17205
373,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Manrich Court,Manrich Court,1990-08-29,L,,,8,C,542,397,8500000,2018-07-10,2007-10-24,2300000.0,269.57,22.275772,114.16891
374,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 1,1993-08-12,L,2,,2,C,938,738,19000000,2018-07-09,1996-08-22,8100000.0,134.57,22.275081,114.152337
375,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Sakura Court,Sakura Court,1978-10-26,H,,,12,B,0,1903,58000000,2018-07-06,,0.0,0.0,22.274369,114.169401
376,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Glory Mansion,Glory Mansion,1961-06-01,M,,,5,106,0,1880,35500000,2018-07-06,2017-10-24,35500000.0,0.0,22.2745355,114.1617584
377,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Nos.2 And 3 Garden Terrace,8A Garden Terrace ( Block 2 ),1983-09-25,L,,,4,B,0,2580,84000000,2018-07-02,2002-11-27,15280000.0,449.74,22.276024,114.15433
378,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Beau Cloud Mansion,Beau Cloud Mansion,1965-09-04,L,,,2,C,0,1437,24000000,2018-06-29,,0.0,0.0,22.2750955,114.159629
379,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,H,3,,32,A,1970,1522,65800000,2018-06-26,,0.0,0.0,22.275343,114.1529
380,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 3,1993-08-12,H,2,,29,B,783,652,16000000,2018-06-25,2000-02-16,6230000.0,156.82,22.2755279,114.152324
381,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Clovelly Court,Block 1,1994-03-10,M,,,19,B,2809,2348,100300000,2018-06-22,1996-07-12,28000000.0,258.21,22.2744,114.15331
382,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Clovelly Court,Block 1,1994-03-10,M,,,19,A,2809,2348,102500000,2018-06-22,2002-07-12,20200000.0,407.43,22.2744,114.15331
383,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,,0,,20,C,0,251,6000000,2018-06-20,,0.0,0.0,22.276076999999997,114.16787
384,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,26,6,0,565,12000000,2018-06-20,1996-11-14,7350000.0,63.27,22.280714,114.17205
385,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estoril Court,Block 3,1983-08-26,L,3,,6,F,3347,2888,69800000,2018-06-19,1997-04-21,25000000.0,179.20000000000002,22.275212999999997,114.156553
386,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Regence Royale,Block 1,2001-09-14,L,,,19,B,2522,1805,88000000,2018-06-19,2005-10-26,39000000.0,125.64,22.274534,114.15922499999999
387,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,L,,,13,D,840,636,14200000,2018-06-19,2012-08-02,9600000.0,47.92,22.275067999999997,114.16818
388,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Rise,Park Rise,1995-04-11,H,,,22,,1256,869,19000000,2018-06-14,2012-09-26,21970000.0,-13.52,22.275959999999998,114.156873
389,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bo Kwong Apartments,Bo Kwong Apartments,1963-06-17,,,,LG,B,0,1623,29300000,2018-06-14,,0.0,0.0,22.274801,114.15751399999999
390,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Suncrest Tower,Suncrest Tower,1986-04-01,L,4,,3,B,2005,1646,35000000,2018-06-13,2009-09-06,18004000.0,94.4,22.275893,114.167642
391,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hong Lok Mansion,44A Macdonnell Road,1956-05-02,,,,1,,0,1470,24500000,2018-06-11,,0.0,0.0,22.274843,114.157779
